2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding
-37.17658,-37.890697,-38.602314,-38.284325,-37.96828,-36.493107,-35.019917
-93.02249,-94.804436,-96.58703,-95.50483,-94.42288,-92.50992,-90.59739
62.25632,61.823544,61.389828,61.96618,62.542797,62.70154,62.86062
-1.9887556,-2.220523,-2.4523003,-2.9164116,-3.3788197,-2.8356354,-2.2948754
6.599637,7.5009756,8.402411,8.837494,9.272527,9.781062,10.288554
29.362936,29.735117,30.107546,30.324594,30.54186,29.905886,29.268038
-25.912323,-26.371649,-26.830559,-26.313725,-25.7976,-26.714705,-27.63156
-80.29539,-81.0316,-81.768745,-81.53381,-81.2996,-81.42154,-81.54409
16.7621,16.605673,16.45024,16.847265,17.243328,17.594627,17.946089
20.989573,21.927004,22.864298,22.611982,22.357958,21.999166,21.638624
-52.30361,-52.25962,-52.217537,-51.84523,-51.47266,-52.27726,-53.08112
28.41286,28.053036,27.693996,28.544333,29.39364,29.279978,29.16548
-22.453407,-21.883028,-21.312496,-21.569769,-21.82817,-21.365238,-20.902851
40.427353,41.253803,42.081146,43.09355,44.10401,44.29946,44.494923
62.18675,62.2931,62.399216,62.12872,61.857937,62.746796,63.63608
-50.288578,-49.60274,-48.91697,-49.116253,-49.31502,-50.449787,-51.584187
-12.323906,-10.947117,-9.570946,-9.511048,-9.452209,-8.059706,-6.6668425
58.598164,57.95451,57.31116,57.280132,57.247814,57.44753,57.647568
104.32685,105.300224,106.274605,104.80804,103.33997,102.54824,101.75478
-46.19484,-45.84459,-45.493004,-44.651752,-43.811764,-43.118565,-42.426205
14.32592,14.952313,15.579031,15.070319,14.561969,15.569726,16.578241
15.978307,15.718754,15.459515,15.72579,15.993832,16.79535,17.596514
-105.66467,-105.87267,-106.08202,-105.96711,-105.8532,-104.696754,-103.539024
41.286366,41.058846,40.830048,41.84975,42.869774,44.104942,45.340115
-40.284904,-39.70581,-39.127228,-38.944256,-38.76113,-39.639687,-40.519352
69.61448,69.088684,68.56209,68.1648,67.76618,67.30262,66.83697
1.1223278,1.1767278,1.2315598,0.8179908,0.40414524,-0.17951725,-0.76234865
1.0595704,2.0487597,3.037255,3.4709728,3.9036584,2.6543014,1.405094
-32.229836,-31.89105,-31.552507,-31.967426,-32.38071,-33.135353,-33.889
-4.4704,-3.9094198,-3.349208,-2.842316,-2.3351548,-2.9968598,-3.6589396
-29.337807,-29.309473,-29.280735,-29.175503,-29.071648,-30.842289,-32.611298
-36.452374,-35.724567,-34.997215,-34.148594,-33.29882,-33.40602,-33.513847
35.553543,36.79735,38.04061,38.40173,38.76302,37.136272,35.511265
-55.81316,-56.69349,-57.576115,-57.056385,-56.53535,-56.030552,-55.525105
-2.2574234,-2.3187456,-2.3818579,-3.3396182,-4.295617,-4.3103156,-4.323853
-0.31057996,-0.3552491,-0.39992207,-1.0877529,-1.7744719,-2.3157165,-2.8575618
-38.800903,-40.30594,-41.810642,-41.823124,-41.837822,-42.44198,-43.046677
-31.772476,-32.572342,-33.37258,-32.33589,-31.29828,-30.2644,-29.231085
-19.178122,-19.842272,-20.505283,-19.763885,-19.023409,-18.121727,-17.222122
28.21382,27.511486,26.810413,25.835913,24.861628,23.993477,23.124878
-32.625114,-31.91046,-31.196404,-31.842451,-32.489166,-33.37361,-34.25926
0.42669573,0.17599382,-0.07552061,-0.16991149,-0.26323804,0.74284637,1.7494649
19.212059,19.372295,19.533327,19.276356,19.020033,19.602407,20.18394
-23.898005,-23.605116,-23.311419,-23.325708,-23.34068,-22.392504,-21.443365
-68.59877,-68.17149,-67.74376,-68.016914,-68.28914,-67.90842,-67.52659
11.782696,11.007545,10.232135,8.987888,7.7430077,5.986851,4.231025
-19.346502,-20.559023,-21.77054,-20.751476,-19.731485,-19.304688,-18.879873
-25.194174,-24.22221,-23.252186,-23.853962,-24.455284,-25.022251,-25.590641
13.413214,14.191722,14.969586,14.302027,13.634729,13.072539,12.51061
-3.28231,-3.2902074,-3.2994857,-2.540317,-1.7821412,-1.6851687,-1.5884538
6.7155385,6.9461284,7.177023,7.781138,8.385401,9.058781,9.732959
-29.911573,-31.817793,-33.723614,-33.383247,-33.044155,-31.579569,-30.113792
67.87888,67.59542,67.31274,67.1265,66.93885,65.02024,63.101345
-40.668873,-41.038837,-41.406628,-41.440063,-41.47203,-40.94169,-40.410286
-54.294376,-55.149544,-56.005745,-56.527725,-57.049366,-57.319855,-57.591873
-1.1791959,-1.5878632,-1.9963942,-1.9504285,-1.9040328,-2.4255006,-2.9459958
-62.07424,-62.6868,-63.29966,-63.31465,-63.330868,-62.838272,-62.34521
-4.129186,-3.535083,-2.9404862,-3.3186657,-3.6971877,-4.7193046,-5.740932
36.615715,37.70342,38.79163,39.204605,39.617565,37.223133,34.82654
-65.41776,-65.7532,-66.09017,-66.06598,-66.041275,-66.50221,-66.96248
42.10571,41.1697,40.234222,40.626263,41.018322,41.06352,41.109074
-79.083916,-78.22732,-77.37202,-77.306984,-77.24249,-76.06304,-74.883514
19.619755,19.982555,20.34666,20.275618,20.205183,18.797209,17.389639
56.059536,55.445442,54.83027,54.17637,53.522133,52.616642,51.711422
-79.659744,-80.05899,-80.457825,-79.75552,-79.05411,-78.099724,-77.14389
8.815138,7.6028185,6.391614,7.8652534,9.339412,8.236033,7.132579
24.21404,22.612432,21.01096,21.84096,22.669773,23.671503,24.672693
10.520159,9.820055,9.119532,8.27204,7.424531,6.6167183,5.8093386
-1.6610606,-2.4428828,-3.22279,-3.3919184,-3.5601742,-4.9744015,-6.3878937
-5.0994067,-6.2442565,-7.390121,-7.2559257,-7.1212344,-4.726558,-2.3322995
-10.8732395,-10.316538,-9.760559,-9.22839,-8.695934,-6.972223,-5.2482677
48.934204,48.337914,47.74276,47.353485,46.96412,46.19597,45.42672
16.337107,16.864864,17.392874,18.627619,19.863512,19.588724,19.313612
64.865814,64.47807,64.08876,64.325714,64.56224,64.8356,65.10928
-5.9181604,-6.008922,-6.098528,-5.503,-4.9088926,-5.5940385,-6.27856
6.4517684,5.8602824,5.267759,5.211596,5.1540647,3.8905597,2.6253304
23.405375,23.9558,24.503796,22.479504,20.45536,20.110231,19.76646
-76.52607,-76.43847,-76.34936,-74.63957,-72.9297,-72.84859,-72.76887
-56.444435,-57.869778,-59.294434,-58.845745,-58.39801,-57.40491,-56.411983
-35.388805,-35.7396,-36.089153,-35.665356,-35.24201,-34.291454,-33.33924
-22.417263,-20.939228,-19.46067,-19.631153,-19.802204,-21.342026,-22.880817
-30.545507,-30.231352,-29.916468,-29.751049,-29.58585,-27.995771,-26.405674
53.675514,54.05642,54.436718,54.3742,54.310688,52.342926,50.375607
-59.6569,-58.961647,-58.26621,-58.142776,-58.020054,-59.324677,-60.629383
-67.704544,-68.30123,-68.898155,-68.776115,-68.65476,-69.54596,-70.436554
-48.282646,-48.44191,-48.600853,-48.323593,-48.046555,-48.054214,-48.062836
-23.591068,-24.588898,-25.587112,-25.789211,-25.992306,-25.676949,-25.361526
-2.4346182,-3.0249007,-3.6146061,-2.5953758,-1.5772011,-2.518799,-3.4608285
3.1300333,3.7210515,4.310916,4.8292456,5.34937,7.398748,9.45099
-8.777601,-8.32229,-7.8676424,-6.94965,-6.030538,-4.6968904,-3.3644922
-85.27769,-85.144,-85.01003,-85.523705,-86.03729,-85.15606,-84.27556
-62.897926,-62.42405,-61.95043,-60.92168,-59.89199,-58.24981,-56.606586
21.130533,22.358992,23.58747,22.334091,21.080942,22.827984,24.574583
-2.490701,-3.6034873,-4.7163095,-5.566986,-6.4160404,-7.24282,-8.070939
9.364092,10.358337,11.35284,10.684327,10.015157,9.888913,9.762378
-49.44292,-49.225998,-49.008522,-48.93048,-48.852562,-49.30039,-49.748985
23.662363,25.242113,26.82222,27.925035,29.028488,28.875875,28.721912
16.24615,16.422333,16.597733,15.686208,14.774195,14.542693,14.311465
-0.8454948,-1.061522,-1.2781558,0.22515723,1.7265182,1.6612906,1.5966849
38.65348,37.693333,36.73373,37.22009,37.706615,37.615307,37.524796
6.9456725,6.689365,6.4327,6.4137354,6.394428,6.116156,5.8368473
15.233431,15.159132,15.083917,14.363363,13.643271,12.931077,12.218521
-80.03596,-80.73439,-81.43182,-79.38188,-77.33154,-75.78238,-74.234146
12.046551,11.84288,11.639154,12.326952,13.015869,11.478001,9.940465
8.174405,8.203966,8.234215,7.708469,7.1835113,7.6443667,8.104323
15.665822,16.440113,17.214382,16.168283,15.123775,15.390979,15.657899
64.78481,64.80196,64.8173,64.55983,64.30233,65.67289,67.04574
-0.26132223,-0.1106045,0.040251993,-0.6147139,-1.2689593,-1.358109,-1.4467797
-13.178118,-13.185079,-13.192946,-12.588323,-11.982698,-12.620051,-13.256877
-29.076466,-28.54287,-28.010578,-28.309307,-28.60804,-29.135193,-29.66225
-38.86473,-38.93097,-38.996204,-38.897846,-38.799435,-38.406178,-38.01275
-5.636366,-4.565031,-3.4942515,-3.0221288,-2.550357,-2.3515046,-2.153087
29.697578,30.442593,31.187653,31.33647,31.485632,31.174023,30.863289
8.904087,9.3856125,9.867823,10.29459,10.721474,11.089905,11.459345
63.36429,62.54354,61.723217,60.33294,58.943974,58.567245,58.190033
-81.801346,-81.89086,-81.97927,-82.20706,-82.434875,-82.569176,-82.70517
86.20812,87.60262,88.996925,87.986496,86.97627,86.1325,85.288445
2.112504,1.2303219,0.34789845,0.17802234,0.00772472,-0.15998654,-0.32782176
-107.28067,-107.24623,-107.21188,-105.37775,-103.54329,-103.830574,-104.11578
63.480843,63.980793,64.48021,63.98959,63.499653,61.89268,60.286472
71.45685,72.36146,73.26696,72.32681,71.38631,70.619606,69.85068
-18.057577,-19.371202,-20.684748,-21.391169,-22.098074,-22.681913,-23.265432
7.504645,8.016099,8.526882,8.070113,7.611625,6.38639,5.1608615
60.98147,61.308784,61.635868,61.23313,60.83107,59.44689,58.0633
21.624092,22.729025,23.83464,22.88556,21.935167,19.917656,17.900122
93.533195,93.49326,93.45242,93.722435,93.992294,94.18027,94.36575
37.571987,37.406082,37.24206,36.63042,36.018986,35.4396,34.858093
36.24261,35.7853,35.327854,35.40185,35.476963,35.85601,36.23486
10.013957,10.90683,11.799799,12.152288,12.506052,13.236076,13.967613
-68.58352,-68.06522,-67.54752,-67.91963,-68.29163,-67.15404,-66.016594
8.346447,9.468611,10.589971,10.937687,11.284523,10.563562,9.842067
-15.203889,-15.552739,-15.900896,-15.763677,-15.626889,-16.054201,-16.481043
-66.92166,-65.75062,-64.58086,-64.14632,-63.712578,-65.119835,-66.524704
-7.5070567,-8.600739,-9.695024,-9.650051,-9.604543,-9.614508,-9.624942
-66.705414,-66.46969,-66.234474,-65.686485,-65.13855,-66.707825,-68.27769
17.860485,17.86057,17.858912,17.777178,17.69584,17.586658,17.47786
-75.02885,-75.750916,-76.47231,-76.34419,-76.21646,-75.169914,-74.12214
11.13749,10.296943,9.457501,9.705647,9.955205,10.406529,10.859909
49.78204,49.706367,49.629677,48.803703,47.977924,47.791992,47.60418
-8.891479,-9.6469555,-10.403325,-10.555017,-10.706885,-10.044757,-9.383127
14.229017,14.231737,14.234745,13.224863,12.215221,12.295225,12.372567
-13.421237,-13.592631,-13.763345,-14.502803,-15.242328,-16.075077,-16.908045
7.6916027,8.566723,9.442171,8.709395,7.977437,5.4102707,2.8446224
-7.0064945,-6.948702,-6.891596,-7.193239,-7.493227,-6.8438663,-6.194536
-19.661455,-20.167137,-20.672478,-20.830687,-20.989359,-21.353209,-21.716003
2.7035072,3.5981405,4.492969,5.0407557,5.5884843,4.837687,4.086492
-8.035705,-8.518674,-9.002296,-8.790655,-8.57995,-9.303563,-10.026635
16.190397,17.015036,17.840178,17.572752,17.303652,16.2563,15.209678
-20.75656,-20.57764,-20.400572,-20.352097,-20.304712,-19.887465,-19.46944
-25.249992,-24.892433,-24.536007,-24.344322,-24.153545,-23.557816,-22.9609
-21.946795,-22.41824,-22.88886,-22.480295,-22.073627,-21.320578,-20.569036
-16.98954,-16.55301,-16.11682,-15.457659,-14.797415,-15.981554,-17.165735
14.468742,14.196363,13.922632,13.329554,12.736811,10.797946,8.8578205
-9.253619,-7.1770167,-5.1000247,-5.076903,-5.0551057,-4.4217067,-3.7856977
-14.677244,-14.5455885,-14.411948,-15.209424,-16.006548,-15.967287,-15.927974
-11.711829,-11.986241,-12.261293,-12.65665,-13.052581,-13.867423,-14.681228
-5.459592,-4.615722,-3.7719858,-3.309036,-2.8476737,-1.9152395,-0.98391837
-23.299889,-22.75792,-22.216488,-22.07412,-21.932903,-22.99906,-24.064825
-45.107193,-45.775833,-46.443954,-45.50489,-44.567024,-42.656105,-40.746216
29.887274,30.423042,30.95846,30.323473,29.689804,30.324888,30.961092
-42.583084,-44.31489,-46.04599,-46.356052,-46.665684,-46.148552,-45.630695
16.87843,16.632042,16.386644,16.666718,16.946938,16.705645,16.464043
0.06596699,1.1443442,2.222638,1.7998375,1.3773073,0.3567516,-0.6633743
-77.686844,-78.58856,-79.48971,-79.630974,-79.7716,-79.60527,-79.43945
-48.692787,-48.35504,-48.016716,-48.15137,-48.286987,-49.12982,-49.971653
57.088757,56.41068,55.73424,55.88693,56.039806,55.082302,54.123604
17.351875,16.549469,15.744853,15.345763,14.94712,15.157952,15.368566
-3.8808193,-4.9814053,-6.084813,-6.0788584,-6.0727816,-5.081483,-4.0893583
-33.649624,-35.032368,-36.414356,-36.59137,-36.766438,-36.75876,-36.75138
-48.865765,-50.224895,-51.584785,-51.23416,-50.88362,-51.638657,-52.393723
40.091507,40.185646,40.279366,40.898834,41.518364,42.713467,43.910706
48.429363,47.59168,46.75446,45.64714,44.53986,43.933475,43.32746
-20.965942,-22.31512,-23.663958,-23.34279,-23.020828,-23.26013,-23.499832
54.7383,55.818,56.89739,56.37958,55.861523,56.39826,56.934258
-19.985758,-21.107918,-22.230562,-23.44802,-24.665699,-23.908745,-23.153309
17.801563,16.842945,15.885188,16.787807,17.691372,18.102386,18.512758
-3.4979732,-3.1079037,-2.7177756,-1.8224409,-0.9270819,-1.0900037,-1.2525599
26.950186,27.264322,27.578926,28.05154,28.524649,27.985064,27.443855
-23.554739,-23.133142,-22.712404,-22.762182,-22.811253,-22.315996,-21.818588
-4.2072773,-4.852025,-5.4989133,-5.164224,-4.8303895,-4.6999707,-4.5703945
56.680153,58.00939,59.33819,57.930622,56.523518,53.691883,50.86036
-39.625114,-40.39922,-41.172424,-41.494614,-41.817123,-42.567295,-43.318344
16.43575,15.8786125,15.321305,15.208208,15.09602,15.370159,15.6448765
2.9607046,3.5499756,4.13944,3.9278266,3.7163584,2.7723303,1.8279288
-38.500313,-39.229877,-39.959335,-40.580322,-41.20192,-40.335545,-39.46847
34.71802,36.757557,38.79691,38.15841,37.521393,37.321873,37.122578
39.984768,40.237907,40.490448,41.743206,42.99593,42.009853,41.02388
-97.14217,-98.648384,-100.15437,-99.431755,-98.7093,-97.23502,-95.762276
45.401188,46.309162,47.217194,46.659607,46.10248,45.89096,45.680046
7.1099358,6.4902115,5.8694067,5.6462736,5.4225674,4.48127,3.5410042
-8.619898,-7.9098487,-7.1995807,-7.0722528,-6.9444985,-6.271988,-5.5999894
4.5918922,4.0579157,3.5254402,4.1672,4.8079453,6.1773252,7.5460205
31.130547,32.28066,33.431797,33.44366,33.45609,34.02409,34.593197
-28.539549,-29.135822,-29.732975,-29.282526,-28.832706,-29.543945,-30.255657
29.390999,29.842598,30.295631,30.262358,30.22885,28.724873,27.220558
42.883007,42.173794,41.46493,40.23948,39.015335,40.286816,41.558605
-17.84723,-18.6248,-19.401983,-18.727358,-18.054832,-18.428926,-18.803196
34.34668,34.467064,34.587025,33.958755,33.330425,32.931847,32.532482
-57.51883,-58.06137,-58.6048,-56.901917,-55.19933,-55.34536,-55.490707
0.36722973,0.31758812,0.2679949,0.6516836,1.0351698,0.26173618,-0.5111241
-95.815285,-96.34711,-96.87764,-95.4534,-94.029396,-93.95807,-93.88754
-16.99801,-16.406055,-15.813984,-15.90651,-15.999248,-13.399344,-10.800271
95.33773,96.62154,97.90532,98.50201,99.09805,97.56781,96.03725
19.684505,19.282476,18.879915,18.309452,17.739603,16.66676,15.592511
-5.2695265,-3.7681367,-2.2664287,-2.8688514,-3.4724538,-3.7035816,-3.9349973
-55.53898,-55.67242,-55.804058,-55.866894,-55.930973,-55.291996,-54.65493
-74.90528,-76.621,-78.33702,-77.721756,-77.10768,-75.89604,-74.6837
41.313442,42.255802,43.19883,43.06254,42.926037,41.775448,40.62492
-12.218809,-12.068201,-11.917006,-11.755106,-11.593119,-10.722837,-9.852489
85.3632,87.05339,88.74285,88.249985,87.75798,86.3275,84.89682
-67.64593,-67.27878,-66.91349,-66.979774,-67.04476,-65.18102,-63.317272
-39.62021,-39.702427,-39.784813,-39.01427,-38.243225,-38.400646,-38.557777
-112.935074,-113.47052,-114.00774,-112.99465,-111.982605,-110.79457,-109.60512
15.211588,14.8602705,14.50902,13.641811,12.776568,13.022783,13.269551
57.82221,59.27967,60.736225,61.006153,61.27794,61.350147,61.423702
-4.485146,-5.1513658,-5.81817,-6.7723813,-7.727382,-7.978436,-8.229365
-27.54289,-25.830017,-24.117619,-22.712782,-21.307093,-21.453857,-21.601454
-39.72037,-39.572083,-39.422775,-38.950478,-38.47806,-36.27403,-34.069275
69.37446,70.43279,71.49182,71.21995,70.94893,71.140076,71.3324
40.848705,40.78974,40.729942,40.294357,39.85813,41.49707,43.1362
43.62343,43.225754,42.827988,42.344086,41.86138,42.68621,43.509308
24.14989,24.110495,24.071297,23.810446,23.551231,23.768711,23.987547
-14.91808,-14.974041,-15.028267,-13.8997,-12.771385,-11.963528,-11.155676
-30.477232,-29.69844,-28.918745,-28.002647,-27.086805,-27.40141,-27.715506
-15.474329,-15.937415,-16.401823,-16.842817,-17.283752,-16.995382,-16.707947
-11.594908,-12.682488,-13.770207,-13.470244,-13.170709,-11.255025,-9.338008
48.179665,48.66942,49.160156,47.859543,46.557938,45.715446,44.871017
-19.028069,-19.38825,-19.749075,-20.179495,-20.610102,-21.962473,-23.31605
-0.72657555,-0.0926053,0.5406278,0.3973449,0.2553838,-0.21052521,-0.67665213
-52.6474,-51.219948,-49.793945,-48.73734,-47.681202,-47.577286,-47.472565
-68.11411,-68.363625,-68.61397,-67.935555,-67.25599,-65.975975,-64.69523
26.394718,26.599934,26.805113,27.591957,28.379251,27.868204,27.35674
61.028496,62.71286,64.39722,62.673794,60.950096,59.756027,58.56311
48.03996,47.709087,47.37743,46.963768,46.55016,44.85321,43.157375
-10.970998,-11.426711,-11.881904,-12.073731,-12.266577,-10.405049,-8.544031
54.941254,56.418533,57.89599,57.676857,57.45827,57.490395,57.521656
-14.352075,-15.209255,-16.065363,-16.151777,-16.238365,-16.934814,-17.63291
80.713646,80.98633,81.25856,80.610245,79.96156,77.39009,74.819305
-13.7787075,-14.711125,-15.643684,-16.311983,-16.97907,-15.834274,-14.688862
-18.10579,-17.654684,-17.20391,-16.55631,-15.909714,-15.656949,-15.403197
0.5433471,1.2138593,1.8838313,2.0371704,2.1900268,0.63558316,-0.9187479
-38.75357,-38.0407,-37.3276,-37.470848,-37.613617,-36.906437,-36.200497
29.916306,29.933743,29.951672,29.658981,29.366604,29.38055,29.396772
-51.168507,-52.12106,-53.07341,-52.18208,-51.28954,-49.660557,-48.033047
-42.26825,-42.28059,-42.293694,-42.15199,-42.01121,-41.92587,-41.839314
15.921369,16.597948,17.274055,17.45695,17.640276,15.973999,14.306788
-12.526162,-13.431079,-14.334567,-13.534656,-12.733972,-13.923228,-15.1117735
-0.61273867,-0.94873434,-1.2842674,-2.6694126,-4.0552144,-3.180029,-2.304638
-10.274498,-10.804769,-11.335558,-11.809369,-12.283629,-11.244313,-10.205154
76.76175,77.00711,77.25235,76.798584,76.34391,75.08017,73.81619
23.208853,23.925121,24.640638,23.619225,22.597445,21.146212,19.69415
-51.241558,-51.96728,-52.693657,-53.07817,-53.460682,-53.499874,-53.539085
2.7131312,1.7572091,0.8021552,1.3378165,1.8728945,3.0494153,4.2267857
-13.489938,-13.446931,-13.405121,-13.10283,-12.800105,-12.422423,-12.044286
2.7986271,3.322134,3.8464909,3.2562063,2.6671095,3.1259623,3.5846086
-52.734207,-53.303986,-53.872013,-54.615517,-55.357666,-54.250835,-53.14581
-5.799188,-5.7524943,-5.705217,-6.3975134,-7.0902486,-8.045081,-8.999694
-18.660147,-18.143839,-17.629847,-18.395773,-19.161709,-19.137861,-19.113968
31.957436,31.800665,31.643347,31.580235,31.518192,32.25016,32.982697
41.65636,40.950314,40.243587,40.455498,40.667202,40.853996,41.040432
6.572934,6.2113523,5.850872,6.42552,6.998971,6.121782,5.2438965
10.856721,10.557863,10.25868,10.582977,10.906604,12.180885,13.4561205
33.120285,34.50781,35.895523,35.657436,35.419083,33.6654,31.91203
20.025814,20.099638,20.172945,19.281189,18.389921,19.289988,20.188726
-96.259285,-96.830086,-97.40092,-96.587425,-95.773285,-95.09868,-94.422516
62.33758,62.4618,62.586292,61.630985,60.674656,61.208496,61.74132
42.821693,42.53792,42.255077,42.83678,43.419346,42.937443,42.455166
22.54746,23.25244,23.95801,22.625437,21.294209,20.97222,20.6491
74.37373,75.625275,76.8759,76.77082,76.665825,77.00616,77.34634
3.308757,3.7343416,4.1603484,2.3913689,0.6209944,-0.6035312,-1.8268653
64.45707,64.39628,64.33576,63.475937,62.618282,61.629494,60.64149
36.025352,36.469193,36.912666,37.25785,37.6018,37.195633,36.78857
19.152876,18.525837,17.90059,17.522465,17.145714,16.37302,15.598571
2.734984,3.1503701,3.5660796,2.8346572,2.1025257,1.8753204,1.6489263
-50.1622,-49.943535,-49.724983,-50.004738,-50.28434,-50.46569,-50.646957
35.33131,35.979397,36.626408,36.127136,35.62855,34.527267,33.426167
84.29429,84.45045,84.606384,84.09512,83.58394,83.595535,83.60611
-19.433882,-19.94677,-20.45848,-21.096453,-21.73219,-21.271471,-20.810707
-22.689238,-22.261461,-21.836113,-21.93111,-22.026056,-21.737219,-21.448288
-19.978994,-20.913822,-21.84786,-21.251566,-20.656248,-19.852348,-19.048733
-37.911743,-37.030693,-36.148643,-35.34622,-34.544003,-35.18032,-35.81666
-21.488937,-21.274647,-21.060198,-21.065754,-21.070507,-20.254925,-19.43933
9.924411,9.821398,9.718496,9.047594,8.377156,9.771249,11.165544
-17.409115,-18.827356,-20.244678,-19.839676,-19.43518,-18.00653,-16.579126
-3.1653955,-4.0004153,-4.835365,-3.3115575,-1.7884672,-3.0226877,-4.2587676
-39.81595,-40.50634,-41.197067,-41.23118,-41.265625,-40.520264,-39.776108
-84.54494,-86.24376,-87.94324,-86.2437,-84.544556,-82.057976,-79.57106
-101.15881,-100.785484,-100.41172,-100.171455,-99.93123,-99.58906,-99.24782
34.036728,35.53096,37.02413,37.012627,37.00087,34.960995,32.92077
-91.4672,-91.95562,-92.445656,-90.56507,-88.68453,-88.50831,-88.33352
4.295625,4.885402,5.4736447,4.647062,3.8210843,3.4870198,3.1525948
-0.33550948,0.481705,1.2995394,0.9441133,0.58764905,0.40621477,0.22535236
-50.56349,-51.29852,-52.03445,-51.958046,-51.882397,-52.810764,-53.739502
-13.002427,-12.264764,-11.527057,-12.088928,-12.650103,-11.171865,-9.695886
-11.77286,-12.256877,-12.740431,-13.126784,-13.513527,-13.691865,-13.86998
-28.317932,-27.813707,-27.308683,-27.111855,-26.914728,-26.336464,-25.75871
38.878304,39.34987,39.82016,38.35948,36.900032,36.814663,36.729744
-27.173439,-28.529158,-29.884895,-30.32768,-30.772009,-30.666174,-30.560677
16.26554,15.953037,15.640936,15.09776,14.555662,14.127447,13.698713
4.345024,3.2522848,2.1588209,1.6871755,1.217159,2.5124128,3.8074682
-37.16573,-37.152542,-37.138714,-36.256145,-35.37452,-33.296352,-31.217215
-83.72422,-84.06603,-84.40636,-84.94146,-85.4753,-84.47614,-83.476746
-14.978518,-14.744331,-14.510664,-14.486718,-14.462715,-13.764955,-13.066778
2.492253,2.1658742,1.8403114,1.0256664,0.21162064,-0.021468325,-0.25503317
-5.049434,-4.7371187,-4.423311,-3.5346715,-2.646785,-1.5874684,-0.5280296
2.1791747,2.7340286,3.2888763,2.8128092,2.337042,0.727009,-0.8819049
-47.44396,-47.937878,-48.43016,-47.878906,-47.326485,-46.496784,-45.66631
-0.6947551,-0.566463,-0.43895674,-0.758656,-1.0765414,-0.95833445,-0.8385854
-26.08614,-26.550682,-27.015541,-26.029156,-25.042194,-23.584867,-22.127031
41.057583,41.31513,41.57339,41.443504,41.31385,41.853706,42.39511
42.411568,42.409634,42.407288,42.742344,43.07656,43.498466,43.92124
-0.10017287,-0.094108455,-0.088273875,0.07411922,0.23448908,1.149089,2.063916
-7.3617153,-7.5706673,-7.7799206,-8.062262,-8.344069,-7.8693786,-7.39631
-36.10808,-36.722633,-37.337162,-38.519985,-39.704857,-39.352726,-39.001236
59.74435,59.87481,60.006424,59.85977,59.71265,59.033886,58.35493
-58.317364,-57.81594,-57.314083,-56.665237,-56.016148,-54.33002,-52.64268
-5.171412,-4.3594584,-3.5463269,-3.7997525,-4.0520205,-4.123256,-4.1937118
13.932684,14.133466,14.334469,14.846991,15.358825,16.30913,17.258886
-17.144262,-17.175684,-17.206528,-16.989197,-16.773312,-18.367735,-19.961906
-3.9050877,-4.3085375,-4.7122364,-5.2313995,-5.7498302,-6.7080946,-7.6666756
-8.437585,-8.843051,-9.248782,-9.551185,-9.852963,-7.935439,-6.0188627
36.425022,36.77621,37.126045,37.071407,37.017044,38.184044,39.350693
38.87718,39.628258,40.377563,40.405735,40.433704,40.379536,40.326122
-10.729621,-11.294802,-11.862502,-12.193742,-12.525666,-10.827624,-9.129966
60.88503,60.783684,60.68265,61.681763,62.680702,64.337654,65.99249
-12.526563,-11.897644,-11.2685585,-11.5180645,-11.768166,-12.702713,-13.637904
34.47968,34.492172,34.504684,34.894066,35.283287,35.471916,35.661285
-103.256516,-103.22761,-103.19915,-102.98852,-102.77685,-102.65287,-102.52841
19.673365,19.419176,19.16556,19.283257,19.401182,18.034262,16.66736
101.3614,101.24187,101.12335,99.32172,97.51952,96.28368,95.04858
27.492373,27.417862,27.344175,28.785358,30.225977,29.85037,29.475748
22.381723,22.55595,22.730278,21.72435,20.718826,21.553272,22.388868
5.3008485,4.629051,3.959138,4.435896,4.91339,6.5684104,8.2232685
-52.7768,-54.218784,-55.660007,-54.773914,-53.887608,-52.332523,-50.77806
-14.223826,-14.055293,-13.887546,-13.439601,-12.99043,-13.39002,-13.789371
68.8389,69.259605,69.67958,69.473755,69.267555,69.63174,69.99616
-109.54161,-109.81781,-110.093796,-109.568756,-109.04328,-107.93132,-106.81847
43.67275,44.362686,45.05183,44.59672,44.141754,44.304043,44.465538
-8.832822,-6.949808,-5.068119,-5.74858,-6.4303465,-8.303094,-10.176053
-20.407166,-21.064157,-21.719687,-21.463188,-21.207895,-20.593584,-19.980064
12.46392,13.053441,13.642614,14.474632,15.307481,15.098355,14.88963
40.77225,40.40929,40.045723,39.726482,39.408092,39.10355,38.79942
-48.482468,-48.46374,-48.444485,-46.924107,-45.402527,-45.599445,-45.79632
53.936512,54.679504,55.422974,54.10927,52.796005,52.499584,52.2028
-70.95719,-70.95662,-70.9551,-71.58068,-72.20638,-71.03704,-69.8664
-68.05124,-69.3369,-70.62244,-69.7159,-68.811554,-67.976234,-67.14195
41.686146,41.721535,41.75832,41.727287,41.696095,43.41435,45.132225
-111.837,-112.659996,-113.48345,-111.85827,-110.233536,-109.08481,-107.937996
-25.569672,-26.622606,-27.676067,-28.03714,-28.399086,-27.64254,-26.88601
