2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding
53.4,55.0,52.4,46.4,40.4,31.4,28.7
60.0,58.0,55.0,52.3,46.5,39.9,32.6
6.8,2.7,26.9,36.0,30.1,46.9,65.1
0.3,0.0,0.1,0.1,0.0,1.2,0.2
103.8,91.4,92.7,86.2,83.5,79.0,70.3
84.7,79.4,83.1,73.5,66.9,21.7,22.5
178.6,172.2,163.2,141.6,118.5,71.3,64.1
74.7,71.6,75.2,65.6,45.4,6.0,4.9
71.7,74.9,68.0,67.8,68.9,32.4,25.6
128.0,115.9,103.6,92.0,77.1,6.6,5.5
20.9,19.9,19.4,17.1,16.6,2.0,1.6
77.9,77.0,82.8,76.4,71.9,38.1,35.0
128.1,115.5,108.8,100.2,90.4,76.3,74.6
108.8,106.9,100.4,93.5,90.6,47.1,38.5
69.7,66.1,67.8,66.6,59.7,25.4,22.8
37.3,27.6,36.9,47.4,30.8,15.9,13.7
86.9,83.5,79.4,76.7,62.0,43.7,22.2
113.9,100.4,97.7,86.6,76.5,30.6,30.9
99.6,88.7,90.7,87.1,75.7,107.5,102.4
88.8,81.1,81.9,75.6,66.3,37.0,37.0
61.5,64.3,63.2,60.0,55.7,40.9,39.8
48.4,42.4,40.3,37.0,33.1,4.1,3.6
63.0,60.4,58.6,53.0,46.4,26.5,25.5
87.9,82.6,88.7,79.8,71.9,45.7,46.1
132.9,127.6,122.0,112.0,101.9,32.7,32.8
65.8,71.6,64.6,62.4,55.4,40.1,35.5
19.3,13.8,12.4,10.9,10.0,4.0,5.0
191.7,170.8,166.8,152.6,138.5,30.4,29.5
99.9,96.5,88.7,89.9,82.6,33.7,28.7
76.3,72.8,67.9,62.3,53.7,16.7,14.3
0.0,0.0,0.0,0.0,0.0,1.0,0.7
157.6,146.9,134.0,146.9,144.7,77.8,73.8
180.0,154.3,138.3,127.1,109.5,30.6,21.5
102.0,92.9,86.8,76.7,64.3,103.7,90.4
79.6,80.3,79.3,74.1,67.5,53.8,50.6
1.3,21.2,3.2,1.5,0.0,15.7,13.5
43.6,43.7,58.1,63.7,59.4,23.2,21.0
206.3,195.8,178.8,171.5,155.3,130.7,120.4
147.8,144.1,136.7,120.9,109.4,96.9,92.1
179.7,167.9,163.7,156.2,146.4,68.2,64.6
64.0,59.6,61.9,52.3,52.2,27.1,24.6
112.3,100.1,105.7,106.6,99.7,72.6,73.1
0.0,0.0,0.0,0.0,0.0,2.9,3.3
0.0,0.0,0.0,0.0,0.0,0.1,0.0
54.8,56.8,54.1,52.3,69.3,39.5,36.5
44.9,42.2,72.9,91.2,76.0,3.2,3.5
59.5,50.3,58.6,65.0,60.8,8.1,8.5
41.1,48.9,51.3,47.3,30.7,6.8,6.7
103.6,100.7,107.4,104.1,97.7,127.3,124.2
146.2,145.1,149.2,134.4,125.0,178.0,181.6
186.4,155.9,152.8,135.2,109.9,55.3,55.4
120.4,117.6,111.0,92.7,81.8,43.9,76.2
39.6,64.7,76.6,75.4,59.4,1.3,0.3
113.2,101.5,98.9,94.3,87.0,77.4,79.3
85.5,94.2,84.2,92.9,84.2,40.0,39.7
1.6,0.9,1.3,0.7,0.0,0.9,0.2
163.9,144.5,128.6,107.5,95.2,82.5,60.0
148.5,137.7,138.4,142.6,135.3,85.3,90.5
54.5,56.1,54.8,48.6,42.0,17.5,13.0
113.4,114.8,111.0,100.3,86.7,23.5,22.3
211.6,205.9,221.3,213.4,194.8,159.8,160.1
1.3,1.0,0.2,0.0,0.0,7.3,6.3
112.1,103.5,95.6,85.3,69.9,29.3,22.4
148.0,152.0,144.0,139.3,115.5,104.4,100.6
7.8,51.7,60.0,61.3,62.0,1.0,0.9
41.7,44.0,32.9,2.4,10.2,0.0,0.0
95.6,92.4,100.9,91.9,83.6,20.6,19.1
102.6,97.0,93.4,87.2,75.7,88.6,75.7
3.5,2.1,3.5,2.9,0.0,2.2,2.4
157.0,148.4,138.0,120.9,109.0,54.0,43.6
92.6,90.0,92.0,81.3,73.7,49.7,53.3
97.7,96.2,95.4,82.7,78.8,32.0,30.5
82.2,72.1,66.4,60.0,53.6,40.3,36.9
38.0,35.6,33.6,30.6,26.9,27.5,24.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.1,57.7,55.1,49.5,40.0,32.0,29.7
57.8,58.4,56.8,51.8,44.5,34.2,28.8
81.5,75.9,72.0,63.8,53.8,60.8,54.9
0.0,0.0,0.0,0.0,0.0,15.1,13.2
111.3,106.9,101.6,93.5,82.4,81.8,77.5
112.9,111.3,113.3,104.5,97.3,67.0,66.3
99.8,99.1,90.0,81.3,72.2,49.6,20.8
77.4,72.4,66.8,61.8,56.6,58.2,58.1
40.1,40.3,46.0,43.4,36.8,23.3,21.8
0.0,0.0,0.0,0.0,0.0,9.8,9.2
84.9,72.9,65.0,60.2,53.6,42.8,42.5
100.8,97.8,92.3,83.3,75.6,75.5,72.0
126.1,110.7,99.8,98.3,86.1,39.9,33.7
82.8,105.3,99.3,83.7,75.0,76.2,118.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.3,78.5,76.3,68.3,58.8,28.4,27.1
116.0,110.5,107.1,101.6,97.5,91.6,101.3
124.2,111.2,102.8,92.3,82.4,53.4,60.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.1,51.4,64.5,88.1,75.8,13.8,13.4
39.6,20.6,24.6,26.2,20.5,8.0,8.4
71.3,71.3,69.2,64.6,56.9,26.0,23.4
87.8,86.4,75.7,69.7,63.4,54.8,51.3
46.9,45.3,43.3,31.7,28.8,17.1,15.1
113.1,105.3,108.8,100.9,91.1,25.3,24.3
43.4,43.0,60.0,50.7,44.5,27.0,25.9
68.2,69.3,56.4,45.8,38.2,25.2,27.6
39.4,37.9,37.5,35.5,33.3,17.6,17.6
75.8,77.9,70.9,63.1,56.8,23.3,25.3
107.0,101.3,95.0,87.2,76.9,61.8,59.0
69.2,64.3,61.2,54.7,49.7,27.1,26.5
89.4,118.9,99.1,90.7,84.4,32.3,32.7
198.1,132.8,8.9,7.4,0.3,18.1,14.1
0.0,0.0,0.0,13.7,18.2,11.7,13.4
59.4,55.0,51.8,49.9,44.0,29.8,27.7
36.2,33.6,30.3,28.8,26.3,21.1,18.2
130.6,124.5,127.8,109.3,107.3,142.2,123.1
121.0,106.2,103.8,96.9,87.6,69.3,63.9
21.0,22.6,12.1,30.2,27.2,8.5,6.6
43.6,45.8,47.9,43.6,41.9,55.4,50.7
83.3,76.9,71.6,63.7,56.2,39.3,41.2
132.3,114.7,106.5,97.4,77.1,32.4,31.5
73.4,62.8,57.8,50.7,47.2,23.9,21.3
116.0,107.3,99.9,91.8,83.9,90.7,84.4
110.9,105.9,95.9,83.9,69.0,22.3,21.0
141.1,117.3,113.5,100.7,83.2,45.2,48.1
151.1,141.8,133.7,119.5,95.5,92.8,91.4
48.7,47.6,4.4,0.0,0.0,60.2,56.0
69.0,61.0,55.5,47.0,41.9,26.4,25.3
55.3,53.6,50.6,47.5,40.4,28.8,27.1
5.6,3.3,2.7,1.9,0.1,35.0,42.5
32.5,32.4,31.0,31.0,26.5,51.3,51.6
5.6,2.3,2.0,2.0,0.0,6.9,5.6
24.7,29.8,36.2,37.4,30.1,18.8,15.6
34.5,30.7,24.6,21.5,17.5,9.9,9.2
72.0,70.4,65.9,58.8,51.5,49.3,46.6
101.8,96.0,86.8,74.9,62.9,25.4,24.6
52.9,30.1,26.6,24.1,51.0,39.8,49.9
91.7,80.7,76.0,65.0,55.3,19.7,16.4
39.4,36.9,34.2,32.4,25.9,13.9,12.6
115.7,109.5,99.8,90.2,76.0,62.1,61.9
45.2,43.0,41.3,36.9,32.5,39.0,36.1
40.3,34.9,32.0,29.0,21.0,6.9,9.5
2.6,2.0,0.6,0.6,0.0,16.8,19.2
61.1,57.3,57.7,53.8,48.7,30.0,27.4
93.8,86.1,85.3,77.3,63.2,24.5,23.5
19.5,17.8,32.4,29.7,25.8,16.9,13.3
51.3,48.5,46.7,42.3,37.9,46.1,43.0
147.4,118.9,105.5,86.9,66.2,34.6,35.1
99.6,98.1,96.2,83.1,70.1,46.1,36.9
93.3,70.7,71.2,66.0,54.2,65.3,63.3
75.8,66.3,61.5,55.7,48.3,22.8,18.8
6.1,5.5,3.7,3.6,0.0,17.5,19.1
137.2,126.9,138.5,112.6,106.1,38.4,29.0
81.4,77.5,69.1,69.8,69.8,47.8,49.5
0.0,0.0,0.1,0.7,30.0,33.8,14.3
6.9,4.2,2.5,2.4,0.1,42.0,36.1
85.5,82.8,91.6,83.0,73.6,48.5,47.1
28.9,3.4,2.7,2.3,0.0,9.3,10.5
36.8,32.3,25.9,20.0,16.7,32.2,34.5
223.3,243.4,239.5,208.9,206.7,186.4,159.5
4.2,1.9,0.3,0.0,0.0,5.3,5.1
68.6,64.3,61.5,56.6,49.1,27.6,24.9
69.1,65.6,57.6,56.0,47.5,38.9,36.9
112.0,105.8,104.5,91.3,77.8,106.3,98.3
46.1,41.8,42.3,38.7,34.2,21.8,19.9
128.1,116.5,113.7,104.2,89.3,96.5,96.1
109.2,107.9,117.9,109.6,100.3,76.8,68.3
47.7,41.6,38.2,37.3,17.9,24.8,25.4
32.6,31.4,29.8,26.5,24.5,10.8,13.1
46.0,42.8,41.5,37.6,33.6,23.0,21.1
86.0,81.4,81.8,76.4,66.6,56.6,55.1
59.5,55.4,52.1,48.9,41.9,11.6,11.3
115.8,111.8,106.9,97.2,85.0,68.6,63.3
57.5,54.6,52.2,47.8,42.3,38.7,35.0
91.9,88.4,84.6,77.9,70.6,28.1,28.7
103.9,93.1,86.8,83.2,74.9,45.8,42.5
68.8,63.0,63.2,59.0,58.9,25.4,23.4
80.7,73.6,71.3,74.5,63.6,43.6,44.0
90.5,86.5,80.1,69.7,61.7,28.2,30.1
84.8,83.7,81.1,79.1,66.9,47.2,49.4
72.7,65.5,63.0,58.1,52.1,29.2,27.6
64.2,61.1,57.3,52.4,46.4,56.0,50.9
107.8,102.1,98.2,86.5,76.1,74.1,70.9
37.7,37.9,39.2,34.5,30.1,22.1,22.2
116.5,110.8,106.1,97.6,85.7,56.9,54.6
137.3,140.2,127.8,119.3,107.2,56.4,55.5
46.7,49.6,55.7,50.1,40.7,29.0,20.8
65.6,65.3,60.6,55.4,42.3,23.6,22.7
141.3,163.9,149.3,138.9,131.4,74.3,86.3
2.4,1.8,13.4,25.3,20.4,1.2,1.0
41.1,37.5,34.9,17.7,15.4,20.6,21.3
81.4,76.2,71.9,71.1,65.4,21.5,21.7
127.7,117.9,122.5,108.0,95.5,47.1,49.1
125.6,125.3,127.4,113.7,96.7,61.6,53.6
42.1,42.1,39.1,31.2,27.7,7.1,7.2
29.3,26.5,24.0,23.0,19.7,14.1,16.2
87.6,85.1,79.0,70.1,60.2,104.7,98.8
103.9,95.7,50.2,47.9,40.8,60.9,59.3
42.2,40.9,35.8,27.3,22.9,23.1,25.5
32.6,27.6,26.8,25.3,38.5,37.3,41.0
49.4,48.0,49.1,38.2,5.5,27.5,22.0
70.6,68.6,83.4,67.1,54.9,0.0,0.0
22.0,30.1,27.0,24.4,24.3,37.6,36.5
75.1,71.7,68.6,63.8,51.5,42.0,39.1
101.5,97.1,88.4,82.2,76.1,42.6,41.9
88.2,84.5,84.2,76.0,66.3,50.4,46.1
79.5,78.9,77.0,69.0,59.8,59.8,53.1
246.9,213.5,217.1,202.8,177.0,127.1,129.7
111.1,105.9,98.4,85.5,73.9,92.9,84.9
47.9,4.1,2.6,1.4,31.4,30.2,30.8
0.0,0.3,0.1,0.0,0.0,4.4,3.1
37.5,33.7,33.0,30.9,29.1,18.2,15.7
0.0,0.0,0.0,0.0,0.0,1.1,0.6
90.7,86.8,82.9,74.1,68.4,50.3,49.6
99.8,94.3,90.9,83.5,72.8,32.6,29.6
162.9,163.5,159.4,141.8,119.6,77.5,69.2
107.1,100.2,93.6,84.9,71.9,54.0,50.2
123.2,115.8,112.3,89.9,68.5,33.1,35.7
71.1,72.6,76.7,69.2,60.7,31.4,32.3
18.2,26.0,32.5,31.2,28.4,30.5,25.1
85.3,81.2,79.9,74.7,64.3,60.3,56.2
117.1,120.1,113.1,100.2,75.6,29.4,29.1
70.3,69.2,64.1,55.8,47.4,38.0,35.0
58.4,55.5,53.9,50.4,44.8,33.1,31.2
153.8,150.0,151.9,135.7,121.5,92.5,90.0
102.5,96.8,94.5,86.9,77.4,72.9,66.2
20.8,25.1,28.9,27.6,24.1,33.9,30.6
67.7,65.8,63.8,57.3,50.8,29.6,26.0
85.8,82.1,76.0,67.2,58.2,84.2,80.6
113.1,101.1,93.5,82.7,72.0,51.8,52.1
25.1,21.1,20.8,20.9,16.8,8.9,7.8
101.0,89.6,83.3,72.9,69.2,28.6,25.4
79.2,73.0,66.7,58.3,51.7,45.7,39.9
42.4,39.9,39.7,33.4,29.6,17.4,17.2
34.9,32.9,30.6,23.5,19.2,5.0,7.0
77.5,76.0,69.9,61.8,56.5,21.1,18.8
130.4,115.9,104.8,92.0,84.5,74.4,80.3
112.8,104.0,94.8,85.4,71.9,21.8,20.6
98.0,79.5,70.0,65.1,51.0,20.7,14.3
62.3,53.6,51.8,47.5,40.1,10.4,10.2
101.5,88.2,80.8,73.7,65.1,38.4,32.8
101.2,93.4,88.8,83.0,77.9,87.4,73.7
96.6,86.6,72.9,60.6,52.0,39.2,42.8
81.0,78.3,69.1,57.7,50.1,19.9,19.1
129.0,103.3,99.4,91.2,81.0,87.1,83.1
118.1,107.2,102.7,95.6,84.3,57.4,61.3
84.7,78.1,73.0,62.4,51.3,43.8,41.2
160.0,140.8,115.6,107.0,96.7,35.7,31.2
152.6,138.5,131.9,117.8,104.6,123.8,119.2
121.8,112.3,117.0,102.2,83.6,20.9,18.6
57.8,55.1,50.3,43.9,38.1,30.0,25.6
98.8,94.4,94.4,92.5,82.3,32.0,34.3
114.5,100.4,92.8,86.7,79.2,37.9,35.9
124.9,112.1,104.2,93.3,82.3,37.0,34.8
98.9,97.3,94.0,79.1,64.9,34.9,37.1
55.7,52.8,50.6,47.3,42.1,43.2,41.5
80.0,78.2,76.8,68.3,61.9,34.5,31.0
106.2,93.3,91.7,88.4,80.2,52.1,60.2
82.7,78.4,73.0,65.6,58.7,44.7,41.9
106.5,105.1,97.4,90.0,82.7,39.5,46.3
137.3,127.6,122.7,115.1,102.5,68.2,70.3
97.5,85.8,78.7,71.4,63.4,16.0,15.3
109.7,100.6,90.1,75.8,59.8,61.0,59.5
132.6,125.1,122.5,117.2,102.5,59.3,71.7
114.8,104.3,89.2,82.8,72.8,27.1,15.9
131.7,123.4,113.9,99.5,89.6,66.9,61.9
122.9,107.7,98.2,88.7,75.8,22.9,21.5
99.8,91.5,84.1,77.2,68.3,66.4,67.0
147.7,132.4,129.6,119.2,99.4,114.1,98.5
83.9,80.0,74.1,65.3,54.7,21.1,19.2
26.9,24.5,23.1,20.6,16.9,10.6,10.1
89.2,82.2,82.8,76.5,66.8,69.8,62.0
119.1,110.0,105.9,91.3,78.7,66.4,52.9
152.1,141.1,132.8,121.4,104.9,40.0,34.7
126.0,116.5,110.1,100.5,87.1,62.1,60.0
84.7,77.7,72.4,65.7,56.7,73.7,67.2
98.4,94.3,89.2,81.0,68.7,27.0,23.2
125.1,113.3,108.8,93.3,80.0,41.9,46.9
75.1,72.0,67.3,59.3,52.3,27.1,23.5
80.7,76.0,71.5,64.7,55.4,67.6,61.5
105.5,101.8,98.6,94.2,77.3,25.5,23.7
133.7,121.2,110.9,102.9,90.4,45.4,39.9
28.0,26.3,25.8,21.6,17.8,1.8,2.6
89.2,80.8,77.0,69.2,60.7,18.4,17.4
0.0,1.8,4.1,3.8,0.1,53.7,53.3
132.0,116.8,105.9,89.9,75.5,29.6,27.7
80.8,79.3,74.7,69.7,62.7,23.0,23.9
51.0,47.5,41.1,34.3,35.4,33.5,38.5
118.8,108.3,105.8,94.2,78.5,23.1,21.6
89.0,90.3,94.6,83.6,70.7,42.1,38.8
100.8,96.2,89.9,85.6,77.0,53.9,53.0
57.5,57.6,55.7,52.1,52.6,52.0,49.5
78.0,61.5,71.5,57.9,46.6,38.1,31.7
91.9,84.5,78.8,56.0,48.6,25.3,25.9
101.5,84.5,77.2,69.8,60.6,56.3,54.2
107.0,105.0,107.8,100.8,90.7,38.6,35.3
98.4,88.9,79.2,70.3,56.0,29.3,21.4
90.6,85.8,81.3,72.2,60.2,69.0,67.1
199.3,167.5,149.0,129.4,114.3,136.6,147.1
95.5,83.3,78.2,71.0,60.0,34.2,26.1
76.2,44.2,39.5,31.8,26.6,19.1,17.5
125.7,118.2,114.9,105.1,91.1,52.8,51.7
92.1,88.2,82.3,74.7,65.4,32.3,28.8
123.0,109.1,97.9,81.7,65.7,50.8,52.2
51.3,47.9,45.6,40.1,36.1,8.7,5.5
83.7,78.2,71.4,64.4,51.9,62.5,56.2
67.6,62.0,59.0,48.5,40.2,26.5,25.9
61.6,65.7,56.3,44.6,43.5,18.0,26.5
152.5,139.3,137.8,125.7,111.0,149.8,146.1
104.3,96.3,92.2,83.5,69.1,26.7,15.6
116.9,111.3,103.8,95.9,77.6,89.0,81.3
105.2,98.2,94.2,86.7,73.2,24.6,22.7
0.0,0.0,0.0,0.0,0.0,4.7,3.1
89.6,85.4,83.4,77.7,67.8,64.9,63.6
95.7,92.7,74.3,73.0,69.0,42.2,32.9
123.0,114.4,101.5,90.5,81.8,81.8,74.7
79.7,79.8,75.5,68.1,60.8,44.5,40.0
96.4,89.5,83.0,73.9,65.2,13.4,12.2
110.3,104.1,93.7,79.1,69.8,21.0,21.2
52.8,55.2,51.9,43.0,36.7,16.5,13.8
7.1,9.3,13.3,67.1,53.7,16.8,16.2
50.5,48.3,44.5,40.7,26.3,29.7,27.5
138.2,133.4,117.1,105.7,90.4,46.0,40.1
51.3,52.8,47.4,55.0,67.1,40.2,34.5
15.1,15.2,12.9,11.0,7.9,11.9,16.8
85.3,79.1,72.9,63.7,58.9,60.1,54.7
66.1,61.0,61.1,56.8,47.7,25.6,25.6
50.6,46.6,48.5,43.4,37.4,25.9,24.6
43.7,39.2,37.8,34.6,29.0,16.1,12.9
44.0,49.5,42.2,37.3,32.2,21.6,28.1
18.5,17.7,17.1,17.0,15.7,13.5,11.1
55.4,63.1,68.0,66.7,61.8,54.6,52.0
118.3,107.7,99.3,90.9,73.9,47.7,45.3
112.2,106.3,100.2,90.3,79.2,49.7,42.4
23.7,22.7,19.8,17.3,15.7,18.4,18.2
112.7,106.5,97.8,82.1,65.4,73.1,69.5
57.7,58.2,43.2,38.1,31.3,22.3,21.5
29.8,36.4,26.9,22.4,18.6,5.7,6.0
103.1,91.3,87.6,96.0,79.5,27.8,17.6
113.2,118.7,105.1,99.4,89.8,69.1,60.2
38.3,35.8,28.4,22.1,14.3,11.8,11.2
87.8,86.1,79.1,71.5,63.6,43.9,36.6
69.1,68.8,63.5,58.2,49.4,28.3,28.5
15.9,16.1,17.6,20.2,19.8,10.4,10.7
61.9,67.5,58.1,52.9,36.1,30.8,35.9
33.7,47.7,45.3,53.6,54.2,53.8,49.7
54.3,49.6,46.5,41.7,39.2,26.6,24.3
111.9,106.7,95.6,84.9,75.4,57.7,47.3
82.4,85.9,77.6,75.9,64.5,32.7,25.0
66.9,67.8,61.2,54.1,50.2,40.0,36.1
66.5,71.3,62.8,51.4,45.7,26.9,27.2
86.5,68.1,64.8,60.2,53.8,23.6,20.2
113.2,101.1,85.2,52.3,48.2,36.9,38.3
29.3,15.3,7.7,1.1,0.0,6.2,5.6
71.0,74.2,71.2,35.7,33.0,25.3,22.4
107.9,96.4,92.8,86.4,70.8,41.6,43.3
2.2,15.8,31.8,35.2,35.0,36.6,33.8
16.7,6.7,2.6,9.2,36.5,30.7,36.4
71.0,71.7,65.1,55.6,50.4,46.6,49.8
0.1,0.6,0.3,0.1,0.0,31.0,29.7
69.6,58.7,55.9,52.9,57.7,35.4,35.8
72.6,72.7,69.5,60.0,46.9,39.2,36.6
77.5,73.5,68.4,64.3,54.7,31.1,30.8
42.1,36.7,30.8,28.4,23.9,10.7,10.3
67.9,66.8,61.5,51.8,47.0,22.0,21.5
54.3,31.1,57.5,64.9,62.8,33.8,36.1
25.5,27.7,35.7,33.6,28.0,24.6,22.2
40.8,39.9,35.8,32.3,28.2,14.4,13.8
71.6,70.1,70.4,60.2,51.0,37.1,33.3
96.5,96.4,91.5,83.5,72.6,47.4,37.6
40.0,35.7,32.3,28.4,24.8,68.2,67.9
33.6,42.8,46.6,39.3,25.8,19.1,17.3
0.0,0.0,0.0,0.0,0.0,4.2,4.3
50.2,43.0,38.4,34.1,31.3,14.6,15.2
120.5,117.0,125.6,111.1,94.0,40.8,34.6
80.4,73.4,65.0,56.2,46.5,36.2,33.6
29.8,29.3,27.8,18.5,19.6,10.6,12.1
113.8,112.4,107.6,85.1,77.0,48.1,40.9
27.5,30.7,24.9,24.3,22.2,22.1,20.0
86.5,85.4,84.2,75.4,62.9,35.8,28.0
83.9,73.6,67.9,70.5,60.8,39.2,40.9
75.8,67.6,61.2,57.4,52.1,40.3,34.7
92.1,81.2,77.4,67.3,57.2,30.5,33.1
39.8,40.3,40.5,49.0,39.6,43.0,35.6
31.5,26.5,26.8,24.9,24.6,19.8,18.7
91.5,90.7,91.4,85.6,80.8,35.5,37.9
109.6,104.9,94.3,76.0,66.1,96.0,84.1
79.7,85.4,83.7,82.9,101.8,42.0,34.6
73.3,66.0,58.6,55.6,48.8,35.9,29.8
49.0,56.5,57.9,59.2,51.6,37.7,41.2
38.2,1.5,34.9,33.6,28.8,11.7,12.8
124.5,117.8,112.4,100.8,88.2,51.6,47.7
58.9,45.2,38.0,33.8,27.8,4.2,8.6
52.6,45.1,45.4,42.4,39.6,15.1,19.4
59.8,63.7,63.2,57.3,47.7,20.2,18.4
94.0,89.0,82.2,69.9,58.5,64.7,60.2
99.7,96.2,90.6,79.8,68.6,43.1,40.3
59.5,58.2,54.3,50.6,44.4,38.6,35.0
107.9,96.4,89.3,61.7,60.7,24.5,46.9
20.9,21.1,18.4,15.5,15.6,20.1,21.7
83.2,78.0,73.3,64.7,55.2,58.9,54.4
57.8,56.8,60.6,52.9,48.5,28.7,33.1
31.7,28.4,32.0,22.7,21.2,20.7,18.9
48.4,44.5,41.6,37.5,31.8,30.5,30.1
20.8,30.4,31.0,27.1,26.9,24.1,23.5
23.1,22.4,20.6,14.5,0.0,45.3,60.2
148.2,145.8,126.2,116.6,104.5,58.1,54.8
1.6,1.6,1.4,0.4,24.9,43.2,37.7
132.5,134.0,120.7,98.9,76.2,45.2,37.7
45.6,43.2,40.5,38.8,41.9,20.1,20.1
49.3,47.2,45.6,42.4,39.2,26.2,23.4
62.1,6.9,15.8,64.4,56.0,92.9,95.9
104.1,94.8,90.4,75.2,65.3,55.7,50.6
59.7,58.6,54.5,51.7,46.2,28.0,33.5
54.3,47.6,47.2,43.8,38.4,28.2,21.9
72.2,75.1,72.7,67.7,61.7,51.8,44.3
1.2,1.0,0.8,0.7,0.1,1.5,1.5
77.7,70.2,64.7,49.9,41.5,32.1,29.8
175.0,156.9,94.7,124.0,130.8,86.3,83.3
8.0,6.0,1.1,0.8,0.0,8.2,7.9
115.8,107.9,104.6,97.1,84.5,49.6,52.7
22.4,6.8,4.3,3.0,0.0,39.8,24.1
106.3,104.7,103.6,98.6,97.0,57.6,62.2
117.6,104.3,116.7,105.4,88.9,69.5,62.6
64.3,54.5,47.7,46.0,36.6,36.7,73.5
110.2,104.7,96.6,88.8,90.5,65.7,61.7
0.0,0.0,0.0,0.0,0.0,17.2,13.6
23.1,18.4,14.3,9.0,0.0,30.2,38.0
77.6,71.3,42.6,36.5,31.2,38.0,35.8
119.9,115.8,116.2,106.1,105.8,133.1,150.1
9.7,6.0,0.9,0.9,0.0,102.1,55.2
78.6,8.6,83.6,78.7,76.7,59.9,67.0
89.0,78.5,47.2,38.2,33.6,13.4,12.3
11.4,21.4,5.1,3.2,85.8,94.1,85.1
2.1,2.4,1.1,0.6,0.0,10.1,9.5
99.8,92.2,94.9,90.5,86.2,59.7,57.8
133.9,116.2,105.2,92.5,79.3,102.3,71.7
114.8,91.6,82.5,82.4,63.0,25.6,29.9
2.4,1.9,1.6,1.7,0.0,49.3,48.7
0.0,0.0,0.0,0.0,0.0,2.8,2.8
76.5,72.0,67.4,59.2,52.3,43.9,41.9
3.0,31.9,65.7,63.4,71.1,57.9,54.6
11.8,13.5,5.5,3.5,0.0,1.7,1.6
133.5,118.7,107.9,95.9,91.8,62.7,56.5
88.5,78.6,70.8,69.9,73.0,54.1,59.5
87.4,78.8,74.5,66.7,61.6,33.8,30.4
91.8,84.6,83.7,73.9,68.5,77.1,69.7
126.7,99.2,104.1,94.6,87.7,45.3,40.9
75.0,69.6,62.8,57.0,57.8,46.3,38.9
3.7,2.8,29.9,55.6,0.2,25.2,24.1
176.5,159.1,144.7,125.1,0.1,12.9,13.9
11.8,77.2,61.0,56.8,53.0,24.0,23.3
21.2,21.2,23.2,19.4,15.4,21.2,22.7
97.1,110.4,110.5,108.0,102.3,123.9,117.6
6.4,5.2,2.1,1.2,0.0,17.4,15.2
93.5,86.9,70.4,44.4,38.8,6.0,6.0
85.9,67.4,64.6,70.9,65.8,42.5,38.7
102.7,95.1,84.8,80.4,76.8,64.3,72.8
6.8,4.1,2.4,2.4,0.1,23.8,18.0
5.7,5.1,0.3,0.7,0.0,29.5,23.5
55.6,50.9,48.3,45.2,39.0,21.0,25.3
2.2,1.2,0.6,0.8,2.1,12.4,13.0
1.6,0.4,0.6,0.4,0.0,0.2,0.2
73.7,70.0,66.9,59.6,54.1,58.3,55.9
54.8,47.5,48.1,40.2,34.8,79.2,70.4
0.0,0.0,0.0,0.0,0.0,33.0,24.7
3.6,36.5,69.5,74.7,68.4,71.4,74.4
118.8,109.2,105.7,99.7,92.4,65.8,63.8
76.7,94.6,90.2,75.3,73.0,35.3,38.5
52.8,48.6,44.3,39.8,34.9,29.3,27.4
6.4,4.7,1.3,0.5,0.0,4.2,6.3
4.1,5.9,3.7,3.8,0.1,12.2,9.8
4.0,3.8,66.2,66.7,68.1,50.4,44.1
74.3,73.4,76.6,71.6,61.1,42.8,39.7
96.3,87.9,79.7,76.3,73.0,39.9,34.5
35.3,9.3,29.1,30.5,26.6,10.2,8.5
41.0,35.3,32.6,31.4,24.6,34.7,32.5
1.9,1.8,0.9,0.9,0.1,20.8,26.5
31.4,28.5,27.8,42.9,34.5,25.0,23.3
91.4,88.5,96.8,92.3,87.2,75.4,66.5
144.3,119.1,113.3,119.0,103.1,42.1,42.6
4.3,5.4,1.2,1.8,0.1,9.7,11.3
198.5,168.7,137.0,118.9,105.3,113.3,102.8
39.7,30.5,28.6,26.3,23.4,17.6,14.5
47.2,40.6,38.3,46.2,87.5,78.4,81.4
7.1,5.2,97.7,102.4,107.7,55.2,52.7
121.2,106.6,102.2,84.3,81.8,53.2,70.1
4.0,3.2,1.7,1.9,0.0,16.5,17.4
185.3,163.5,165.4,152.2,147.1,88.9,61.3
4.8,3.6,1.6,0.8,0.0,13.8,14.1
70.2,61.0,51.0,45.5,35.3,23.2,19.0
6.3,5.2,2.4,2.5,0.0,27.4,49.8
2.9,2.4,1.1,0.7,0.0,11.0,10.3
202.2,188.5,184.8,158.2,137.6,96.0,96.3
5.0,3.6,0.3,0.8,0.0,29.9,38.9
117.7,113.2,106.7,96.4,84.4,68.4,71.6
9.0,5.1,2.1,2.4,0.1,15.3,13.9
56.6,52.0,50.1,39.5,32.2,13.7,12.3
71.2,69.8,66.8,62.7,59.1,44.3,40.6
3.1,3.6,2.3,2.4,0.1,49.9,54.4
