FIPS,2014 EPL_NOHSDP,2015 EPL_NOHSDP,2016 EPL_NOHSDP,2017 EPL_NOHSDP,2018 EPL_NOHSDP,2019 EPL_NOHSDP,2020 EPL_NOHSDP
34007,41.83,42.2,42.57,44.43,46.29,48.13,49.97
34009,31.65,30.44,29.23,27.11,24.99,19.37,13.75
34011,88.09,88.56,89.02,89.78,90.54,89.16,87.78
34013,62.62,62.36,62.11,62.0,61.89,62.38,62.86
34015,16.11,15.8,15.5,14.16,12.83,12.91,12.99
34017,67.97,68.13,68.29,68.78,69.28,68.55,67.82
34019,3.06,3.16,3.25,3.3,3.34,3.24,3.15
34021,44.29,45.46,46.64,47.94,49.25,46.66,44.08
34023,33.81,35.66,37.5,36.88,36.26,38.79,41.31
34025,9.11,10.27,11.43,11.2,10.98,11.25,11.52
34027,5.06,5.27,5.48,5.64,5.79,6.66,7.54
34029,23.97,23.76,23.56,22.26,20.95,21.34,21.74
34031,67.97,70.09,72.21,72.48,72.75,73.08,73.42
34033,52.53,52.96,53.39,52.26,51.13,47.6,44.08
34035,5.64,5.43,5.22,4.95,4.68,6.52,8.37
34037,5.64,5.7,5.76,4.96,4.17,3.93,3.69
34039,54.98,56.16,57.34,58.28,59.22,60.07,60.92
34041,24.67,25.79,26.9,25.94,24.99,22.09,19.19
35001,40.62,42.32,44.03,43.66,43.3,41.91,40.52
35003,19.36,16.46,13.56,10.56,7.55,13.37,19.19
35005,82.87,84.86,86.85,88.58,90.32,90.38,90.45
35006,75.52,77.88,80.23,77.88,75.52,79.89,84.25
35007,46.9,43.32,39.73,40.3,40.88,49.72,58.56
35009,69.47,69.36,69.25,71.74,74.24,80.39,86.54
35011,69.47,63.15,56.83,57.77,58.71,70.76,82.81
35013,83.25,83.64,84.02,85.31,86.6,87.1,87.59
35015,69.82,66.43,63.04,65.54,68.04,72.54,77.05
35017,55.87,56.16,56.45,55.41,54.38,56.78,59.17
35019,91.28,91.8,92.33,88.72,85.1,83.02,80.94
35021,30.79,34.15,37.5,43.38,49.25,59.38,69.51
35023,87.36,88.78,90.19,88.66,87.14,84.28,81.41
35025,96.12,96.58,97.04,97.07,97.1,96.54,95.99
35027,48.55,41.26,33.97,28.51,23.05,30.75,38.45
35028,0.13,0.21,0.29,0.26,0.22,0.18,0.13
35029,97.48,97.8,98.12,98.48,98.85,98.7,98.54
35031,94.84,95.18,95.51,95.08,94.65,93.7,92.74
35033,76.57,61.6,46.64,34.48,22.32,25.8,29.28
35035,59.28,63.04,66.79,69.53,72.27,67.28,62.29
35037,72.33,70.01,67.69,71.3,74.91,78.57,82.24
35039,79.82,72.06,64.31,64.075,63.84,63.605000000000004,63.37
35041,75.23,78.27,81.31,81.49,81.66,83.93,86.19
35043,19.36,21.76,24.16,30.63,37.09,35.48,33.86
35045,68.29,67.99,67.69,68.48,69.28,67.36,65.44
35047,68.61,71.56,74.5,77.44,80.39,79.32,78.26
35049,41.83,42.2,42.57,42.66,42.76,42.66,42.55
35051,58.2,64.52,70.84,68.99,67.14,59.86,52.58
35053,83.89,82.79,81.69,84.6,87.52,83.54,79.57
35055,48.55,47.6,46.64,44.14,41.64,36.82,31.99
35057,66.67,69.84,73.0,67.14,61.29,65.18,69.06
35059,76.19,80.95,85.71,85.23,84.75,80.25,75.75
35061,75.23,75.02,74.82,74.53,74.24,73.5,72.76
36001,9.55,10.49,11.43,12.92,14.42,18.08,21.74
36003,38.87,38.18,37.5,36.14,34.77,31.3,27.82
36005,97.13,97.29,97.45,97.46,97.48,97.56,97.64
36007,28.94,28.65,28.37,29.53,30.69,34.57,38.45
36009,38.05,40.66,43.27,44.44,45.62,44.53,43.44
36011,45.46,46.45,47.44,49.28,51.13,52.67,54.2
36013,39.48,41.37,43.27,43.02,42.76,44.17,45.58
36015,29.7,29.04,28.37,30.23,32.09,36.7,41.31
36017,49.86,50.88,51.89,49.72,47.56,50.07,52.58
36019,55.43,54.94,54.44,52.16,49.89,52.74,55.6
36021,40.08,39.17,38.27,34.7,31.14,32.5,33.86
36023,24.67,25.79,26.9,28.02,29.13,32.21,35.3
36025,42.5,44.33,46.16,46.86,47.56,46.26,44.97
36027,27.86,28.54,29.23,29.96,30.69,31.34,31.99
36029,23.97,24.06,24.16,23.89,23.62,24.51,25.4
36031,39.48,36.2,32.92,29.49,26.07,31.27,36.47
36033,57.62,58.53,59.44,57.77,56.1,56.7,57.29
36035,52.53,52.72,52.91,52.8,52.69,52.82,52.96
36037,19.9,21.73,23.56,21.32,19.07,21.2,23.33
36039,46.9,51.87,56.83,55.36,53.9,56.89,59.87
36041,25.82,40.36,54.89,65.2,75.52,82.88,90.23
36043,33.21,30.79,28.37,31.98,35.59,35.68,35.77
36045,33.81,31.09,28.37,27.22,26.07,29.44,32.81
36047,80.99,80.78,80.58,79.7,78.83,78.7,78.58
36049,38.87,37.82,36.77,36.52,36.26,33.47,30.68
36051,33.21,35.36,37.5,37.3,37.09,31.98,26.86
36053,22.64,24.77,26.9,25.94,24.99,22.5,20.02
36055,25.82,26.36,26.9,29.5,32.09,33.31,34.53
36057,65.93,64.48,63.04,62.17,61.29,59.0,56.72
36059,23.27,23.42,23.56,24.28,24.99,26.82,28.64
36061,50.62,50.96,51.29,53.12,54.95,55.84,56.72
36063,23.27,23.42,23.56,24.28,24.99,27.14,29.28
36065,42.5,43.26,44.03,44.38,44.73,46.66,48.6
36067,24.67,25.53,26.39,27.76,29.13,30.22,31.32
36069,15.57,13.68,11.78,10.89,10.0,12.66,15.31
36071,38.87,36.62,34.38,35.74,37.09,39.2,41.31
36073,52.53,53.71,54.89,54.64,54.38,55.83,57.29
36075,51.26,52.5,53.74,52.15,50.56,49.12,47.68
36077,29.7,28.04,26.39,25.69,24.99,22.5,20.02
36079,11.08,11.26,11.43,11.83,12.23,14.54,16.84
36081,75.8,76.81,77.81,78.53,79.24,80.09,80.94
36083,20.53,20.6,20.66,21.49,22.32,21.62,20.91
36085,38.05,38.16,38.27,41.94,45.62,49.1,52.58
36087,44.29,46.9,49.51,49.7,49.89,51.24,52.58
36089,45.46,44.74,44.03,44.0,43.97,47.94,51.91
36091,4.3,4.89,5.48,6.04,6.59,9.06,11.52
36093,23.27,25.82,28.37,30.23,32.09,32.98,33.86
36095,38.87,39.89,40.91,39.42,37.92,36.61,35.3
36097,34.64,32.32,29.99,34.98,39.96,35.98,31.99
36099,54.98,56.96,58.93,61.38,63.83,67.83,71.83
36101,33.81,33.36,32.92,33.85,34.77,33.04,31.32
36103,26.55,28.27,29.99,30.56,31.14,34.36,37.59
36105,57.62,56.54,55.46,57.34,59.22,60.34,61.46
36107,23.27,25.82,28.37,28.45,28.53,27.7,26.86
36109,5.06,4.41,3.76,4.94,6.11,6.62,7.13
36111,31.65,30.44,29.23,29.96,30.69,31.0,31.32
36113,20.53,20.98,21.43,21.54,21.65,23.06,24.47
36115,40.08,40.5,40.91,46.02,51.13,53.36,55.6
36117,30.25,30.12,29.99,34.67,39.35,40.33,41.31
36119,41.83,44.64,47.44,49.0,50.56,51.24,51.91
36121,47.53,45.78,44.03,40.98,37.92,37.2,36.47
36123,50.62,55.38,60.14,59.68,59.22,61.58,63.94
37001,67.56,64.83,62.11,62.64,63.16,60.86,58.56
37003,74.88,76.5,78.13,78.48,78.83,78.38,77.94
37005,78.48,77.67,76.85,84.89,92.93,92.48,92.04
37007,82.49,80.7,78.92,81.03,83.13,84.4,85.68
37009,74.88,71.86,68.83,69.06,69.28,67.18,65.09
37011,74.05,79.04,84.02,80.36,76.7,72.26,67.82
37013,72.33,67.51,62.69,57.26,51.83,52.65,53.47
37015,91.82,93.06,94.3,91.37,88.44,90.16,91.88
37017,85.61,85.66,85.71,85.04,84.37,81.48,78.58
37019,49.86,47.26,44.67,37.9,31.14,28.27,25.4
37021,25.21,27.6,29.99,28.34,26.68,27.25,27.82
37023,85.2,83.6,82.01,81.84,81.66,81.73,81.8
37025,43.33,40.8,38.27,36.52,34.77,35.27,35.77
37027,89.56,88.88,88.19,86.98,85.77,85.24,84.72
37029,48.55,58.9,69.25,65.82,62.4,60.78,59.17
37031,35.53,32.76,29.99,28.03,26.07,25.27,24.47
37033,89.91,91.84,93.76,90.06,86.37,84.4,82.43
37035,67.14,67.71,68.29,66.5,64.72,64.68,64.64
37037,51.26,51.58,51.89,49.72,47.56,47.62,47.68
37039,68.29,66.3,64.31,61.51,58.71,54.34,49.97
37041,65.93,65.12,64.31,67.35,70.39,73.07,75.75
37043,40.08,42.37,44.67,45.14,45.62,50.29,54.96
37045,68.61,68.15,67.69,69.04,70.39,68.93,67.47
37047,78.48,78.14,77.81,78.32,78.83,77.04,75.24
37049,46.9,48.2,49.51,48.54,47.56,48.43,49.3
37051,29.7,28.72,27.73,28.43,29.13,29.2,29.28
37053,58.2,54.11,50.02,45.45,40.88,37.37,33.86
37055,16.11,14.24,12.38,11.44,10.51,9.02,7.54
37057,73.13,72.9,72.68,72.72,72.75,72.29,71.83
37059,54.98,56.96,58.93,57.77,56.61,49.58,42.55
37061,96.12,96.53,96.94,96.45,95.96,94.0,92.04
37063,43.33,46.12,48.9,47.6,46.29,45.18,44.08
37065,84.75,86.76,88.76,87.26,85.77,82.67,79.57
37067,47.53,46.46,45.4,44.35,43.3,45.95,48.6
37069,71.31,70.28,69.25,69.56,69.88,66.91,63.94
37071,70.96,70.1,69.25,68.2,67.14,67.8,68.46
37073,67.56,63.69,59.82,59.26,58.71,54.0,49.3
37075,77.94,80.98,84.02,82.57,81.12,81.96,82.81
37077,69.82,72.56,75.29,72.28,69.28,67.64,66.01
37079,88.67,91.22,93.76,94.92,96.08,95.75,95.42
37081,38.05,39.99,41.93,41.78,41.64,42.86,44.08
37083,88.32,89.45,90.58,90.94,91.31,91.23,91.15
37085,58.2,57.77,57.34,58.02,58.71,56.83,54.96
37087,49.44,50.36,51.29,49.9,48.52,50.55,52.58
37089,36.71,38.22,39.73,37.66,35.59,32.84,30.08
37091,88.09,83.72,79.34,83.24,87.14,81.08,75.02
37093,60.24,61.46,62.69,61.36,60.04,59.3,58.56
37095,78.89,78.51,78.13,78.48,78.83,85.64,92.46
37097,46.9,46.15,45.4,43.86,42.31,40.38,38.45
37099,49.86,51.18,52.5,49.4,46.29,50.94,55.6
37101,62.21,61.56,60.9,59.8,58.71,56.46,54.2
37103,62.62,69.07,75.52,77.18,78.83,80.38,81.92
37105,71.89,74.37,76.85,74.8,72.75,71.84,70.94
37107,74.53,76.94,79.34,81.42,83.51,84.6,85.68
37109,65.93,65.87,65.81,64.1,62.4,56.18,49.97
37111,72.91,72.8,72.68,71.9,71.12,72.13,73.14
37113,53.07,49.86,46.64,45.68,44.73,46.66,48.6
37115,76.19,74.2,72.21,68.02,63.83,56.9,49.97
37117,72.68,69.74,66.79,69.96,73.13,75.86,78.58
37119,32.25,32.58,32.92,33.38,33.84,35.16,36.47
37121,72.91,73.87,74.82,71.43,68.04,66.57,65.09
37123,92.49,91.92,91.34,89.1,86.85,85.34,83.83
37125,25.21,29.06,32.92,32.03,31.14,26.44,21.74
37127,61.48,63.14,64.79,64.31,63.83,64.24,64.64
37129,17.54,15.55,13.56,13.2,12.83,14.07,15.31
37131,92.49,89.29,86.09,86.23,86.37,86.28,86.19
37133,23.27,23.06,22.86,23.92,24.99,23.83,22.66
37135,12.61,12.78,12.96,13.69,14.42,15.63,16.84
37137,48.23,50.57,52.91,51.08,49.25,50.02,50.8
37139,61.48,60.46,59.44,58.58,57.72,55.34,52.96
37141,52.31,55.62,58.93,55.58,52.24,51.1,49.97
37143,62.21,61.73,61.25,59.49,57.72,60.54,63.37
37145,65.93,64.02,62.11,60.41,58.71,56.46,54.2
37147,46.9,43.04,39.19,39.27,39.35,43.97,48.6
37149,36.71,41.44,46.16,36.8,27.44,28.04,28.64
37151,80.13,80.36,80.58,80.12,79.66,79.61,79.57
37153,75.23,77.28,79.34,81.56,83.79,81.87,79.95
37155,94.68,93.01,91.34,91.72,92.1,93.09,94.08
37157,79.82,78.13,76.44,75.98,75.52,77.05,78.58
37159,70.42,68.12,65.81,65.02,64.22,65.72,67.22
37161,72.33,74.59,76.85,76.18,75.52,73.68,71.83
37163,93.0,92.87,92.74,91.82,90.89,88.54,86.19
37165,83.89,84.52,85.16,85.29,85.42,85.98,86.54
37167,71.54,66.82,62.11,63.64,65.17,64.55,63.94
37169,75.52,74.4,73.29,72.78,72.27,71.6,70.94
37171,89.4,88.8,88.19,88.84,89.49,89.35,89.21
37173,71.31,75.32,79.34,84.42,89.49,83.88,78.26
37175,33.81,38.54,43.27,44.0,44.73,38.77,32.81
37177,96.72,96.38,96.05,95.24,94.43,94.8,95.16
37179,34.64,35.32,36.01,36.14,36.26,40.17,44.08
37181,85.2,88.5,91.79,88.27,84.75,81.97,79.19
37183,12.61,13.08,13.56,13.99,14.42,14.08,13.75
37185,85.8,84.5,83.19,83.16,83.13,79.66,76.19
37187,83.89,83.35,82.81,83.96,85.1,80.17,75.24
37189,37.31,40.99,44.67,41.68,38.68,37.22,35.77
37191,69.12,69.68,70.23,70.06,69.88,69.47,69.06
37193,92.8,91.5,90.19,89.46,88.73,86.49,84.25
37195,80.13,80.05,79.97,81.88,83.79,84.26,84.72
37197,82.49,84.67,86.85,83.98,81.12,76.94,72.76
37199,64.57,66.43,68.29,68.78,69.28,66.32,63.37
38001,1.56,1.19,0.83,1.48,2.13,10.26,18.4
38003,27.22,25.39,23.56,23.59,23.62,15.99,8.37
38005,66.67,63.78,60.9,64.47,68.04,66.57,65.09
38007,20.53,24.88,29.23,36.26,43.3,33.32,23.33
38009,34.64,29.4,24.16,24.58,24.99,17.57,10.15
38011,34.64,33.12,31.61,32.34,33.08,37.2,41.31
38013,41.83,40.05,38.27,24.96,11.65,11.58,11.52
38015,4.68,6.25,7.83,7.46,7.1,7.32,7.54
38017,2.01,2.88,3.76,4.49,5.22,4.96,4.71
38019,33.81,28.34,22.86,22.96,23.05,18.82,14.58
38021,45.46,46.05,46.64,40.24,33.84,26.93,20.02
38023,23.97,33.62,43.27,24.69,6.11,13.51,20.91
38025,16.75,19.8,22.86,28.35,33.84,41.9,49.97
38027,48.55,42.66,36.77,35.77,34.77,36.18,37.59
38029,64.92,63.39,61.86,58.12,54.38,54.29,54.2
38031,38.87,39.3,39.73,29.02,18.31,22.25,26.19
38033,16.75,14.86,12.96,15.22,17.48,14.84,12.19
38035,9.11,7.78,6.46,5.12,3.79,3.74,3.69
38037,41.83,40.78,39.73,32.36,24.99,24.16,23.33
38039,46.29,46.86,47.44,39.29,31.14,31.98,32.81
38041,43.33,44.36,45.4,51.28,57.15,60.26,63.37
38043,51.54,37.2,22.86,28.82,34.77,38.66,42.55
38045,41.83,48.36,54.89,62.39,69.88,65.91,61.94
38047,75.23,69.45,63.67,60.41,57.15,57.86,58.56
38049,38.05,34.02,29.99,32.79,35.59,36.59,37.59
38051,88.41,81.85,75.29,79.83,84.37,80.71,77.05
38053,23.97,18.46,12.96,16.95,20.95,25.52,30.08
38055,24.67,21.94,19.2,20.08,20.95,23.18,25.4
38057,27.22,26.38,25.53,19.98,14.42,25.44,36.47
38059,19.36,17.13,14.9,18.61,22.32,22.82,23.33
38061,22.64,19.31,15.98,21.33,26.68,33.99,41.31
38063,23.27,20.38,17.48,19.56,21.65,20.83,20.02
38065,59.28,52.34,45.4,41.24,37.09,29.42,21.74
38067,34.64,36.46,38.27,41.5,44.73,45.16,45.58
38069,64.57,53.57,42.57,31.5,20.44,13.78,7.13
38071,29.7,26.63,23.56,22.26,20.95,24.8,28.64
38073,27.22,28.61,29.99,22.2,14.42,23.2,31.99
38075,10.0,12.13,14.26,10.68,7.1,9.31,11.52
38077,12.61,16.3,19.99,24.82,29.64,27.06,24.47
38079,71.89,68.64,65.39,62.05,58.71,54.76,50.8
38081,23.97,20.72,17.48,19.56,21.65,15.9,10.15
38083,47.53,49.71,51.89,57.14,62.4,68.51,74.63
38085,56.19,57.08,57.98,64.18,70.39,69.1,67.82
38087,48.55,44.38,40.21,40.08,39.96,35.64,31.32
38089,25.82,25.68,25.53,23.24,20.95,22.14,23.33
38091,10.0,7.61,5.22,3.06,0.89,0.8,0.7
38093,44.29,37.57,30.85,28.46,26.07,27.68,29.28
38095,11.08,12.32,13.56,16.63,19.71,33.7,47.68
38097,22.64,18.45,14.26,14.34,14.42,13.3,12.19
38099,53.07,52.48,51.89,56.34,60.78,61.54,62.29
38101,6.69,7.52,8.34,9.17,10.0,8.57,7.13
38103,61.16,61.51,61.86,63.8,65.74,52.1,38.45
38105,22.64,18.1,13.56,16.32,19.07,27.42,35.77
39001,86.79,86.63,86.47,86.8,87.14,84.28,81.41
39003,37.31,36.23,35.15,36.53,37.92,36.84,35.77
39005,44.95,46.92,48.9,46.82,44.73,42.34,39.94
39007,53.87,56.66,59.44,59.74,60.04,63.02,66.01
39009,29.7,31.07,32.44,35.18,37.92,37.76,37.59
39011,12.61,11.62,10.63,10.81,10.98,13.56,16.14
39013,30.25,30.55,30.85,31.0,31.14,31.98,32.81
39015,67.14,63.48,59.82,56.26,52.69,54.71,56.72
39017,27.86,30.15,32.44,32.26,32.09,30.36,28.64
39019,48.55,49.92,51.29,47.63,43.97,46.64,49.3
39021,38.87,37.82,36.77,32.95,29.13,30.22,31.32
39023,49.86,49.94,50.02,51.13,52.24,50.77,49.3
39025,34.64,33.78,32.92,33.0,33.08,37.82,42.55
39027,42.5,41.71,40.91,43.26,45.62,42.78,39.94
39029,44.95,46.2,47.44,49.0,50.56,48.85,47.14
39031,61.16,59.57,57.98,63.63,69.28,68.87,68.46
39033,43.33,42.12,40.91,36.5,32.09,34.84,37.59
39035,40.62,40.76,40.91,40.44,39.96,38.21,36.47
39037,44.29,41.28,38.27,33.7,29.13,33.36,37.59
39039,31.65,31.63,31.61,25.66,19.71,22.56,25.4
39041,0.38,0.38,0.38,0.51,0.64,0.67,0.7
39043,25.82,25.68,25.53,22.98,20.44,21.88,23.33
39045,14.93,16.2,17.48,17.14,16.81,15.7,14.58
39047,61.48,55.19,48.9,54.34,59.79,67.77,75.75
39049,26.55,26.72,26.9,26.79,26.68,29.34,31.99
39051,31.65,29.28,26.9,25.94,24.99,22.09,19.19
39053,79.59,79.0,78.41,78.35,78.29,72.15,66.01
39055,18.78,20.43,22.09,26.39,30.69,34.14,37.59
39057,10.0,10.89,11.78,10.89,10.0,9.8,9.61
39059,55.87,59.45,63.04,61.91,60.78,66.53,72.28
39061,30.79,30.01,29.23,27.96,26.68,26.77,26.86
39063,13.44,12.91,12.38,14.93,17.48,16.81,16.14
39065,46.29,40.34,34.38,36.53,38.68,38.9,39.12
39067,47.53,52.18,56.83,59.06,61.29,59.29,57.29
39069,23.27,21.96,20.66,16.16,11.65,12.32,12.99
39071,69.12,67.46,65.81,67.54,69.28,71.75,74.22
39073,46.9,44.42,41.93,39.51,37.09,45.28,53.47
39075,99.9,99.86,99.81,99.84,99.87,99.9,99.94
39077,39.48,43.06,46.64,47.1,47.56,47.35,47.14
39079,67.14,65.72,64.31,66.18,68.04,66.34,64.64
39081,28.94,29.9,30.85,31.47,32.09,30.68,29.28
39083,43.33,38.12,32.92,31.02,29.13,28.48,27.82
39085,16.75,16.37,15.98,17.84,19.71,19.86,20.02
39087,55.43,56.71,57.98,57.85,57.72,57.51,57.29
39089,29.7,28.3,26.9,25.94,24.99,22.95,20.91
39091,48.55,40.74,32.92,28.52,24.13,22.52,20.91
39093,31.65,33.83,36.01,36.55,37.09,38.8,40.52
39095,36.71,37.95,39.19,40.03,40.88,42.16,43.44
39097,53.07,52.99,52.91,53.93,54.95,57.06,59.17
39099,30.79,30.01,29.23,28.34,27.44,29.72,31.99
39101,52.31,52.85,53.39,52.61,51.83,46.57,41.31
39103,5.64,6.18,6.72,5.26,3.79,4.95,6.11
39105,68.29,66.84,65.39,70.15,74.91,75.08,75.24
39107,17.54,17.2,16.87,19.26,21.65,22.49,23.33
39109,34.64,35.7,36.77,34.92,33.08,29.64,26.19
39111,52.53,50.36,48.2,48.36,48.52,43.82,39.12
39113,35.53,34.22,32.92,33.38,33.84,35.16,36.47
39115,49.44,48.04,46.64,52.18,57.72,62.47,67.22
39117,43.33,49.68,56.03,56.59,57.15,55.31,53.47
39119,48.55,51.14,53.74,53.56,53.39,52.1,50.8
39121,74.53,69.66,64.79,64.98,65.17,71.55,77.94
39123,10.54,12.05,13.56,16.63,19.71,22.56,25.4
39125,25.82,27.1,28.37,34.16,39.96,40.64,41.31
39127,62.21,64.01,65.81,63.85,61.89,60.22,58.56
39129,56.19,53.44,50.68,52.29,53.9,57.68,61.46
39131,86.41,86.63,86.85,83.98,81.12,78.44,75.75
39133,18.78,17.38,15.98,17.53,19.07,19.99,20.91
39135,43.33,41.26,39.19,39.27,39.35,37.91,36.47
39137,8.76,9.5,10.25,10.62,10.98,10.56,10.15
39139,48.23,49.12,50.02,53.06,56.1,56.17,56.24
39141,57.27,57.62,57.98,57.3,56.61,52.96,49.3
39143,28.94,32.04,35.15,34.11,33.08,31.18,29.28
39145,68.61,66.7,64.79,65.7,66.6,67.21,67.82
39147,27.86,26.01,24.16,24.58,24.99,24.73,24.47
39149,31.65,28.21,24.77,29.3,33.84,38.96,44.08
39151,27.22,27.06,26.9,25.52,24.13,24.3,24.47
39153,20.53,21.7,22.86,22.59,22.32,23.4,24.47
39155,37.31,37.79,38.27,39.96,41.64,43.61,45.58
39157,48.55,52.69,56.83,58.8,60.78,60.85,60.92
39159,14.93,15.46,15.98,15.6,15.22,11.6,7.99
39161,19.36,19.28,19.2,22.94,26.68,25.0,23.33
39163,80.61,79.07,77.52,81.47,85.42,88.52,91.63
39165,10.0,10.12,10.25,9.83,9.42,9.22,9.01
39167,31.65,30.01,28.37,27.9,27.44,31.6,35.77
39169,55.87,57.66,59.44,59.74,60.04,61.17,62.29
39171,32.25,36.23,40.21,39.44,38.68,34.38,30.08
39173,4.68,4.95,5.22,5.9,6.59,5.98,5.38
39175,28.94,28.34,27.73,27.58,27.44,23.32,19.19
40001,82.04,82.16,82.27,83.16,84.05,84.68,85.3
40003,53.07,46.99,40.91,48.5,56.1,60.02,63.94
40005,69.47,71.98,74.5,74.9,75.29,76.61,77.94
40007,67.14,65.72,64.31,66.8,69.28,70.11,70.94
40009,63.96,63.5,63.04,59.0,54.95,65.1,75.24
40011,61.48,61.19,60.9,68.39,75.87,76.46,77.05
40013,62.21,59.12,56.03,58.04,60.04,59.96,59.87
40015,61.16,59.25,57.34,60.25,63.16,66.5,69.83
40017,15.57,16.22,16.87,17.18,17.48,24.4,31.32
40019,54.25,53.99,53.74,53.22,52.69,55.93,59.17
40021,54.98,56.48,57.98,61.35,64.72,61.64,58.56
40023,79.21,78.67,78.13,78.9,79.66,77.7,75.75
40025,63.1,63.07,63.04,60.66,58.29,66.26,74.22
40027,16.75,18.7,20.66,20.18,19.71,21.52,23.33
40029,66.67,68.58,70.49,71.62,72.75,71.97,71.2
40031,30.25,31.58,32.92,35.42,37.92,36.22,34.53
40033,59.85,53.24,46.64,53.96,61.29,67.76,74.22
40035,63.96,61.28,58.61,57.88,57.15,57.22,57.29
40037,55.43,55.16,54.89,55.5,56.1,51.25,46.4
40039,54.25,49.82,45.4,53.09,60.78,59.67,58.56
40041,59.85,61.44,63.04,66.88,70.71,70.57,70.43
40043,34.64,30.52,26.39,19.93,13.47,13.23,12.99
40045,28.94,37.17,45.4,49.4,53.39,60.6,67.82
40047,51.54,50.78,50.02,48.79,47.56,53.72,59.87
40049,63.1,62.6,62.11,62.0,61.89,62.09,62.29
40051,53.87,50.26,46.64,43.76,40.88,40.7,40.52
40053,23.97,23.42,22.86,28.35,33.84,36.89,39.94
40055,76.95,67.14,57.34,63.31,69.28,72.74,76.19
40057,81.5,85.69,89.88,91.23,92.58,87.84,83.1
40059,60.24,67.15,74.05,75.48,76.92,77.16,77.4
40061,83.89,81.4,78.92,78.72,78.51,74.86,71.2
40063,82.87,82.28,81.69,80.26,78.83,79.76,80.68
40065,64.92,68.56,72.21,73.56,74.91,71.36,67.82
40067,67.56,66.68,65.81,70.2,74.59,76.89,79.19
40069,76.95,76.9,76.85,73.78,70.71,68.66,66.61
40071,46.29,48.79,51.29,54.22,57.15,55.06,52.96
40073,53.07,47.82,42.57,48.76,54.95,51.04,47.14
40075,62.21,62.45,62.69,67.08,71.47,71.21,70.94
40077,60.24,62.52,64.79,57.68,50.56,55.22,59.87
40079,75.23,74.87,74.5,75.18,75.87,74.65,73.42
40081,58.87,59.71,60.55,59.63,58.71,56.46,54.2
40083,18.78,23.26,27.73,30.4,33.08,32.54,31.99
40085,63.55,66.4,69.25,69.26,69.28,72.74,76.19
40087,44.29,44.48,44.67,40.13,35.59,40.58,45.58
40089,73.64,74.46,75.29,74.56,73.83,77.05,80.27
40091,66.67,65.28,63.9,62.6,61.29,59.92,58.56
40093,46.29,45.84,45.4,46.26,47.12,43.12,39.12
40095,75.8,77.57,79.34,80.73,82.11,84.15,86.19
40097,54.98,55.22,55.46,56.31,57.15,57.86,58.56
40099,73.13,71.98,70.84,71.56,72.27,72.05,71.83
40101,55.87,57.4,58.93,62.05,65.17,65.3,65.44
40103,43.33,42.12,40.91,38.58,36.26,36.02,35.77
40105,60.87,59.42,57.98,50.14,42.31,41.81,41.31
40107,79.82,81.71,83.6,85.37,87.14,85.7,84.25
40109,51.54,52.99,54.44,54.17,53.9,54.75,55.6
40111,50.62,50.07,49.51,54.78,60.04,59.3,58.56
40113,44.95,44.81,44.67,47.9,51.13,48.05,44.97
40115,63.96,65.16,66.35,66.26,66.16,66.82,67.47
40117,41.1,44.27,47.44,47.28,47.12,45.6,44.08
40119,19.9,20.66,21.43,21.19,20.95,23.18,25.4
40121,59.28,57.66,56.03,55.78,55.52,58.91,62.29
40123,48.55,44.73,40.91,42.44,43.97,45.18,46.4
40125,46.29,50.02,53.74,52.78,51.83,51.87,51.91
40127,74.05,73.67,73.29,72.78,72.27,71.74,71.2
40129,14.01,15.0,15.98,26.53,37.09,34.95,32.81
40131,21.33,21.0,20.66,19.86,19.07,20.4,21.74
40133,69.47,67.91,66.35,66.94,67.53,70.67,73.81
40135,68.61,72.06,75.52,78.82,82.11,82.18,82.24
40137,51.26,51.58,51.89,52.29,52.69,54.99,57.29
40139,97.13,97.12,97.1,96.94,96.78,96.46,96.15
40141,89.91,88.94,87.97,89.64,91.31,91.88,92.46
40143,35.53,37.36,39.19,40.03,40.88,41.1,41.31
40145,30.79,31.86,32.92,32.03,31.14,33.22,35.3
40147,25.82,24.99,24.16,26.65,29.13,30.97,32.81
40149,47.53,45.78,44.03,40.98,37.92,42.16,46.4
40151,37.31,41.36,45.4,43.14,40.88,49.48,58.08
40153,51.54,50.22,48.9,48.71,48.52,50.74,52.96
41001,26.55,26.72,26.9,32.41,37.92,34.62,31.32
41003,2.45,2.44,2.42,2.42,2.42,1.94,1.46
41005,8.37,8.36,8.34,9.43,10.51,11.02,11.52
41007,19.36,17.67,15.98,19.15,22.32,22.03,21.74
41009,27.86,27.38,26.9,29.02,31.14,32.84,34.53
41011,35.53,36.9,38.27,40.78,43.3,41.91,40.52
41013,57.62,52.53,47.44,49.64,51.83,49.11,46.4
41015,19.9,26.17,32.44,37.04,41.64,33.06,24.47
41017,8.15,9.01,9.87,9.65,9.42,10.12,10.82
41019,38.87,37.82,36.77,39.2,41.64,39.06,36.47
41021,15.57,23.21,30.85,31.47,32.09,22.54,12.99
41023,40.08,36.5,32.92,38.11,43.3,45.49,47.68
41025,41.1,37.01,32.92,34.59,36.26,32.45,28.64
41027,69.12,74.23,79.34,79.99,80.64,81.03,81.41
41029,33.81,36.04,38.27,38.1,37.92,37.76,37.59
41031,59.85,63.77,67.69,63.86,60.04,56.76,53.47
41033,34.64,36.92,39.19,36.14,33.08,33.8,34.53
