FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH
34005,27.98,29.64,31.3,30.71,30.12,30.34,30.55
34007,94.3,94.14,93.98,94.21,94.43,94.27,94.11
34009,85.86,84.54,83.22,79.1,74.98,76.31,77.63
34011,88.38,88.43,88.48,90.1,91.72,91.79,91.85
34013,99.3,99.32,99.33,99.32,99.3,99.28,99.27
34015,52.98,53.96,54.95,53.94,52.94,46.98,41.02
34017,99.52,99.54,99.55,99.55,99.55,99.55,99.55
34019,14.65,16.1,17.54,16.63,15.73,14.15,12.57
34021,94.05,94.34,94.62,94.11,93.6,93.99,94.37
34023,75.96,75.36,74.75,74.87,74.98,78.23,81.48
34025,74.12,71.73,69.34,68.82,68.29,68.44,68.59
34027,32.73,31.06,29.39,30.7,32.0,35.67,39.34
34029,62.97,63.61,64.25,64.25,64.25,62.55,60.85
34031,98.54,98.48,98.41,98.6,98.79,98.65,98.5
34033,81.12,78.5,75.87,75.86,75.84,82.68,89.53
34035,40.18,39.16,38.14,35.98,33.81,32.18,30.55
34037,15.79,18.08,20.38,17.48,14.58,14.1,13.62
34039,92.87,93.74,94.62,94.68,94.75,94.3,93.86
34041,54.6,53.27,51.93,56.18,60.43,60.64,60.85
35001,57.15,60.06,62.97,63.1,63.23,66.36,69.48
35003,0.0,0.0,0.0,0.0,0.0,15.28,30.55
35005,29.74,36.66,43.58,36.85,30.12,35.57,41.02
35006,65.97,67.02,68.07,72.46,76.85,71.2,65.56
35007,81.12,84.42,87.71,74.07,60.43,70.95,81.48
35009,60.17,52.77,45.37,39.59,33.81,26.18,18.56
35011,91.37,79.72,68.07,77.19,86.31,90.34,94.37
35013,42.38,44.86,47.34,53.88,60.43,59.92,59.42
35015,15.79,17.43,19.07,27.4,35.72,35.71,35.71
35017,20.73,25.06,29.39,47.52,65.65,58.94,52.23
35019,38.2,26.7,15.19,49.02,82.84,67.54,52.23
35021,15.79,26.96,38.14,58.85,79.56,85.94,92.33
35023,95.16,79.07,62.97,58.69,54.41,53.32,52.23
35025,14.65,22.98,31.3,30.71,30.12,26.38,22.63
35027,19.33,23.48,27.63,19.36,11.08,18.42,25.75
35028,3.44,10.49,17.54,18.07,18.59,12.2,5.82
35029,71.89,78.99,86.09,89.04,91.98,85.6,79.22
35031,95.16,95.04,94.91,94.48,94.05,93.66,93.28
35033,40.18,47.57,54.95,61.62,68.29,53.82,39.34
35035,57.15,62.61,68.07,62.17,56.26,50.24,44.21
35037,82.23,78.06,73.89,67.16,60.43,47.28,34.12
35039,49.32,44.59,39.86,41.4075,42.955,44.5025,46.05
35041,55.78,51.56,47.34,44.08,40.82,47.22,53.63
35043,9.36,8.61,7.86,8.2,8.53,9.4,10.28
35045,49.32,47.35,45.37,43.81,42.25,44.94,47.64
35047,75.17,80.36,85.55,83.78,82.01,73.06,64.1
35049,23.62,19.4,15.19,15.46,15.73,19.18,22.63
35051,74.12,73.48,72.84,64.55,56.26,66.13,76.0
35053,55.78,68.24,80.71,84.08,87.46,79.55,71.64
35055,49.32,52.89,56.45,57.76,59.06,49.2,39.34
35057,32.73,31.06,29.39,24.55,19.71,15.55,11.39
35059,34.8,40.08,45.37,64.1,82.84,71.84,60.85
35061,20.73,15.74,10.76,12.02,13.28,14.07,14.86
36001,96.05,96.06,96.08,96.82,97.55,97.42,97.29
36003,83.41,84.48,85.55,85.93,86.31,81.52,76.73
36005,99.9,99.9,99.9,99.9,99.9,99.9,99.9
36007,94.46,94.82,95.19,95.46,95.73,95.99,96.24
36009,90.29,91.14,91.98,93.02,94.05,93.46,92.87
36011,88.03,88.74,89.46,91.04,92.61,90.69,88.77
36013,91.95,91.44,90.93,92.49,94.05,95.01,95.96
36015,95.38,95.14,94.91,94.35,93.79,92.66,91.53
36017,64.34,66.2,68.07,73.37,78.67,83.93,89.18
36019,87.3,85.02,82.74,85.1,87.46,88.12,88.77
36021,69.79,71.84,73.89,72.5,71.12,70.3,69.48
36023,88.92,87.5,86.09,83.78,81.47,77.67,73.87
36025,86.85,88.16,89.46,85.46,81.47,82.74,84.02
36027,82.23,81.88,81.53,80.9,80.26,78.13,76.0
36029,97.17,96.85,96.53,96.86,97.2,96.86,96.53
36031,81.12,79.96,78.8,79.53,80.26,81.49,82.72
36033,91.66,90.94,90.23,89.58,88.92,90.75,92.58
36035,85.23,87.57,89.91,88.68,87.46,89.9,92.33
36037,58.87,63.47,68.07,74.16,80.26,85.42,90.58
36039,67.53,66.7,65.87,75.79,85.71,86.6,87.49
36041,29.74,31.36,32.98,30.72,28.46,19.92,11.39
36043,90.83,90.14,89.46,90.1,90.74,91.66,92.58
36045,85.23,82.48,79.72,82.51,85.29,85.9,86.51
36047,99.84,99.84,99.84,99.82,99.81,99.81,99.81
36049,69.79,60.86,51.93,46.38,40.82,35.68,30.55
36051,60.17,66.0,71.82,74.33,76.85,68.13,59.42
36053,57.15,57.58,58.01,53.24,48.46,49.5,50.54
36055,94.05,94.26,94.46,94.26,94.05,94.52,95.0
36057,96.31,96.3,96.28,96.9,97.52,97.52,97.52
36059,75.96,74.92,73.89,71.09,68.29,66.2,64.1
36061,99.97,99.97,99.97,99.97,99.97,99.97,99.97
36063,90.29,89.64,88.98,88.7,88.41,89.5,90.58
36065,94.3,94.46,94.62,94.21,93.79,93.33,92.87
36067,96.15,95.92,95.7,95.71,95.73,95.84,95.96
36069,68.64,70.74,72.84,72.54,72.24,70.42,68.59
36071,88.92,89.78,90.64,89.52,88.41,89.26,90.1
36073,75.96,75.91,75.87,77.27,78.67,77.7,76.73
36075,77.94,80.34,82.74,82.38,82.01,80.18,78.36
36077,81.12,77.94,74.75,79.64,84.53,81.88,79.22
36079,38.2,38.17,38.14,35.98,33.81,33.97,34.12
36081,99.65,99.65,99.65,99.65,99.65,99.65,99.65
36083,89.78,88.97,88.16,89.0,89.84,89.68,89.53
36085,98.63,98.66,98.69,98.76,98.82,98.6,98.38
36087,91.37,91.5,91.63,92.12,92.61,93.06,93.51
36089,88.03,89.48,90.93,90.16,89.4,89.75,90.1
36091,32.73,27.39,22.06,23.84,25.63,28.09,30.55
36093,93.54,93.82,94.11,94.27,94.43,94.89,95.35
36095,65.97,71.68,77.4,68.91,60.43,62.26,64.1
36097,75.17,64.28,53.39,55.64,57.88,60.29,62.7
36099,67.53,68.44,69.34,74.45,79.56,81.14,82.72
36101,83.86,84.98,86.09,85.9,85.71,86.11,86.51
36103,40.18,40.02,39.86,41.06,42.25,45.74,49.24
36105,92.2,91.06,89.91,90.66,91.4,90.29,89.18
36107,64.34,59.64,54.95,48.6,42.25,47.94,53.63
36109,97.9,97.82,97.74,97.96,98.19,97.62,97.04
36111,77.17,75.96,74.75,74.61,74.47,72.61,70.75
36113,77.94,80.85,83.76,85.61,87.46,86.41,85.36
36115,57.15,56.8,56.45,64.35,72.24,80.2,88.16
36117,49.32,56.78,64.25,64.95,65.65,71.64,77.63
36119,97.9,97.79,97.68,97.86,98.03,98.0,97.96
36121,58.87,57.66,56.45,60.35,64.25,62.55,60.85
36123,94.91,95.96,97.01,96.84,96.66,96.5,96.34
37001,57.15,50.36,43.58,42.92,42.25,38.98,35.71
37003,17.13,18.1,19.07,17.4,15.73,16.58,17.44
37005,71.06,65.46,59.85,39.78,19.71,38.12,56.52
37007,89.49,88.82,88.16,89.94,91.72,81.24,70.75
37009,57.15,57.58,58.01,57.94,57.88,46.0,34.12
37011,32.73,31.06,29.39,24.55,19.71,28.73,37.75
37013,75.96,73.89,71.82,73.83,75.84,68.34,60.85
37015,87.71,87.94,88.16,86.34,84.53,89.76,95.0
37017,83.86,82.29,80.71,86.34,91.98,86.73,81.48
37019,27.98,25.69,23.4,22.27,21.14,16.86,12.57
37021,65.97,55.67,45.37,42.14,38.9,44.72,50.54
37023,65.97,58.95,51.93,45.42,38.9,35.68,32.46
37025,32.73,30.18,27.63,26.63,25.63,25.69,25.75
37027,34.8,33.89,32.98,33.39,33.81,39.01,44.21
37029,8.44,7.33,6.21,4.52,2.83,7.7,12.57
37031,45.88,39.43,32.98,33.39,33.81,30.67,27.53
37033,79.59,83.18,86.76,88.3,89.84,87.6,85.36
37035,40.18,37.46,34.73,35.22,35.72,36.74,37.75
37037,40.18,36.58,32.98,30.72,28.46,27.1,25.75
37039,32.73,44.59,56.45,45.13,33.81,33.97,34.12
37041,95.38,93.68,91.98,91.69,91.4,84.52,77.63
37043,23.62,23.51,23.4,45.21,67.02,80.15,93.28
37045,67.53,67.8,68.07,72.46,76.85,74.89,72.92
37047,81.12,79.26,77.4,78.04,78.67,69.76,60.85
37049,74.12,71.73,69.34,66.8,64.25,59.59,54.93
37051,55.78,57.82,59.85,60.92,61.99,65.74,69.48
37053,6.08,12.58,19.07,13.16,7.26,5.88,4.49
37055,13.34,12.54,11.75,10.98,10.22,8.7,7.19
37057,44.51,44.04,43.58,46.8,50.02,46.41,42.81
37059,24.99,20.09,15.19,11.86,8.53,24.78,41.02
37061,83.86,81.79,79.72,76.55,73.38,53.75,34.12
37063,83.86,83.54,83.22,80.94,78.67,74.71,70.75
37065,93.82,94.14,94.46,94.12,93.79,92.18,90.58
37067,75.96,75.91,75.87,75.17,74.47,71.97,69.48
37069,55.78,58.66,61.54,51.18,40.82,35.68,30.55
37071,57.15,57.58,58.01,53.24,48.46,51.7,54.93
37073,12.0,18.48,24.96,26.71,28.46,34.74,41.02
37075,47.63,56.75,65.87,69.06,72.24,73.06,73.87
37077,42.38,39.32,36.26,36.7,37.15,37.45,37.75
37079,51.29,59.68,68.07,70.72,73.38,70.98,68.59
37081,71.89,68.88,65.87,63.15,60.43,61.57,62.7
37083,95.86,95.78,95.7,95.22,94.75,94.02,93.28
37085,34.8,39.19,43.58,43.96,44.35,41.05,37.75
37087,18.08,23.74,29.39,28.92,28.46,29.51,30.55
37089,47.63,46.5,45.37,38.68,32.0,27.32,22.63
37091,93.82,90.76,87.71,88.97,90.23,88.37,86.51
37093,58.87,54.6,50.33,46.29,42.25,37.35,32.46
37095,95.16,55.7,16.24,8.7,1.15,2.04,2.93
37097,20.73,20.56,20.38,16.83,13.28,14.07,14.86
37099,32.73,31.06,29.39,35.82,42.25,40.8,39.34
37101,27.98,26.47,24.96,23.72,22.48,28.3,34.12
37103,58.87,60.92,62.97,67.04,71.12,67.61,64.1
37105,67.53,64.54,61.54,55.78,50.02,42.86,35.71
37107,92.87,92.56,92.26,93.63,95.0,93.01,91.02
37109,13.34,11.54,9.74,9.98,10.22,16.42,22.63
37111,55.78,58.66,61.54,56.48,51.42,60.45,69.48
37113,55.78,51.56,47.34,45.84,44.35,55.77,67.19
37115,32.73,34.49,36.26,34.13,32.0,25.28,18.56
37117,79.59,68.02,56.45,64.92,73.38,77.43,81.48
37119,65.97,63.76,61.54,57.24,52.94,51.74,50.54
37121,68.64,64.24,59.85,55.64,51.42,53.97,56.52
37123,88.92,89.19,89.46,71.93,54.41,50.23,46.05
37125,42.38,40.26,38.14,32.56,26.97,28.76,30.55
37127,74.12,78.43,82.74,80.34,77.94,75.43,72.92
37129,52.98,53.18,53.39,56.91,60.43,60.64,60.85
37131,94.46,94.82,95.19,94.35,93.51,90.01,86.51
37133,34.8,33.89,32.98,32.49,32.0,27.32,22.63
37135,49.32,42.79,36.26,36.7,37.15,37.45,37.75
37137,14.65,36.33,58.01,63.15,68.29,63.2,58.12
37139,94.46,93.49,92.52,90.72,88.92,79.83,70.75
37141,51.29,43.78,36.26,30.23,24.2,20.12,16.04
37143,90.13,85.42,80.71,73.18,65.65,41.54,17.44
37145,75.96,75.91,75.87,76.36,76.85,60.53,44.21
37147,73.0,74.8,76.6,77.64,78.67,81.68,84.69
37149,49.32,54.59,59.85,57.13,54.41,42.48,30.55
37151,34.8,37.33,39.86,40.34,40.82,34.17,27.53
37153,86.85,88.54,90.23,88.84,87.46,89.02,90.58
37155,88.92,89.58,90.23,90.23,90.23,88.13,86.03
37157,68.64,72.62,76.6,73.86,71.12,69.16,67.19
37159,58.87,56.91,54.95,53.18,51.42,56.14,60.85
37161,51.29,50.81,50.33,54.7,59.06,62.31,65.56
37163,81.12,78.86,76.6,76.22,75.84,64.04,52.23
37165,92.2,92.8,93.41,94.0,94.59,94.88,95.16
37167,64.34,64.29,64.25,49.03,33.81,34.76,35.71
37169,29.74,25.06,20.38,16.24,12.1,11.19,10.28
37171,61.76,62.36,62.97,64.31,65.65,64.18,62.7
37173,45.88,43.88,41.87,42.06,42.25,59.49,76.73
37175,47.63,34.84,22.06,23.13,24.2,22.03,19.86
37177,91.66,93.28,94.91,90.61,86.31,66.18,46.05
37179,6.08,5.14,4.2,5.25,6.3,7.35,8.4
37181,94.91,95.6,96.28,95.52,94.75,92.42,90.1
37183,26.52,24.96,23.4,22.27,21.14,20.5,19.86
37185,90.29,90.1,89.91,90.44,90.96,89.22,87.49
37187,95.64,94.7,93.76,94.74,95.73,96.98,98.22
37189,49.32,51.36,53.39,51.7,50.02,47.11,44.21
37191,79.59,79.66,79.72,81.28,82.84,79.78,76.73
37193,71.89,69.47,67.05,60.73,54.41,48.61,42.81
37195,85.86,87.66,89.46,88.94,88.41,88.28,88.16
37197,36.52,43.42,50.33,44.62,38.9,37.3,35.71
37199,62.97,68.43,73.89,55.52,37.15,41.6,46.05
38001,2.32,2.05,1.78,4.04,6.3,36.74,67.19
38003,77.94,64.94,51.93,54.9,57.88,49.45,41.02
38005,82.84,75.46,68.07,74.77,81.47,87.17,92.87
38007,1.31,1.54,1.78,1.9,2.01,33.78,65.56
38009,18.08,11.35,4.62,4.23,3.85,5.52,7.19
38011,19.33,27.8,36.26,27.98,19.71,11.68,3.66
38013,32.73,28.84,24.96,24.58,24.2,13.56,2.93
38015,32.73,30.18,27.63,33.26,38.9,41.56,44.21
38017,64.34,64.29,64.25,55.51,46.77,52.45,58.12
38019,10.73,9.72,8.72,6.28,3.85,17.2,30.55
38021,17.13,11.67,6.21,18.17,30.12,20.76,11.39
38023,7.7,5.71,3.72,6.97,10.22,11.92,13.62
38025,1.05,0.94,0.83,1.34,1.85,3.49,5.12
38027,7.13,7.08,7.04,10.81,14.58,39.34,64.1
38029,19.33,22.82,26.3,25.25,24.2,16.3,8.4
38031,12.0,19.15,26.3,19.79,13.28,34.1,54.93
38033,45.88,31.06,16.24,29.24,42.25,35.67,29.09
38035,71.06,66.3,61.54,62.39,63.23,56.24,49.24
38037,26.52,18.64,10.76,9.65,8.53,6.51,4.49
38039,22.03,19.13,16.24,15.41,14.58,8.44,2.29
38041,4.33,4.92,5.51,3.68,1.85,1.23,0.6
38043,10.73,9.3,7.86,5.19,2.52,1.6,0.67
38045,13.34,14.79,16.24,17.97,19.71,21.17,22.63
38047,6.08,10.06,14.04,12.13,10.22,9.8,9.39
38049,15.79,13.28,10.76,9.98,9.2,14.53,19.86
38051,26.52,30.63,34.73,28.61,22.48,44.02,65.56
38053,18.08,16.06,14.04,8.82,3.6,5.4,7.19
38055,10.73,10.24,9.74,9.14,8.53,11.7,14.86
38057,6.08,4.35,2.61,2.31,2.01,3.92,5.82
38059,24.99,21.26,17.54,25.68,33.81,22.6,11.39
38061,40.18,36.58,32.98,32.49,32.0,31.28,30.55
38063,10.16,10.46,10.76,7.6,4.43,7.36,10.28
38065,5.48,3.52,1.56,4.41,7.26,8.32,9.39
38067,3.06,7.4,11.75,15.73,19.71,15.55,11.39
38069,67.53,43.3,19.07,31.71,44.35,41.84,39.34
38071,68.64,79.05,89.46,86.15,82.84,85.16,87.49
38073,62.97,48.85,34.73,35.22,35.72,30.74,25.75
38075,1.78,1.3,0.83,2.21,3.6,5.4,7.19
38077,27.98,25.02,22.06,23.13,24.2,35.12,46.05
38079,78.83,77.72,76.6,75.79,74.98,79.83,84.69
38081,3.06,2.31,1.56,2.39,3.22,4.82,6.43
38083,47.63,39.47,31.3,32.56,33.81,23.19,12.57
38085,90.29,88.19,86.09,84.78,83.48,88.5,93.51
38087,1.05,1.83,2.61,1.76,0.92,0.86,0.8
38089,19.33,19.86,20.38,24.42,28.46,28.0,27.53
38091,2.04,1.29,0.54,1.19,1.85,1.83,1.81
38093,71.06,76.3,81.53,80.9,80.26,80.4,80.55
38095,19.33,14.54,9.74,18.36,26.97,39.6,52.23
38097,38.2,31.58,24.96,31.06,37.15,30.56,23.97
38099,49.32,40.31,31.3,40.66,50.02,42.86,35.71
38101,18.08,14.92,11.75,17.11,22.48,32.65,42.81
38103,14.65,16.1,17.54,12.4,7.26,30.44,53.63
38105,32.73,43.84,54.95,50.86,46.77,38.66,30.55
39001,68.64,77.1,85.55,88.64,91.72,88.54,85.36
39003,77.94,75.39,72.84,77.43,82.01,82.36,82.72
39005,64.34,65.69,67.05,67.04,67.02,68.25,69.48
39007,75.96,77.38,78.8,83.13,87.46,88.12,88.77
39009,85.23,82.97,80.71,80.49,80.26,76.59,72.92
39011,18.08,28.97,39.86,35.93,32.0,32.23,32.46
39013,75.96,77.84,79.72,75.42,71.12,66.91,62.7
39015,47.63,48.98,50.33,51.64,52.94,56.18,59.42
39017,44.51,44.04,43.58,43.96,44.35,42.68,41.02
39019,49.32,43.73,38.14,41.24,44.35,60.99,77.63
39021,29.74,36.66,43.58,46.02,48.46,44.74,41.02
39023,83.86,82.9,81.95,81.1,80.26,78.5,76.73
39025,26.52,30.63,34.73,34.27,33.81,36.58,39.34
39027,64.34,53.1,41.87,45.16,48.46,46.34,44.21
39029,71.89,66.71,61.54,62.89,64.25,67.5,70.75
39031,79.59,83.65,87.71,90.05,92.39,90.79,89.18
39033,38.2,49.02,59.85,62.75,65.65,64.88,64.1
39035,97.17,97.2,97.23,97.12,97.01,96.94,96.88
39037,57.15,56.8,56.45,50.4,44.35,38.4,32.46
39039,40.18,39.16,38.14,44.78,51.42,47.82,44.21
39041,4.78,5.5,6.21,5.88,5.54,6.97,8.4
39043,67.53,67.8,68.07,66.86,65.65,65.6,65.56
39045,34.8,35.53,36.26,38.54,40.82,34.96,29.09
39047,58.87,61.56,64.25,64.95,65.65,72.77,79.89
39049,80.32,79.33,78.35,76.67,74.98,73.95,72.92
39051,7.7,10.87,14.04,13.66,13.28,14.66,16.04
39053,77.94,77.67,77.4,75.39,73.38,71.43,69.48
39055,71.89,75.34,78.8,82.82,86.85,86.1,85.36
39057,38.2,37.23,36.26,38.54,40.82,37.47,34.12
39059,68.64,73.72,78.8,79.18,79.56,76.24,72.92
39061,95.64,95.53,95.42,95.32,95.22,94.8,94.37
39063,60.17,62.21,64.25,63.74,63.23,59.08,54.93
39065,60.17,62.21,64.25,63.74,63.23,59.88,56.52
39067,32.73,45.37,58.01,70.43,82.84,85.16,87.49
39069,26.52,25.74,24.96,25.3,25.63,20.24,14.86
39071,77.94,75.39,72.84,76.55,80.26,82.48,84.69
39073,42.38,44.86,47.34,44.79,42.25,33.11,23.97
39075,99.49,99.46,99.43,99.43,99.43,99.44,99.46
39077,68.64,68.36,68.07,65.03,61.99,49.87,37.75
39079,86.47,82.41,78.35,77.6,76.85,65.89,54.93
39081,82.23,82.99,83.76,85.04,86.31,88.66,91.02
39083,77.94,79.94,81.95,79.94,77.94,71.02,64.1
39085,47.63,46.5,45.37,39.59,33.81,31.45,29.09
39087,61.76,64.4,67.05,69.08,71.12,66.91,62.7
39089,40.18,36.58,32.98,33.39,33.81,35.78,37.75
39091,62.97,55.87,48.77,46.56,44.35,40.03,35.71
39093,64.34,66.2,68.07,67.54,67.02,63.94,60.85
39095,91.95,92.36,92.77,92.24,91.72,90.62,89.53
39097,60.17,58.31,56.45,49.35,42.25,29.84,17.44
39099,85.86,84.81,83.76,83.3,82.84,84.43,86.03
39101,71.89,75.12,78.35,82.6,86.85,83.04,79.22
39103,18.08,22.85,27.63,25.06,22.48,19.96,17.44
39105,61.76,61.65,61.54,67.46,73.38,75.06,76.73
39107,27.98,30.48,32.98,25.04,17.1,15.36,13.62
39109,31.36,38.36,45.37,46.91,48.46,40.46,32.46
39111,64.34,68.59,72.84,75.76,78.67,74.71,70.75
39113,88.92,89.42,89.91,89.88,89.84,89.3,88.77
39115,58.87,61.56,64.25,65.64,67.02,66.29,65.56
39117,42.38,42.12,41.87,55.08,68.29,62.4,56.52
39119,78.83,76.79,74.75,74.06,73.38,67.12,60.85
39121,51.29,35.18,19.07,39.75,60.43,75.72,91.02
39123,34.8,31.22,27.63,27.3,26.97,26.36,25.75
39125,51.29,43.78,36.26,44.6,52.94,37.13,21.32
39127,71.89,65.87,59.85,62.75,65.65,69.76,73.87
39129,40.18,28.86,17.54,21.58,25.63,34.92,44.21
39131,85.86,85.71,85.55,85.63,85.71,79.79,73.87
39133,42.38,47.88,53.39,54.82,56.26,60.91,65.56
39135,24.99,28.14,31.3,36.06,40.82,40.08,39.34
39137,14.65,17.52,20.38,14.79,9.2,9.3,9.39
39139,81.12,82.17,83.22,86.07,88.92,88.2,87.49
39141,57.15,58.5,59.85,64.07,68.29,68.88,69.48
39143,47.63,48.98,50.33,55.38,60.43,57.68,54.93
39145,82.84,84.2,85.55,87.89,90.23,84.3,78.36
39147,65.97,67.02,68.07,65.03,61.99,62.35,62.7
39149,27.98,29.64,31.3,36.06,40.82,30.34,19.86
39151,73.0,72.92,72.84,72.54,72.24,71.5,70.75
39153,83.86,84.05,84.24,84.38,84.53,82.54,80.55
39155,73.0,72.41,71.82,71.47,71.12,73.92,76.73
39157,60.17,64.12,68.07,70.16,72.24,71.94,71.64
39159,36.52,31.41,26.3,25.96,25.63,17.02,8.4
39161,15.79,19.6,23.4,26.76,30.12,27.94,25.75
39163,60.17,71.46,82.74,82.79,82.84,73.47,64.1
39165,4.33,7.03,9.74,9.98,10.22,8.7,7.19
39167,55.78,54.58,53.39,53.9,54.41,51.02,47.64
39169,84.59,84.65,84.72,85.78,86.85,88.02,89.18
39171,34.8,41.78,48.77,43.84,38.9,36.51,34.12
39173,29.74,28.68,27.63,29.82,32.0,33.86,35.71
39175,40.18,44.47,48.77,49.4,50.02,52.48,54.93
40001,65.97,61.21,56.45,62.37,68.29,76.49,84.69
40003,20.73,23.52,26.3,17.75,9.2,8.8,8.4
40005,54.6,58.78,62.97,62.48,61.99,65.29,68.59
40007,2.8,6.27,9.74,15.44,21.14,12.22,3.31
40009,32.73,30.18,27.63,51.3,74.98,64.96,54.93
40011,40.18,33.24,26.3,19.2,12.1,17.36,22.63
40013,60.17,55.25,50.33,49.4,48.46,51.7,54.93
40015,51.29,54.65,58.01,64.57,71.12,70.3,69.48
40017,8.44,7.33,6.21,7.02,7.83,9.61,11.39
40019,40.18,45.26,50.33,51.64,52.94,48.58,44.21
40021,57.15,51.26,45.37,52.9,60.43,71.58,82.72
40023,83.41,86.2,88.98,87.34,85.71,83.13,80.55
40025,13.34,7.86,2.39,1.66,0.92,3.37,5.82
40027,12.0,13.6,15.19,16.89,18.59,18.02,17.44
40029,83.41,78.65,73.89,77.95,82.01,77.94,73.87
40031,68.64,67.84,67.05,70.22,73.38,78.05,82.72
40033,64.34,56.56,48.77,59.95,71.12,75.17,79.22
40035,42.38,51.12,59.85,62.05,64.25,60.38,56.52
40037,22.03,18.61,15.19,16.14,17.1,28.22,39.34
40039,10.16,9.95,9.74,10.92,12.1,16.71,21.32
40041,20.73,22.06,23.4,25.93,28.46,27.1,25.75
40043,26.52,18.13,9.74,6.67,3.6,5.4,7.19
40045,2.04,3.12,4.2,8.74,13.28,24.5,35.71
40047,26.52,23.45,20.38,20.76,21.14,26.8,32.46
40049,40.18,33.9,27.63,28.04,28.46,27.1,25.75
40051,12.0,10.87,9.74,12.74,15.73,15.88,16.04
40053,0.54,0.57,0.6,0.62,0.64,0.56,0.48
40055,74.12,69.18,64.25,73.87,83.48,80.92,78.36
40057,79.59,84.04,88.48,83.58,78.67,69.76,60.85
40059,3.06,5.46,7.86,9.98,12.1,12.34,12.57
40061,58.87,55.4,51.93,50.97,50.02,46.41,42.81
40063,60.17,51.88,43.58,43.96,44.35,40.03,35.71
40065,42.38,56.44,70.49,73.67,76.85,76.09,75.33
40067,64.34,67.42,70.49,64.18,57.88,59.36,60.85
40069,47.63,51.29,54.95,47.88,40.82,31.72,22.63
40071,60.17,60.01,59.85,62.05,64.25,63.47,62.7
40073,13.34,10.19,7.04,7.44,7.83,4.92,2.01
40075,44.51,49.73,54.95,57.69,60.43,54.84,49.24
40077,64.34,72.03,79.72,70.86,61.99,48.85,35.71
40079,42.38,41.12,39.86,43.32,46.77,48.0,49.24
40081,26.52,27.96,29.39,27.51,25.63,17.51,9.39
40083,23.62,23.51,23.4,16.81,10.22,11.92,13.62
40085,14.65,11.68,8.72,11.65,14.58,18.6,22.63
40087,5.48,5.5,5.51,5.52,5.54,4.23,2.93
40089,75.96,73.23,70.49,71.93,73.38,72.51,71.64
40091,36.52,40.05,43.58,37.79,32.0,33.86,35.71
40093,14.65,13.63,12.61,13.6,14.58,10.5,6.43
40095,40.18,35.74,31.3,27.75,24.2,18.39,12.57
40097,55.78,50.57,45.37,38.68,32.0,27.98,23.97
40099,19.33,27.8,36.26,30.94,25.63,24.8,23.97
40101,77.17,77.28,77.4,80.44,83.48,82.86,82.24
40103,13.34,23.16,32.98,31.55,30.12,20.2,10.28
40105,32.73,39.05,45.37,38.68,32.0,36.51,41.02
40107,71.89,72.36,72.84,75.76,78.67,78.15,77.63
40109,65.97,63.76,61.54,58.9,56.26,57.19,58.12
40111,77.17,73.83,70.49,70.25,70.01,70.38,70.75
40113,34.8,36.47,38.14,35.98,33.81,26.18,18.56
40115,49.32,52.14,54.95,57.69,60.43,55.48,50.54
40117,31.36,25.22,19.07,18.08,17.1,13.69,10.28
40119,42.38,45.58,48.77,48.61,48.46,39.51,30.55
40121,58.87,53.1,47.34,57.18,67.02,69.33,71.64
40123,58.87,53.1,47.34,47.9,48.46,46.34,44.21
40125,44.51,43.19,41.87,45.16,48.46,47.26,46.05
40127,61.76,65.55,69.34,74.0,78.67,85.26,91.85
40129,2.55,5.2,7.86,9.47,11.08,5.98,0.89
40131,12.0,11.38,10.76,9.65,8.53,8.46,8.4
40133,47.63,45.6,43.58,54.62,65.65,67.56,69.48
40135,44.51,48.95,53.39,53.9,54.41,48.61,42.81
40137,47.63,48.2,48.77,46.56,44.35,53.52,62.7
40139,5.48,12.93,20.38,26.19,32.0,27.32,22.63
40141,71.06,70.78,70.49,55.66,40.82,63.42,86.03
40143,60.17,63.61,67.05,66.35,65.65,64.18,62.7
40145,9.36,10.06,10.76,10.49,10.22,8.7,7.19
40147,32.73,40.03,47.34,47.9,48.46,43.1,37.75
40149,4.78,6.75,8.72,21.26,33.81,34.76,35.71
40151,38.2,39.03,39.86,29.22,18.59,30.7,42.81
40153,10.73,19.18,27.63,26.63,25.63,19.1,12.57
41001,62.97,67.4,71.82,69.42,67.02,51.36,35.71
41003,75.17,73.5,71.82,70.91,70.01,69.3,68.59
41005,42.38,42.12,41.87,41.34,40.82,41.82,42.81
41007,86.85,85.04,83.22,79.53,75.84,80.94,86.03
41009,38.2,49.87,61.54,61.76,61.99,52.4,42.81
41011,68.64,73.72,78.8,80.4,82.01,74.6,67.19
41013,44.51,39.62,34.73,28.61,22.48,19.26,16.04
41015,40.18,36.58,32.98,52.05,71.12,64.62,58.12
41017,27.98,22.11,16.24,15.41,14.58,21.83,29.09
41019,51.29,60.32,69.34,66.8,64.25,56.74,49.24
41021,18.08,14.92,11.75,34.0,56.26,47.8,39.34
41023,26.52,22.03,17.54,24.77,32.0,21.14,10.28
41025,18.08,16.63,15.19,19.7,24.2,30.98,37.75
41027,20.73,39.37,58.01,53.24,48.46,43.1,37.75
41029,60.17,61.57,62.97,63.1,63.23,59.08,54.93
41031,42.38,32.22,22.06,20.88,19.71,33.67,47.64
