FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP,2021 EPL_UNEMP,2022 EPL_UNEMP
12051,92.71,89.05,85.39,85.4,85.41,83.06,80.71,75.76,70.82
12053,95.96,93.41,90.86,84.38,77.9,79.31,80.71,76.61,72.51
12055,94.62,94.43,94.24,94.84,95.45,93.02,90.58,86.89,83.2
12057,69.02,66.84,64.66,62.49,60.32,58.09,55.86,53.83,51.8
12059,85.42,90.61,95.8,95.59,95.38,78.4,61.43,55.48,49.54
12061,91.5,88.92,86.34,80.58,74.81,74.5,74.19,73.35,72.51
12063,91.72,92.98,94.24,91.37,88.5,78.6,68.71,59.13,49.54
12065,88.19,79.28,70.36,55.09,39.81,52.99,66.17,74.24,82.31
12067,93.0,95.38,97.77,97.82,97.87,97.36,96.85,94.96,93.06
12069,76.5,72.32,68.13,67.55,66.97,69.24,71.51,68.67,65.83
12071,83.25,77.44,71.63,64.16,56.69,54.2,51.72,48.54,45.37
12073,79.05,80.39,81.73,81.61,81.5,77.84,74.19,71.79,69.39
12075,92.23,88.14,84.05,77.48,70.92,73.21,75.49,59.08,42.67
12077,97.61,87.56,77.52,86.85,96.18,93.0,89.82,90.8,91.79
12079,90.61,92.54,94.46,73.95,53.44,46.28,39.12,26.38,13.65
12081,66.35,62.91,59.47,58.08,56.69,60.56,64.42,61.82,59.21
12083,88.19,86.79,85.39,86.94,88.5,84.6,80.71,76.61,72.51
12085,78.13,74.24,70.36,58.64,46.91,45.38,43.86,43.26,42.67
12086,79.05,75.34,71.63,67.69,63.76,57.74,51.72,49.55,47.38
12087,35.5,29.6,23.69,17.46,11.24,15.65,20.05,21.99,23.93
12089,69.91,65.35,60.78,48.56,36.34,40.98,45.61,41.14,36.68
12091,47.06,46.04,45.02,48.37,51.72,42.47,33.23,27.65,22.08
12093,92.71,91.79,90.86,82.84,74.81,66.37,57.92,66.68,75.44
12095,71.89,69.51,67.14,62.84,58.54,59.98,61.43,63.63,65.83
12097,79.82,74.6,69.37,66.56,63.76,64.09,64.42,63.01,61.6
12099,75.68,71.9,68.13,67.55,66.97,69.24,71.51,71.17,70.82
12101,77.3,72.72,68.13,67.55,66.97,68.56,70.15,65.88,61.6
12103,65.46,61.22,56.99,55.21,53.44,54.65,55.86,51.62,47.38
12105,83.25,82.49,81.73,77.03,72.32,66.02,59.71,53.54,47.38
12107,85.42,88.48,91.53,93.2,94.87,92.92,90.96,92.52,94.08
12109,36.55,37.24,37.92,38.86,39.81,46.83,53.85,48.26,42.67
12111,91.05,87.55,84.05,75.51,66.97,63.34,59.71,66.78,73.85
12113,64.02,59.14,54.25,52.98,51.72,56.58,61.43,55.48,49.54
12115,66.35,60.3,54.25,45.29,36.34,33.49,30.65,27.29,23.93
12117,70.77,68.39,66.0,58.86,51.72,47.79,43.86,42.12,40.38
12119,79.82,72.24,64.66,50.5,36.34,40.98,45.61,51.74,57.87
12121,83.25,84.8,86.34,81.8,77.26,66.56,55.86,60.84,65.83
12123,80.58,71.32,62.05,62.06,62.07,72.95,83.83,77.32,70.82
12125,77.3,82.36,87.42,87.72,88.03,51.56,15.09,21.31,27.52
12127,72.78,68.2,63.61,57.66,51.72,48.67,45.61,42.07,38.53
12129,54.09,54.17,54.25,49.58,44.9,31.17,17.44,22.48,27.52
12131,49.38,53.18,56.99,50.94,44.9,48.31,51.72,56.66,61.6
12133,87.17,85.26,83.35,85.69,88.03,81.76,75.49,63.64,51.8
13001,45.62,58.63,71.63,64.16,56.69,41.95,27.21,24.64,22.08
13003,59.82,48.3,36.77,63.65,90.54,83.02,75.49,61.43,47.38
13005,15.31,21.84,28.37,37.64,46.91,42.28,37.65,39.02,40.38
13007,35.5,22.05,8.6,16.58,24.55,61.83,99.11,98.78,98.44
13009,61.99,65.06,68.13,79.94,91.75,88.3,84.85,84.8,84.76
13011,58.8,60.42,62.05,54.48,46.91,36.17,25.43,18.46,11.49
13013,79.05,75.98,72.91,57.97,43.03,45.22,47.42,41.26,35.09
13015,72.78,67.42,62.05,56.89,51.72,58.94,66.17,66.0,65.83
13017,83.92,73.76,63.61,49.98,36.34,53.92,71.51,63.77,56.03
13019,95.96,91.47,86.98,87.14,87.29,76.73,66.17,56.78,47.38
13021,87.17,89.2,91.24,89.87,88.5,86.68,84.85,86.7,88.55
13023,34.54,40.35,46.16,62.03,77.9,78.5,79.09,77.26,75.44
13025,88.19,83.35,78.51,66.66,54.81,50.21,45.61,33.85,22.08
13027,98.19,98.56,98.92,96.52,94.11,87.02,79.92,66.92,53.93
13029,54.09,66.7,79.31,78.29,77.26,79.46,81.67,73.75,65.83
13031,64.02,73.3,82.59,84.94,87.29,90.11,92.93,92.54,92.14
13033,64.02,60.5,56.99,49.32,41.66,40.39,39.12,49.16,59.21
13035,87.68,79.02,70.36,61.04,51.72,52.78,53.85,44.47,35.09
13037,42.73,70.01,97.29,97.88,98.47,97.86,97.26,97.69,98.12
13039,72.78,76.04,79.31,78.29,77.26,77.65,78.04,63.79,49.54
13043,65.46,59.85,54.25,59.0,63.76,58.8,53.85,43.4,32.96
13045,89.37,89.28,89.18,85.75,82.32,77.62,72.92,72.72,72.51
13047,61.99,58.76,55.52,39.43,23.34,22.65,21.96,25.6,29.24
13049,97.39,95.46,93.54,95.38,97.23,98.12,99.01,95.58,92.14
13051,63.01,70.76,78.51,80.96,83.41,84.13,84.85,81.4,77.95
13053,98.38,98.36,98.34,95.43,92.52,95.24,97.96,95.2,92.43
13055,76.5,80.94,85.39,85.04,84.68,67.12,49.55,49.54,49.54
13057,41.39,36.48,31.58,30.41,29.24,28.22,27.21,28.22,29.24
13059,66.35,69.63,72.91,69.18,65.45,65.81,66.17,63.88,61.6
13061,99.36,99.34,99.33,99.38,99.43,97.7,95.96,60.82,25.68
13063,95.96,95.02,94.08,90.42,86.75,84.64,82.53,82.86,83.2
13065,59.82,75.53,91.24,79.77,68.31,47.76,27.21,19.73,12.25
13067,58.8,54.18,49.57,45.62,41.66,44.54,47.42,47.4,47.38
13069,73.96,65.47,56.99,45.93,34.87,35.13,35.39,37.89,40.38
13071,64.02,63.04,62.05,66.48,70.92,78.68,86.44,80.94,75.44
13073,37.76,44.46,51.16,48.03,44.9,46.16,47.42,52.64,57.87
13075,60.74,45.46,30.18,37.54,44.9,44.38,43.86,54.84,65.83
13077,44.57,45.36,46.16,41.25,36.34,32.48,28.61,21.59,14.57
13079,86.37,84.05,81.73,87.13,92.52,91.88,91.25,91.33,91.41
13081,97.39,97.06,96.72,96.98,97.23,97.66,98.09,94.94,91.79
13083,55.21,45.26,35.31,30.71,26.11,38.92,51.72,58.78,65.83
13085,67.34,63.4,59.47,42.01,24.55,39.2,53.85,50.62,47.38
13087,59.82,54.02,48.23,48.5,48.76,62.82,76.89,78.04,79.19
13089,88.98,86.16,83.35,80.62,77.9,78.5,79.09,79.14,79.19
13091,64.02,75.72,87.42,81.62,75.83,59.84,43.86,29.87,15.88
13093,61.99,71.03,80.07,88.76,97.45,95.56,93.67,91.11,88.55
13095,98.54,98.62,98.69,98.46,98.22,97.33,96.44,96.42,96.4
13097,81.31,79.01,76.7,74.51,72.32,75.7,79.09,80.26,81.42
13099,50.72,57.69,64.66,72.18,79.71,84.76,89.82,81.84,73.85
13101,47.06,49.81,52.56,47.8,43.03,26.12,9.2,7.9,6.59
13103,35.5,36.71,37.92,31.24,24.55,46.63,68.71,65.16,61.6
13105,84.97,77.17,69.37,70.14,70.92,76.3,81.67,85.11,88.55
13107,94.43,93.12,91.82,86.16,80.51,84.56,88.61,91.34,94.08
13109,84.97,74.29,63.61,72.55,81.5,84.16,86.82,85.01,83.2
13111,93.98,86.24,78.51,70.29,62.07,64.12,66.17,65.02,63.86
13113,51.74,47.08,42.41,42.04,41.66,38.52,35.39,34.17,32.96
13115,84.37,81.84,79.31,71.54,63.76,63.27,62.79,49.74,36.68
13117,37.76,30.15,22.54,20.38,18.22,18.36,18.49,23.86,29.24
13119,52.88,58.77,64.66,54.78,44.9,43.3,41.69,59.2,76.71
13121,78.13,76.87,75.61,71.29,66.97,66.57,66.17,65.02,63.86
13123,78.13,70.87,63.61,56.84,50.06,33.16,16.26,13.38,10.5
13125,59.82,55.49,51.16,33.64,16.11,9.53,2.96,3.69,4.42
13127,79.82,71.71,63.61,56.18,48.76,48.09,47.42,43.9,40.38
13129,63.01,62.53,62.05,48.46,34.87,28.42,21.96,19.57,17.18
13131,81.76,80.14,78.51,73.41,68.31,42.28,16.26,29.46,42.67
13133,73.96,60.06,46.16,42.98,39.81,39.47,39.12,51.49,63.86
13135,63.01,56.29,49.57,42.96,36.34,33.49,30.65,33.66,36.68
13137,55.21,55.36,55.52,40.03,24.55,16.88,9.2,9.3,9.39
13139,59.82,47.02,34.22,27.38,20.54,21.25,21.96,27.46,32.96
13141,98.28,92.31,86.34,55.44,24.55,17.36,10.18,43.44,76.71
13143,87.68,87.01,86.34,62.36,38.38,38.02,37.65,40.16,42.67
13145,51.74,59.44,67.14,70.97,74.81,74.5,74.19,72.5,70.82
13147,49.38,41.18,32.98,36.39,39.81,56.36,72.92,62.36,51.8
13149,92.04,87.7,83.35,81.93,80.51,82.68,84.85,74.35,63.86
13151,82.36,78.98,75.61,72.65,69.68,67.05,64.42,63.01,61.6
13153,69.02,71.78,74.53,74.0,73.47,67.45,61.43,56.61,51.8
13155,76.5,63.83,51.16,70.85,90.54,94.32,98.09,87.4,76.71
13157,50.72,50.14,49.57,43.97,38.38,33.49,28.61,28.06,27.52
13159,85.9,80.21,74.53,71.42,68.31,61.08,53.85,64.64,75.44
13161,66.35,47.36,28.37,42.53,56.69,57.31,57.92,47.3,36.68
13163,98.47,97.23,95.99,84.16,72.32,75.7,79.09,62.23,45.37
13165,74.91,57.92,40.94,32.75,24.55,26.58,28.61,41.27,53.93
13167,61.99,70.65,79.31,84.4,89.49,93.72,97.96,95.05,92.14
13169,66.35,66.18,66.0,71.95,77.9,54.28,30.65,35.51,40.38
13171,96.24,95.94,95.64,95.82,95.99,92.65,89.31,76.58,63.86
13173,89.37,93.04,96.72,92.38,88.03,59.34,30.65,20.02,9.39
13175,33.43,35.1,36.77,37.58,38.38,45.05,51.72,58.78,65.83
13177,43.52,47.34,51.16,64.53,77.9,61.76,45.61,44.14,42.67
13179,90.61,93.12,95.64,95.99,96.34,95.18,94.02,93.7,93.38
13181,78.13,77.82,77.52,56.19,34.87,34.05,33.23,30.37,27.52
13183,96.47,97.47,98.47,98.54,98.6,98.49,98.38,71.88,45.37
13185,89.37,89.8,90.23,84.97,79.71,72.94,66.17,62.02,57.87
13187,68.04,58.8,49.57,41.28,32.99,40.2,47.42,52.64,57.87
13189,76.5,74.7,72.91,79.16,85.41,79.8,74.19,52.67,31.15
13191,72.78,78.42,84.05,83.18,82.32,57.78,33.23,37.95,42.67
13193,98.06,98.36,98.66,97.8,96.94,95.3,93.67,94.28,94.88
13195,44.57,55.28,66.0,76.38,86.75,80.47,74.19,72.5,70.82
13197,83.25,90.38,97.52,95.94,94.36,85.62,76.89,70.38,63.86
13199,95.13,93.0,90.86,73.77,56.69,59.74,62.79,74.12,85.46
13201,67.34,66.0,64.66,53.16,41.66,61.67,81.67,68.85,56.03
13205,81.76,90.18,98.6,98.3,97.99,97.56,97.14,96.38,95.61
13207,72.78,74.74,76.7,79.51,82.32,53.88,25.43,28.29,31.15
13209,25.76,30.54,35.31,55.57,75.83,81.71,87.59,84.04,80.5
13211,51.74,51.45,51.16,52.3,53.44,34.26,15.09,15.48,15.88
13213,83.25,79.43,75.61,78.55,81.5,79.19,76.89,79.6,82.31
13215,79.82,82.6,85.39,87.96,90.54,90.9,91.25,89.28,87.31
13217,85.9,86.95,88.0,84.26,80.51,76.72,72.92,77.17,81.42
13219,23.78,20.28,16.78,17.5,18.22,16.1,13.97,14.92,15.88
13221,23.78,28.38,32.98,34.66,36.34,46.1,55.86,50.62,45.37
13223,67.34,58.46,49.57,39.4,29.24,33.44,37.65,37.17,36.68
13225,91.5,89.24,86.98,88.76,90.54,92.8,95.07,88.24,81.42
13227,72.78,64.15,55.52,57.92,60.32,52.09,43.86,44.62,45.37
13229,55.21,62.29,69.37,62.09,54.81,53.27,51.72,30.56,9.39
13231,76.5,80.62,84.75,75.1,65.45,58.58,51.72,48.54,45.37
13233,88.19,80.94,73.7,65.2,56.69,58.2,59.71,55.76,51.8
13235,81.31,59.04,36.77,37.58,38.38,47.12,55.86,44.41,32.96
13237,40.08,53.04,66.0,50.44,34.87,28.42,21.96,21.06,20.17
13239,96.98,98.09,99.2,97.6,95.99,97.9,99.81,99.88,99.94
13241,51.74,50.65,49.57,38.51,27.45,30.34,33.23,22.74,12.25
13243,90.61,86.6,82.59,82.04,81.5,86.79,92.08,90.31,88.55
13245,88.98,90.4,91.82,93.09,94.36,94.19,94.02,93.08,92.14
13247,90.29,88.32,86.34,83.02,79.71,78.88,78.04,75.94,73.85
13249,60.74,78.19,95.64,96.58,97.52,93.06,88.61,57.14,25.68
13251,68.04,69.84,71.63,66.85,62.07,66.79,71.51,78.83,86.16
13253,56.45,65.07,73.7,77.1,80.51,63.96,47.42,59.12,70.82
13255,90.61,88.34,86.06,79.19,72.32,54.98,37.65,52.71,67.77
13257,80.58,84.0,87.42,88.76,90.1,82.8,75.49,73.16,70.82
13259,99.49,98.1,96.72,92.84,88.95,91.31,93.67,75.77,57.87
13261,93.47,94.28,95.1,92.82,90.54,83.72,76.89,78.7,80.5
13263,92.71,86.01,79.31,80.82,82.32,79.6,76.89,58.64,40.38
13265,95.89,94.24,92.58,92.16,91.75,63.57,35.39,35.24,35.09
13267,60.74,43.31,25.88,23.88,21.88,43.15,64.42,77.78,91.15
13269,98.54,98.76,98.98,97.8,96.62,72.02,47.42,64.42,81.42
13271,6.08,11.81,17.54,13.07,8.6,6.02,3.44,5.38,7.32
13273,97.87,95.83,93.79,90.54,87.29,86.07,84.85,89.12,93.38
13275,83.25,83.3,83.35,83.78,84.2,78.56,72.92,74.82,76.71
13277,49.38,37.63,25.88,18.56,11.24,12.06,12.89,14.38,15.88
13279,54.09,71.64,89.18,91.77,94.36,88.81,83.26,79.98,76.71
13281,84.97,80.29,75.61,62.83,50.06,42.72,35.39,50.61,65.83
13283,19.33,30.14,40.94,47.19,53.44,72.96,92.49,95.04,97.58
13285,91.5,90.02,88.54,85.43,82.32,74.24,66.17,58.98,51.8
13287,91.05,84.28,77.52,68.92,60.32,72.58,84.85,84.8,84.76
13289,66.35,64.2,62.05,67.18,72.32,52.77,33.23,28.58,23.93
13291,89.88,83.7,77.52,49.03,20.54,33.98,47.42,30.54,13.65
13293,87.17,90.88,94.59,89.64,84.68,61.17,37.65,28.14,18.64
13295,72.78,62.67,52.56,59.0,65.45,72.68,79.92,72.88,65.83
13297,55.21,59.41,63.61,61.08,58.54,52.98,47.42,53.32,59.21
13299,48.2,41.21,34.22,26.22,18.22,26.8,35.39,37.89,40.38
13301,98.92,96.76,94.59,89.0,83.41,54.42,25.43,59.95,94.46
13303,86.37,87.46,88.54,83.22,77.9,65.88,53.85,49.61,45.37
13305,81.76,88.51,95.26,87.48,79.71,69.71,59.71,68.21,76.71
13307,49.38,38.29,27.19,16.46,5.73,39.96,74.19,84.14,94.08
13309,24.86,42.16,59.47,77.61,95.76,89.51,83.26,81.23,79.19
13311,33.43,27.98,22.54,25.0,27.45,24.7,21.96,23.82,25.68
13313,82.36,82.04,81.73,72.74,63.76,66.96,70.15,69.77,69.39
13315,54.09,59.38,64.66,69.06,73.47,71.09,68.71,65.16,61.6
13317,72.78,72.84,72.91,51.08,29.24,18.61,7.99,11.94,15.88
13319,28.84,43.48,58.13,66.98,75.83,80.85,85.87,78.34,70.82
13321,79.82,73.98,68.13,67.55,66.97,71.23,75.49,80.12,84.76
15001,60.74,59.44,58.13,57.41,56.69,65.44,74.19,77.34,80.5
15003,22.86,24.37,25.88,27.56,29.24,32.32,35.39,43.6,51.8
15005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15007,24.86,25.37,25.88,25.22,24.55,23.26,21.96,29.32,36.68
15009,54.09,46.0,37.92,34.56,31.21,42.53,53.85,58.85,63.86
16001,37.76,33.06,28.37,25.12,21.88,23.66,25.43,22.8,20.17
16003,82.36,85.77,89.18,92.58,95.99,96.82,97.64,95.51,93.38
16005,38.81,46.53,54.25,58.16,62.07,60.89,59.71,58.79,57.87
16007,8.05,8.99,9.93,11.81,13.69,19.56,25.43,32.9,40.38
16009,73.96,80.01,86.06,87.28,88.5,81.99,75.49,53.32,31.15
16011,36.55,41.36,46.16,37.7,29.24,45.34,61.43,68.44,75.44
16013,13.59,12.75,11.91,8.12,4.33,4.98,5.63,7.51,9.39
16015,88.19,78.78,69.37,67.41,65.45,35.54,5.63,14.78,23.93
16017,47.06,40.64,34.22,27.38,20.54,25.6,30.65,28.16,25.68
16019,24.86,23.27,21.68,21.78,21.88,25.24,28.61,38.0,47.38
16021,17.06,15.34,13.63,18.49,23.34,17.67,12.0,21.58,31.15
16023,40.08,44.82,49.57,52.19,54.81,38.39,21.96,14.27,6.59
16025,86.66,52.1,17.54,15.0,12.45,10.82,9.2,32.62,56.03
16027,71.89,70.63,69.37,68.17,66.97,57.19,47.42,36.55,25.68
16029,4.93,4.95,4.97,5.11,5.25,16.23,27.21,20.89,14.57
16031,40.08,29.82,19.55,17.2,14.84,17.44,20.05,18.62,17.18
16033,20.25,20.96,21.68,51.59,81.5,50.77,20.05,12.95,5.85
16035,61.99,54.08,46.16,48.11,50.06,62.13,74.19,58.43,42.67
16037,15.31,13.29,11.27,23.8,36.34,33.49,30.65,17.77,4.9
16039,67.34,63.4,59.47,66.47,73.47,75.18,76.89,78.04,79.19
16041,26.81,19.9,12.99,7.82,2.64,1.9,1.15,1.83,2.51
16043,31.01,29.1,27.19,46.32,65.45,70.47,75.49,60.43,45.37
16045,92.04,84.37,76.7,54.84,32.99,24.63,16.26,15.42,14.57
16047,28.02,22.78,17.54,24.38,31.21,53.35,75.49,50.58,25.68
16049,54.09,48.88,43.68,41.74,39.81,41.84,43.86,42.12,40.38
16051,26.81,24.68,22.54,28.7,34.87,27.46,20.05,15.28,10.5
16053,50.72,38.3,25.88,25.22,24.55,35.08,45.61,35.64,25.68
16055,63.01,58.63,54.25,49.58,44.9,37.78,30.65,24.64,18.64
16057,48.2,55.12,62.05,51.86,41.66,49.79,57.92,59.76,61.6
16059,41.39,38.35,35.31,26.76,18.22,23.42,28.61,23.62,18.64
16061,25.76,34.08,42.41,48.61,54.81,54.33,53.85,46.19,38.53
16063,43.52,34.27,25.02,19.36,13.69,17.82,21.96,44.86,67.77
16065,70.77,75.42,80.07,74.19,68.31,76.58,84.85,88.13,91.41
16067,22.03,22.28,22.54,20.38,18.22,29.96,41.69,31.88,22.08
16069,26.81,31.79,36.77,36.56,36.34,28.2,20.05,20.11,20.17
16071,22.86,37.71,52.56,47.8,43.03,22.28,1.53,1.5,1.46
16073,90.29,82.41,74.53,53.76,32.99,22.5,12.0,10.3,8.59
16075,81.76,74.94,68.13,59.1,50.06,46.96,43.86,43.26,42.67
16077,48.2,47.18,46.16,34.75,23.34,43.06,62.79,75.67,88.55
16079,79.82,83.62,87.42,87.36,87.29,89.27,91.25,73.64,56.03
16081,73.96,55.36,36.77,47.66,58.54,57.2,55.86,30.14,4.42
16083,35.5,27.19,18.88,18.02,17.17,16.72,16.26,17.45,18.64
16085,14.74,19.22,23.69,26.46,29.24,15.38,1.53,2.72,3.91
16087,87.68,83.88,80.07,64.42,48.76,58.74,68.71,57.04,45.37
17001,36.55,40.12,43.68,40.01,36.34,34.78,33.23,33.1,32.96
17003,97.13,95.03,92.93,83.2,73.47,80.14,86.82,91.01,95.2
17005,44.57,40.67,36.77,30.06,23.34,17.27,11.2,25.79,40.38
17007,81.31,75.84,70.36,70.64,70.92,78.4,85.87,87.93,89.98
17009,15.31,20.6,25.88,27.56,29.24,22.75,16.26,11.79,7.32
17011,55.21,53.18,51.16,49.04,46.91,49.32,51.72,60.56,69.39
17013,36.55,35.38,34.22,38.62,43.03,41.08,39.12,37.9,36.68
17015,47.06,43.35,39.64,53.97,68.31,67.24,66.17,60.05,53.93
17017,72.78,73.66,74.53,69.14,63.76,69.62,75.49,69.68,63.86
17019,34.54,32.36,30.18,34.28,38.38,42.9,47.42,49.61,51.8
17021,28.02,26.52,25.02,21.1,17.17,18.61,20.05,31.36,42.67
17023,50.72,63.17,75.61,69.68,63.76,47.2,30.65,32.87,35.09
17025,38.81,37.79,36.77,43.42,50.06,56.42,62.79,68.32,73.85
17027,19.33,20.94,22.54,19.86,17.17,16.72,16.26,16.72,17.18
17029,79.05,68.59,58.13,55.78,53.44,66.68,79.92,81.98,84.03
17031,82.36,82.48,82.59,82.04,81.5,81.58,81.67,83.56,85.46
17033,58.8,53.52,48.23,48.5,48.76,39.7,30.65,26.36,22.08
17035,55.21,48.08,40.94,29.05,17.17,12.58,7.99,6.92,5.85
17037,70.77,75.42,80.07,78.98,77.9,77.97,78.04,81.4,84.76
17039,38.81,47.16,55.52,52.79,50.06,48.74,47.42,55.64,63.86
17041,23.78,26.08,28.37,28.81,29.24,23.34,17.44,17.31,17.18
17043,45.62,42.63,39.64,36.32,32.99,36.06,39.12,44.33,49.54
17045,79.82,79.94,80.07,69.3,58.54,50.11,41.69,44.54,47.38
17047,65.46,60.49,55.52,57.92,60.32,73.57,86.82,84.56,82.31
17049,24.86,24.28,23.69,23.52,23.34,17.27,11.2,11.34,11.49
17051,78.13,72.06,66.0,69.74,73.47,56.3,39.12,35.14,31.15
17053,69.02,64.24,59.47,53.19,46.91,43.02,39.12,44.33,49.54
17055,81.76,85.15,88.54,87.64,86.75,85.0,83.26,82.78,82.31
17057,57.59,60.6,63.61,66.64,69.68,74.8,79.92,81.56,83.2
17059,67.34,72.43,77.52,55.26,32.99,62.34,91.69,91.09,90.49
17061,57.59,61.12,64.66,44.6,24.55,19.26,13.97,18.95,23.93
17063,56.45,57.96,59.47,51.25,43.03,41.08,39.12,38.82,38.53
17065,36.55,27.04,17.54,16.19,14.84,18.4,21.96,32.32,42.67
17067,31.01,40.29,49.57,55.82,62.07,62.43,62.79,56.16,49.54
17069,95.13,97.08,99.04,99.06,99.08,86.64,74.19,43.22,12.25
17071,49.38,54.42,59.47,55.59,51.72,62.32,72.92,81.9,90.87
17073,22.03,25.2,28.37,35.7,43.03,39.21,35.39,40.38,45.37
17075,61.99,55.11,48.23,49.98,51.72,58.07,64.42,59.18,53.93
17077,70.77,73.74,76.7,84.22,91.75,92.12,92.49,91.95,91.41
17079,19.33,17.07,14.8,20.46,26.11,32.62,39.12,46.52,53.93
17081,70.77,75.42,80.07,78.98,77.9,75.41,72.92,76.71,80.5
17083,56.45,60.56,64.66,45.38,26.11,31.88,37.65,30.79,23.93
17085,18.53,21.11,23.69,28.34,32.99,21.1,9.2,11.42,13.65
17087,74.91,75.26,75.61,64.53,53.44,39.43,25.43,20.66,15.88
17089,56.45,53.8,51.16,50.61,50.06,50.89,51.72,53.88,56.03
17091,72.78,71.57,70.36,64.45,58.54,59.13,59.71,59.46,59.21
17093,40.08,34.22,28.37,34.09,39.81,36.52,33.23,36.8,40.38
17095,51.74,50.65,49.57,51.5,53.44,54.65,55.86,54.9,53.93
17097,57.59,55.08,52.56,52.14,51.72,54.82,57.92,56.97,56.03
17099,78.13,79.93,81.73,76.32,70.92,70.54,70.15,67.01,63.86
17101,18.53,25.76,32.98,48.37,63.76,53.81,43.86,67.18,90.49
17103,43.52,43.6,43.68,37.44,31.21,24.85,18.49,22.08,25.68
17105,38.81,39.22,39.64,44.2,48.76,49.16,49.55,39.4,29.24
17107,30.25,42.25,54.25,52.98,51.72,58.07,64.42,61.82,59.21
17109,71.89,75.6,79.31,79.51,79.71,86.46,93.22,92.18,91.15
17111,63.01,54.02,45.02,38.12,31.21,38.41,45.61,49.77,53.93
17113,24.86,23.27,21.68,19.95,18.22,18.36,18.49,19.33,20.17
17115,83.25,84.32,85.39,85.04,84.68,85.75,86.82,86.49,86.16
17117,57.59,68.83,80.07,77.44,74.81,68.12,61.43,54.4,47.38
17119,56.45,62.29,68.13,69.53,70.92,65.32,59.71,59.46,59.21
17121,72.78,75.15,77.52,84.84,92.17,92.12,92.08,91.74,91.41
17123,35.5,36.14,36.77,48.54,60.32,49.72,39.12,38.82,38.53
17125,57.59,71.49,85.39,83.86,82.32,76.92,71.51,65.36,59.21
17127,74.91,69.26,63.61,57.66,51.72,57.26,62.79,46.02,29.24
17129,22.03,28.12,34.22,37.02,39.81,44.68,49.55,51.74,53.93
17131,22.03,30.84,39.64,44.85,50.06,41.64,33.23,27.65,22.08
17133,18.53,19.55,20.57,17.13,13.69,11.44,9.2,7.05,4.9
17135,32.22,33.22,34.22,37.02,39.81,40.75,41.69,54.73,67.77
17137,55.21,55.36,55.52,56.1,56.69,59.06,61.43,70.31,79.19
17139,22.86,18.83,14.8,14.82,14.84,15.55,16.26,26.47,36.68
17141,64.02,54.52,45.02,50.86,56.69,64.81,72.92,73.39,73.85
17143,63.01,65.57,68.13,75.23,82.32,84.38,86.44,83.93,81.42
17145,66.35,56.26,46.16,58.54,70.92,67.67,64.42,69.93,75.44
17147,22.03,32.22,42.41,34.93,27.45,26.44,25.43,37.48,49.54
17149,25.76,35.96,46.16,47.46,48.76,55.09,61.43,55.48,49.54
17151,60.74,66.18,71.63,85.28,98.92,89.42,79.92,87.28,94.65
17153,89.37,91.31,93.25,92.23,91.21,84.05,76.89,57.71,38.53
17155,78.13,56.72,35.31,27.39,19.46,15.73,12.0,16.08,20.17
17157,28.84,28.02,27.19,35.11,43.03,41.08,39.12,49.16,59.21
17159,32.22,32.6,32.98,43.9,54.81,50.21,45.61,42.07,38.53
17161,48.2,55.12,62.05,64.51,66.97,66.57,66.17,71.44,76.71
17163,57.59,63.48,69.37,72.09,74.81,67.26,59.71,64.55,69.39
17165,90.61,92.54,94.46,93.78,93.09,90.54,88.0,80.26,72.51
17167,47.06,53.27,59.47,61.61,63.76,57.74,51.72,55.46,59.21
17169,17.06,29.0,40.94,45.5,50.06,66.66,83.26,82.78,82.31
17171,56.45,69.52,82.59,76.13,69.68,46.72,23.77,19.82,15.88
17173,33.43,31.8,30.18,32.53,34.87,32.76,30.65,32.87,35.09
17175,44.57,47.86,51.16,34.69,18.22,17.83,17.44,19.76,22.08
17177,80.58,76.1,71.63,73.22,74.81,77.36,79.92,70.76,61.6
17179,31.01,28.44,25.88,27.56,29.24,32.32,35.39,34.17,32.96
17181,65.46,53.94,42.41,55.36,68.31,62.08,55.86,66.9,77.95
17183,83.25,82.92,82.59,80.77,78.95,72.56,66.17,74.24,82.31
17185,57.59,65.25,72.91,64.8,56.69,47.9,39.12,40.9,42.67
17187,70.77,68.96,67.14,68.41,69.68,80.32,90.96,89.14,87.31
17189,22.86,26.52,30.18,28.82,27.45,41.66,55.86,52.7,49.54
17191,20.25,23.72,27.19,22.7,18.22,21.82,25.43,26.48,27.52
17193,42.73,57.18,71.63,76.98,82.32,76.24,70.15,47.92,25.68
17195,57.59,53.58,49.57,48.24,46.91,36.17,25.43,34.05,42.67
17197,56.45,53.01,49.57,47.24,44.9,47.22,49.55,52.79,56.03
17199,41.39,51.08,60.78,58.74,56.69,57.31,57.92,50.3,42.67
17201,85.9,86.66,87.42,88.76,90.1,88.84,87.59,88.07,88.55
17203,28.84,28.61,28.37,27.24,26.11,24.94,23.77,22.92,22.08
18001,36.55,34.06,31.58,25.52,19.46,17.28,15.09,17.63,20.17
18003,57.59,55.08,52.56,52.14,51.72,51.72,51.72,51.76,51.8
