FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP,2021 EPL_UNEMP,2022 EPL_UNEMP
29167,70.77,73.19,75.61,57.71,39.81,25.0,10.18,18.85,27.52
29169,92.23,90.7,89.18,88.84,88.5,67.96,47.42,48.48,49.54
29171,7.04,6.52,5.99,22.9,39.81,50.62,61.43,48.26,35.09
29173,21.11,33.64,46.16,39.58,32.99,44.42,55.86,58.73,61.6
29175,54.09,56.78,59.47,56.46,53.44,46.28,39.12,50.36,61.6
29177,57.59,61.8,66.0,53.83,41.66,30.86,20.05,19.35,18.64
29179,91.05,82.79,74.53,72.1,69.68,78.84,88.0,92.2,96.4
29181,86.66,75.66,64.66,67.79,70.92,61.32,51.72,39.62,27.52
29183,25.76,21.27,16.78,16.44,16.11,15.6,15.09,16.87,18.64
29185,72.78,72.84,72.91,49.51,26.11,24.04,21.96,16.73,11.49
29186,28.02,23.45,18.88,24.06,29.24,35.47,41.69,46.74,51.8
29187,64.02,60.5,56.99,55.21,53.44,45.54,37.65,44.72,51.8
29189,48.2,48.22,48.23,46.56,44.9,43.3,41.69,41.04,40.38
29195,26.81,24.68,22.54,22.94,23.34,18.66,13.97,13.81,13.65
29197,51.74,44.83,37.92,31.24,24.55,14.34,4.14,6.76,9.39
29199,7.48,15.58,23.69,32.67,41.66,24.51,7.35,5.04,2.74
29201,38.81,41.24,43.68,44.29,44.9,36.76,28.61,22.24,15.88
29203,68.04,69.2,70.36,67.06,63.76,49.58,35.39,24.52,13.65
29205,35.5,35.4,35.31,26.24,17.17,11.02,4.87,3.69,2.51
29207,63.01,64.5,66.0,60.4,54.81,56.36,57.92,49.15,40.38
29209,74.91,71.52,68.13,68.9,69.68,78.25,86.82,89.62,92.43
29211,24.86,19.83,14.8,14.24,13.69,10.52,7.35,8.92,10.5
29213,81.76,70.62,59.47,57.14,54.81,48.25,41.69,49.78,57.87
29215,47.06,52.6,58.13,74.11,90.1,82.8,75.49,74.67,73.85
29217,19.33,19.95,20.57,20.56,20.54,24.58,28.61,31.85,35.09
29219,71.89,59.02,46.16,49.8,53.44,42.04,30.65,41.22,51.8
29221,94.62,92.25,89.88,89.68,89.49,86.38,83.26,62.96,42.67
29223,65.46,71.49,77.52,83.51,89.49,88.74,88.0,90.07,92.14
29225,45.62,39.3,32.98,34.66,36.34,45.1,53.85,52.82,51.8
29227,17.77,17.28,16.78,20.06,23.34,14.96,6.59,4.32,2.04
29229,65.46,71.49,77.52,80.46,83.41,78.8,74.19,63.0,51.8
29510,93.0,90.5,88.0,86.7,85.41,75.79,66.17,65.02,63.86
30001,26.81,38.98,51.16,36.52,21.88,20.18,18.49,16.53,14.57
30003,99.4,99.02,98.63,98.23,97.83,98.39,98.95,99.24,99.52
30005,77.3,87.18,97.07,97.86,98.66,98.68,98.7,98.84,98.98
30007,12.86,22.92,32.98,46.65,60.32,78.14,95.96,93.88,91.79
30009,9.65,10.78,11.91,16.23,20.54,31.12,41.69,47.81,53.93
30011,0.83,3.41,5.99,5.62,5.25,6.62,7.99,9.25,10.5
30013,19.33,22.18,25.02,25.56,26.11,25.77,25.43,23.76,22.08
30015,10.09,10.01,9.93,10.58,11.24,22.24,33.23,46.22,59.21
30017,8.05,6.08,4.11,4.49,4.87,12.46,20.05,21.06,22.08
30019,5.35,4.42,3.5,3.4,3.31,3.14,2.96,3.44,3.91
30021,2.55,3.33,4.11,3.58,3.06,7.13,11.2,14.19,17.18
30023,38.81,25.36,11.91,12.18,12.45,18.94,25.43,28.29,31.15
30025,7.04,7.07,7.1,6.42,5.73,3.16,0.6,0.3,0.0
30027,7.04,7.3,7.55,7.0,6.46,10.78,15.09,16.87,18.64
30029,49.38,47.2,45.02,32.78,20.54,25.6,30.65,25.41,20.17
30031,28.02,28.2,28.37,22.24,16.11,12.66,9.2,8.26,7.32
30033,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30035,96.24,92.71,89.18,84.06,78.95,76.57,74.19,82.53,90.87
30037,8.63,6.96,5.28,12.37,19.46,13.4,7.35,5.25,3.15
30039,55.21,56.67,58.13,44.67,31.21,27.49,23.77,46.58,69.39
30041,12.13,20.25,28.37,46.06,63.76,69.62,75.49,54.22,32.96
30043,26.81,33.88,40.94,39.66,38.38,29.22,20.05,21.99,23.93
30045,11.56,9.33,7.1,10.97,14.84,11.42,7.99,9.25,10.5
30047,78.13,76.33,74.53,67.42,60.32,63.24,66.17,73.33,80.5
30049,20.25,17.99,15.73,14.71,13.69,17.82,21.96,23.82,25.68
30051,14.23,22.91,31.58,16.16,0.73,0.36,0.0,0.3,0.6
30053,89.88,91.06,92.23,93.5,94.78,92.3,89.82,86.93,84.03
30055,0.73,0.73,0.73,0.6,0.48,2.31,4.14,7.82,11.49
30057,16.17,15.95,15.73,15.92,16.11,15.04,13.97,11.68,9.39
30059,10.09,8.82,7.55,5.6,3.66,2.48,1.3,2.61,3.91
30061,94.94,73.05,51.16,61.04,70.92,73.9,76.89,52.2,27.52
30063,58.8,55.68,52.56,40.9,29.24,39.4,49.55,47.46,45.37
30065,11.56,23.44,35.31,48.69,62.07,71.87,81.67,67.8,53.93
30067,37.76,26.28,14.8,12.58,10.35,7.99,5.63,13.86,22.08
30069,22.86,18.24,13.63,13.04,12.45,17.2,21.96,11.84,1.72
30071,13.59,35.29,56.99,64.66,72.32,68.37,64.42,44.18,23.93
30073,35.5,53.56,71.63,71.97,72.32,82.0,91.69,85.44,79.19
30075,18.53,18.04,17.54,9.95,2.36,1.94,1.53,1.83,2.13
30077,4.62,3.2,1.78,1.46,1.15,1.78,2.42,27.11,51.8
30079,43.52,47.34,51.16,43.75,36.34,22.17,7.99,11.94,15.88
30081,60.74,61.4,62.05,59.37,56.69,60.56,64.42,53.54,42.67
30083,4.93,5.1,5.28,6.19,7.1,8.64,10.18,32.06,53.93
30085,9.04,24.99,40.94,68.94,96.94,96.9,96.85,94.96,93.06
30087,68.04,74.89,81.73,82.02,82.32,74.24,66.17,80.53,94.88
30089,71.89,75.6,79.31,82.71,86.11,68.91,51.72,55.46,59.21
30091,5.35,5.46,5.57,7.96,10.35,9.17,7.99,5.95,3.91
30093,36.55,44.56,52.56,47.11,41.66,49.79,57.92,52.65,47.38
30095,11.11,12.05,12.99,18.16,23.34,30.5,37.65,24.95,12.25
30097,5.7,3.04,0.38,0.7,1.02,1.72,2.42,4.87,7.32
30099,21.11,26.35,31.58,17.76,3.95,3.3,2.64,4.98,7.32
30101,3.09,2.02,0.96,1.06,1.15,7.56,13.97,23.46,32.96
30103,0.54,0.27,0.0,0.0,0.0,1.21,2.42,2.46,2.51
30105,10.54,15.56,20.57,36.14,51.72,60.94,70.15,52.62,35.09
30107,12.86,9.72,6.59,11.88,17.17,10.46,3.76,2.18,0.6
30109,2.55,4.27,5.99,5.62,5.25,3.07,0.89,0.44,0.0
30111,12.86,12.38,11.91,14.54,17.17,18.61,20.05,22.86,25.68
31001,31.01,30.6,30.18,23.14,16.11,12.66,9.2,11.42,13.65
31003,2.07,2.31,2.55,3.71,4.87,5.25,5.63,6.48,7.32
31005,3.09,7.5,11.91,6.65,1.4,1.14,0.89,0.92,0.95
31007,31.01,44.0,56.99,29.46,1.94,2.69,3.44,12.76,22.08
31009,0.19,0.57,0.96,0.48,0.0,0.0,0.0,2.92,5.85
31011,4.62,3.2,1.78,2.72,3.66,3.31,2.96,2.54,2.13
31013,13.31,15.04,16.78,30.84,44.9,46.16,47.42,41.26,35.09
31015,0.83,0.9,0.96,2.01,3.06,3.6,4.14,4.76,5.38
31017,0.45,0.42,0.38,0.59,0.8,1.24,1.69,1.42,1.15
31019,10.54,9.83,9.11,10.78,12.45,12.67,12.89,14.38,15.88
31021,3.09,4.84,6.59,8.92,11.24,25.18,39.12,26.38,13.65
31023,10.54,15.04,19.55,16.62,13.69,8.57,3.44,2.45,1.46
31025,12.13,11.4,10.67,11.56,12.45,12.22,12.0,10.3,8.59
31027,3.37,2.96,2.55,2.24,1.94,3.04,4.14,5.36,6.59
31029,0.57,1.18,1.78,4.78,7.77,14.86,21.96,17.1,12.25
31031,10.09,7.36,4.62,3.96,3.31,1.95,0.6,0.78,0.95
31033,3.85,4.41,4.97,7.66,10.35,11.18,12.0,12.12,12.25
31035,8.63,7.61,6.59,13.02,19.46,18.98,18.49,13.54,8.59
31037,41.39,35.78,30.18,22.51,14.84,9.49,4.14,4.52,4.9
31039,4.27,4.78,5.28,11.75,18.22,16.1,13.97,13.11,12.25
31041,2.36,3.49,4.62,7.93,11.24,8.44,5.63,5.03,4.42
31043,36.55,43.06,49.57,49.16,48.76,41.0,33.23,25.2,17.18
31045,5.7,4.38,3.06,2.5,1.94,3.4,4.87,4.39,3.91
31047,22.03,21.86,21.68,21.11,20.54,22.98,25.43,16.38,7.32
31049,5.35,13.51,21.68,30.03,38.38,35.8,33.23,32.19,31.15
31051,17.06,13.5,9.93,13.02,16.11,10.87,5.63,10.76,15.88
31053,32.22,24.88,17.54,26.2,34.87,38.28,41.69,39.18,36.68
31055,28.84,26.26,23.69,25.57,27.45,30.34,33.23,32.19,31.15
31057,11.11,11.51,11.91,7.61,3.31,2.78,2.26,1.43,0.6
31059,2.96,4.47,5.99,5.62,5.25,3.47,1.69,1.91,2.13
31061,9.65,9.79,9.93,6.62,3.31,2.02,0.73,6.11,11.49
31063,5.35,5.46,5.57,13.72,21.88,35.71,49.55,46.11,42.67
31065,11.56,11.74,11.91,8.58,5.25,3.94,2.64,2.38,2.13
31067,11.56,11.42,11.27,14.22,17.17,11.88,6.59,6.59,6.59
31069,8.63,6.62,4.62,3.63,2.64,4.44,6.24,15.96,25.68
31071,14.74,11.14,7.55,4.0,0.45,0.59,0.73,1.62,2.51
31073,32.22,26.4,20.57,15.9,11.24,7.1,2.96,3.44,3.91
31075,8.05,15.87,23.69,26.46,29.24,15.59,1.94,2.67,3.4
31077,4.62,3.34,2.07,2.36,2.64,2.64,2.64,4.01,5.38
31079,28.02,28.2,28.37,30.68,32.99,31.82,30.65,23.26,15.88
31081,4.62,4.19,3.76,5.76,7.77,12.6,17.44,22.48,27.52
31083,4.93,4.0,3.06,2.85,2.64,2.53,2.42,4.5,6.59
31085,2.23,2.31,2.39,1.9,1.4,1.14,0.89,0.74,0.6
31087,10.54,8.57,6.59,16.35,26.11,15.49,4.87,5.36,5.85
31089,1.11,1.27,1.43,1.51,1.59,1.92,2.26,2.7,3.15
31091,4.62,3.84,3.06,1.83,0.61,6.3,12.0,16.08,20.17
31093,16.17,12.64,9.11,12.61,16.11,18.08,20.05,27.57,35.09
31095,25.76,17.18,8.6,6.13,3.66,3.9,4.14,3.32,2.51
31097,9.65,9.38,9.11,6.99,4.87,7.52,10.18,6.79,3.4
31099,14.23,12.75,11.27,10.81,10.35,8.85,7.35,5.88,4.42
31101,7.48,11.14,14.8,17.67,20.54,22.98,25.43,18.84,12.25
31103,0.13,0.36,0.6,0.3,0.0,0.0,0.0,0.3,0.6
31105,24.86,27.52,30.18,53.72,77.26,77.08,76.89,42.74,8.59
31107,11.56,9.56,7.55,11.2,14.84,18.4,21.96,29.32,36.68
31109,23.78,21.33,18.88,18.02,17.17,18.61,20.05,20.11,20.17
31111,13.59,10.88,8.18,8.83,9.49,14.77,20.05,21.99,23.93
31113,1.11,0.92,0.73,0.36,0.0,0.34,0.67,0.81,0.95
31115,0.0,0.12,0.25,0.57,0.89,0.44,0.0,0.0,0.0
31117,1.37,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31119,8.63,8.4,8.18,10.32,12.45,14.94,17.44,14.84,12.25
31121,16.17,22.27,28.37,18.93,9.49,7.18,4.87,3.01,1.15
31123,16.17,13.42,10.67,31.2,51.72,54.82,57.92,61.88,65.83
31125,7.48,8.04,8.6,12.35,16.11,25.75,35.39,39.03,42.67
31127,55.21,50.11,45.02,39.01,32.99,47.21,61.43,70.31,79.19
31129,6.08,6.59,7.1,4.87,2.64,3.76,4.87,4.01,3.15
31131,17.06,15.02,12.99,11.67,10.35,11.18,12.0,16.08,20.17
31133,26.81,17.18,7.55,11.83,16.11,27.62,39.12,24.81,10.5
31135,1.56,2.31,3.06,2.33,1.59,1.56,1.53,2.14,2.74
31137,1.11,1.19,1.27,1.08,0.89,1.1,1.3,1.51,1.72
31139,13.59,14.19,14.8,10.63,6.46,12.48,18.49,14.5,10.5
31141,15.31,17.94,20.57,21.22,21.88,14.93,7.99,6.92,5.85
31143,4.93,9.28,13.63,30.27,46.91,54.85,62.79,34.32,5.85
31145,21.11,23.06,25.02,19.93,14.84,31.13,47.42,28.4,9.39
31147,21.11,20.84,20.57,18.87,17.17,20.47,23.77,36.66,49.54
31149,2.55,2.31,2.07,1.34,0.61,1.52,2.42,2.58,2.74
31151,17.77,13.85,9.93,11.81,13.69,11.44,9.2,8.26,7.32
31153,16.17,14.04,11.91,12.18,12.45,14.94,17.44,14.84,12.25
31155,8.05,7.58,7.1,7.1,7.1,6.67,6.24,8.37,10.5
31157,22.86,25.62,28.37,35.7,43.03,42.36,41.69,33.68,25.68
31159,11.56,11.12,10.67,7.96,5.25,7.22,9.2,8.9,8.59
31161,2.55,3.16,3.76,5.43,7.1,5.43,3.76,6.18,8.59
31163,7.48,5.8,4.11,4.03,3.95,11.22,18.49,28.51,38.53
31165,1.56,0.78,0.0,0.8,1.59,6.4,11.2,22.08,32.96
31167,3.85,6.48,9.11,10.18,11.24,9.62,7.99,4.72,1.46
31169,1.11,1.34,1.56,1.58,1.59,2.86,4.14,12.16,20.17
31171,0.25,1.4,2.55,3.1,3.66,4.95,6.24,3.98,1.72
31173,95.38,96.7,98.03,98.25,98.47,98.22,97.96,97.18,96.4
31175,0.83,1.69,2.55,3.1,3.66,2.68,1.69,1.48,1.27
31177,1.91,1.85,1.78,4.44,7.1,8.64,10.18,8.39,6.59
31179,12.86,8.74,4.62,4.47,4.33,10.29,16.26,20.1,23.93
31181,13.59,10.57,7.55,7.32,7.1,6.36,5.63,5.5,5.38
31183,5.7,3.1,0.51,0.56,0.61,0.3,0.0,1.7,3.4
31185,3.09,2.33,1.56,6.4,11.24,13.16,15.09,14.83,14.57
32001,88.19,90.38,92.58,84.2,75.83,72.27,68.71,73.33,77.95
32003,84.37,83.05,81.73,78.78,75.83,78.75,81.67,85.82,89.98
32005,63.01,61.24,59.47,52.18,44.9,39.06,33.23,25.93,18.64
32007,17.77,20.73,23.69,28.34,32.99,35.32,37.65,43.6,49.54
32009,95.8,93.66,91.53,47.74,3.95,9.52,15.09,32.32,49.54
32011,10.09,11.54,12.99,6.49,0.0,0.0,0.0,0.0,0.0
32013,68.04,65.04,62.05,54.48,46.91,37.06,27.21,33.79,40.38
32015,85.9,75.28,64.66,77.94,91.21,92.44,93.67,95.93,98.19
32017,94.21,85.86,77.52,86.34,95.16,74.5,53.85,45.26,36.68
32019,95.8,94.36,92.93,90.48,88.03,88.32,88.61,87.38,86.16
32021,96.47,96.06,95.64,97.02,98.41,98.33,98.25,84.54,70.82
32023,95.38,96.14,96.91,94.33,91.75,91.72,91.69,93.44,95.2
32027,81.31,45.99,10.67,42.07,73.47,82.78,92.08,92.44,92.81
32029,88.98,52.36,15.73,22.48,29.24,27.33,25.43,55.1,84.76
32031,73.96,69.98,66.0,58.86,51.72,53.79,55.86,55.94,56.03
32033,73.96,69.31,64.66,43.27,21.88,16.03,10.18,23.43,36.68
32510,93.98,87.54,81.09,71.58,62.07,52.96,43.86,46.7,49.54
33001,23.78,24.83,25.88,31.11,36.34,31.78,27.21,20.43,13.65
33003,26.81,26.34,25.88,22.67,19.46,40.44,61.43,64.6,67.77
33005,44.57,34.8,25.02,23.45,21.88,25.24,28.61,27.14,25.68
33007,38.81,43.52,48.23,49.98,51.72,51.72,51.72,45.12,38.53
33009,17.77,19.17,20.57,18.87,17.17,15.57,13.97,14.27,14.57
33011,31.01,29.1,27.19,28.22,29.24,29.94,30.65,29.94,29.24
33013,23.78,23.16,22.54,22.94,23.34,22.65,21.96,24.74,27.52
33015,25.76,24.72,23.69,22.12,20.54,20.3,20.05,21.99,23.93
33017,32.22,31.9,31.58,28.84,26.11,29.67,33.23,31.24,29.24
33019,31.01,25.28,19.55,20.05,20.54,15.36,10.18,13.03,15.88
34001,87.68,90.3,92.93,92.72,92.52,92.1,91.69,91.92,92.14
34003,37.76,36.54,35.31,34.15,32.99,38.42,43.86,54.84,65.83
34005,55.21,59.94,64.66,64.21,63.76,61.73,59.71,58.79,57.87
34007,80.58,77.55,74.53,74.67,74.81,76.95,79.09,82.62,86.16
34009,69.91,74.21,78.51,79.51,80.51,79.8,79.09,79.8,80.5
34011,90.29,87.17,84.05,80.66,77.26,82.94,88.61,89.55,90.49
34013,91.72,92.76,93.79,92.16,90.54,89.58,88.61,90.71,92.81
34015,67.34,67.24,67.14,65.45,63.76,60.84,57.92,58.56,59.21
34017,70.77,68.96,67.14,63.73,60.32,60.01,59.71,65.26,70.82
34019,34.54,31.46,28.37,26.46,24.55,26.58,28.61,38.0,47.38
34021,71.89,72.4,72.91,71.91,70.92,70.54,70.15,72.8,75.44
34023,50.72,51.64,52.56,52.14,51.72,58.94,66.17,72.06,77.95
34025,51.74,50.65,49.57,47.24,44.9,49.38,53.85,58.85,63.86
34027,34.54,33.76,32.98,34.66,36.34,42.94,49.55,55.58,61.6
34029,68.04,64.41,60.78,58.74,56.69,57.31,57.92,63.65,69.39
34031,66.35,59.45,52.56,47.11,41.66,57.92,74.19,82.34,90.49
34033,85.9,82.98,80.07,78.66,77.26,79.9,82.53,86.84,91.15
34035,28.84,29.51,30.18,31.58,32.99,36.06,39.12,47.58,56.03
34037,61.99,58.76,55.52,54.48,53.44,55.68,57.92,61.88,65.83
34039,74.91,73.27,71.63,67.69,63.76,64.96,66.17,71.44,76.71
34041,63.01,66.19,69.37,66.56,63.76,64.96,66.17,70.01,73.85
35001,54.09,55.54,56.99,60.38,63.76,63.27,62.79,63.32,63.86
35003,90.29,52.54,14.8,7.4,0.0,28.96,57.92,63.65,69.39
35005,38.81,46.53,54.25,55.47,56.69,56.28,55.86,58.73,61.6
35006,95.96,97.22,98.47,98.63,98.79,98.28,97.77,92.54,87.31
35007,40.08,65.95,91.82,91.52,91.21,68.41,45.61,32.89,20.17
35009,55.21,65.41,75.61,73.26,70.92,79.46,88.0,89.44,90.87
35011,45.62,45.89,46.16,32.81,19.46,57.32,95.19,94.0,92.81
35013,84.97,86.48,88.0,86.7,85.41,86.12,86.82,85.01,83.2
35015,36.55,34.06,31.58,32.29,32.99,35.32,37.65,38.09,38.53
35017,60.74,70.03,79.31,79.51,79.71,84.16,88.61,89.3,89.98
35019,3.37,1.81,0.25,32.01,63.76,71.43,79.09,87.64,96.18
35021,92.23,65.07,37.92,49.12,60.32,39.4,18.49,52.32,86.16
35023,87.68,89.6,91.53,91.04,90.54,87.18,83.83,63.25,42.67
35025,26.81,36.48,46.16,55.8,65.45,73.08,80.71,84.34,87.97
35027,50.72,49.48,48.23,38.74,29.24,41.54,53.85,57.72,61.6
35028,8.63,7.1,5.57,11.9,18.22,20.09,21.96,13.9,5.85
35029,94.21,95.56,96.91,96.92,96.94,95.86,94.78,89.77,84.76
35031,92.23,95.19,98.15,98.56,98.98,98.68,98.38,97.1,95.83
35033,9.04,8.07,7.1,42.5,77.9,85.96,94.02,91.0,87.97
35035,90.29,90.26,90.23,86.82,83.41,88.32,93.22,94.52,95.83
35037,9.04,7.52,5.99,33.16,60.32,35.25,10.18,30.99,51.8
35039,90.61,85.85,81.09,81.235,81.38,81.52499999999999,81.67,77.76,73.85
35041,63.01,76.8,90.58,90.34,90.1,90.68,91.25,86.34,81.42
35043,59.82,65.72,71.63,76.07,80.51,79.28,78.04,75.28,72.51
35045,57.59,70.82,84.05,86.5,88.95,89.38,89.82,91.95,94.08
35047,21.11,22.4,23.69,44.57,65.45,64.94,64.42,74.23,84.03
35049,57.59,52.91,48.23,40.61,32.99,41.27,49.55,56.7,63.86
35051,28.02,56.38,84.75,90.18,95.61,91.6,87.59,68.56,49.54
35053,41.39,38.35,35.31,35.83,36.34,40.98,45.61,44.14,42.67
35055,92.23,87.41,82.59,84.35,86.11,87.96,89.82,81.16,72.51
35057,94.43,88.08,81.73,63.32,44.9,69.06,93.22,95.34,97.45
35059,10.54,9.36,8.18,5.62,3.06,11.56,20.05,45.44,70.82
35061,88.19,88.36,88.54,87.32,86.11,86.46,86.82,87.68,88.55
36001,32.22,33.76,35.31,36.84,38.38,41.12,43.86,51.54,59.21
36003,65.46,66.3,67.14,63.73,60.32,58.09,55.86,71.58,87.31
36005,94.75,94.92,95.1,94.98,94.87,95.42,95.96,96.96,97.96
36007,52.88,55.5,58.13,63.22,68.31,77.38,86.44,85.24,84.03
36009,56.45,57.96,59.47,61.61,63.76,63.27,62.79,63.32,63.86
36011,49.38,50.27,51.16,49.96,48.76,48.09,47.42,43.9,40.38
36013,51.74,58.2,64.66,68.49,72.32,66.88,61.43,62.64,63.86
36015,24.86,28.92,32.98,37.32,41.66,55.19,68.71,73.33,77.95
36017,52.88,52.72,52.56,53.0,53.44,65.17,76.89,81.18,85.46
36019,37.76,41.96,46.16,42.27,38.38,40.03,41.69,45.62,49.54
36021,44.57,38.08,31.58,35.7,39.81,52.12,64.42,68.46,72.51
36023,34.54,30.86,27.19,30.09,32.99,47.89,62.79,63.32,63.86
36025,69.02,69.2,69.37,56.2,43.03,40.34,37.65,56.54,75.44
36027,60.74,60.76,60.78,58.74,56.69,54.2,51.72,53.88,56.03
36029,44.57,42.1,39.64,39.01,38.38,42.9,47.42,51.72,56.03
36031,52.88,56.18,59.47,57.14,54.81,50.21,45.61,51.74,57.87
36033,55.21,63.42,71.63,73.22,74.81,78.24,81.67,69.77,57.87
36035,68.04,67.02,66.0,63.16,60.32,45.48,30.65,35.51,40.38
36037,41.39,35.78,30.18,33.26,36.34,33.49,30.65,40.1,49.54
36039,68.04,65.82,63.61,49.24,34.87,30.15,25.43,20.0,14.57
36041,38.81,58.66,78.51,80.96,83.41,45.0,6.59,30.26,53.93
36043,60.74,67.64,74.53,75.18,75.83,73.67,71.51,55.02,38.53
36045,79.82,79.94,80.07,73.52,66.97,66.57,66.17,72.68,79.19
36047,73.96,75.33,76.7,75.09,73.47,75.18,76.89,82.1,87.31
36049,59.82,62.24,64.66,68.49,72.32,60.93,49.55,54.38,59.21
36051,23.78,24.83,25.88,26.66,27.45,29.05,30.65,40.1,49.54
36053,17.77,20.73,23.69,30.02,36.34,32.48,28.61,32.65,36.68
36055,47.06,52.02,56.99,56.84,56.69,57.31,57.92,59.76,61.6
36057,71.89,71.12,70.36,75.44,80.51,75.33,70.15,71.33,72.51
36059,35.5,35.4,35.31,32.28,29.24,31.24,33.23,40.3,47.38
36061,48.2,49.68,51.16,52.3,53.44,58.93,64.42,73.81,83.2
36063,47.06,50.66,54.25,50.58,46.91,51.39,55.86,63.34,70.82
36065,45.62,48.39,51.16,50.61,50.06,44.59,39.12,40.9,42.67
36067,43.52,46.54,49.57,54.06,58.54,61.48,64.42,66.1,67.77
36069,30.25,30.92,31.58,28.84,26.11,24.94,23.77,29.43,35.09
36071,45.62,46.92,48.23,44.02,39.81,43.62,47.42,54.51,61.6
36073,72.78,65.46,58.13,51.52,44.9,57.53,70.15,72.8,75.44
36075,70.77,74.14,77.52,79.92,82.32,80.18,78.04,82.68,87.31
36077,42.73,46.94,51.16,58.31,65.45,64.94,64.42,60.22,56.03
36079,43.52,42.23,40.94,43.92,46.91,45.38,43.86,43.26,42.67
36081,63.01,63.31,63.61,62.84,62.07,66.11,70.15,77.46,84.76
36083,50.72,50.14,49.57,46.3,43.03,48.44,53.85,60.81,67.77
36085,41.39,41.16,40.94,40.38,39.81,44.68,49.55,56.7,63.86
36087,47.06,49.81,52.56,51.31,50.06,54.89,59.71,68.21,76.71
36089,75.68,80.22,84.75,81.32,77.9,78.91,79.92,78.94,77.95
36091,26.81,28.5,30.18,26.03,21.88,19.66,17.44,21.56,25.68
36093,50.72,54.42,58.13,63.22,68.31,74.99,81.67,77.76,73.85
36095,81.76,83.58,85.39,70.1,54.81,56.36,57.92,59.76,61.6
36097,28.02,42.5,56.99,53.52,50.06,57.24,64.42,66.9,69.39
36099,26.81,27.59,28.37,23.3,18.22,22.72,27.21,36.29,45.37
36101,52.88,56.83,60.78,63.87,66.97,65.69,64.42,71.18,77.95
36103,35.5,37.57,39.64,37.99,36.34,39.02,41.69,46.74,51.8
36105,87.17,86.28,85.39,82.95,80.51,82.17,83.83,85.0,86.16
36107,41.39,44.81,48.23,56.0,63.76,64.09,64.42,66.1,67.77
36109,22.03,26.1,30.18,32.53,34.87,34.05,33.23,41.38,49.54
36111,69.91,70.77,71.63,66.85,62.07,60.89,59.71,58.79,57.87
36113,32.22,35.07,37.92,34.56,31.21,32.22,33.23,35.88,38.53
36115,66.35,66.74,67.14,60.29,53.44,58.12,62.79,60.33,57.87
36117,38.81,45.68,52.56,54.62,56.69,41.06,25.43,32.9,40.38
36119,47.06,50.66,54.25,54.53,54.81,59.61,64.42,69.14,73.85
36121,38.81,46.53,54.25,55.47,56.69,51.15,45.61,41.14,36.68
36123,34.54,45.03,55.52,45.93,36.34,31.78,27.21,23.69,20.17
37001,63.01,57.09,51.16,52.3,53.44,54.65,55.86,55.94,56.03
37003,72.78,71.57,70.36,70.02,69.68,67.92,66.17,66.97,67.77
37005,89.88,68.02,46.16,51.42,56.69,38.37,20.05,40.83,61.6
37007,98.98,98.14,97.29,95.38,93.47,89.16,84.85,82.02,79.19
37009,59.82,60.3,60.78,47.82,34.87,36.99,39.12,48.5,57.87
37011,52.88,59.44,66.0,47.62,29.24,46.83,64.42,60.22,56.03
37013,88.19,86.12,84.05,86.5,88.95,84.83,80.71,74.24,67.77
37015,95.13,96.1,97.07,96.84,96.62,96.13,95.64,87.42,79.19
37017,88.19,82.44,76.7,75.76,74.81,63.26,51.72,58.78,65.83
37019,89.88,86.24,82.59,73.17,63.76,66.96,70.15,63.09,56.03
37021,45.62,41.77,37.92,31.24,24.55,21.0,17.44,22.48,27.52
37023,89.37,89.28,89.18,89.06,88.95,83.49,78.04,75.94,73.85
37025,78.13,71.4,64.66,61.6,58.54,55.13,51.72,52.82,53.93
37027,91.5,89.46,87.42,77.87,68.31,72.6,76.89,73.86,70.82
37029,77.3,83.76,90.23,90.72,91.21,91.45,91.69,80.54,69.39
37031,77.3,77.9,78.51,73.41,68.31,63.12,57.92,55.92,53.93
37033,84.37,85.68,86.98,78.95,70.92,68.54,66.17,70.01,73.85
37035,59.82,62.24,64.66,69.06,73.47,71.81,70.15,64.01,57.87
37037,66.35,64.98,63.61,53.32,43.03,41.08,39.12,26.84,14.57
37039,66.35,64.2,62.05,63.75,65.45,57.5,49.55,51.74,53.93
37041,86.66,91.42,96.18,95.97,95.76,76.84,57.92,49.15,40.38
37043,91.05,88.7,86.34,46.4,6.46,14.21,21.96,28.52,35.09
37045,91.05,92.56,94.08,92.31,90.54,87.7,84.85,82.02,79.19
37047,73.96,72.8,71.63,72.55,73.47,68.95,64.42,67.62,70.82
37049,88.19,86.12,84.05,83.73,83.41,77.46,71.51,64.69,57.87
37051,88.98,90.26,91.53,90.51,89.49,88.54,87.59,89.23,90.87
37053,41.39,41.16,40.94,39.66,38.38,28.44,18.49,19.33,20.17
37055,28.84,32.8,36.77,40.84,44.9,53.84,62.79,60.33,57.87
37057,83.25,84.0,84.75,80.29,75.83,68.63,61.43,50.9,40.38
37059,52.88,48.28,43.68,46.87,50.06,40.36,30.65,39.02,47.38
37061,83.92,85.67,87.42,88.46,89.49,79.1,68.71,66.28,63.86
