FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH,2021 EPL_NOVEH,2022 EPL_NOVEH
12039,94.46,93.79,93.12,94.06,95.0,93.26,91.53,91.48,91.44
12041,57.15,47.64,38.14,36.93,35.72,49.21,62.7,70.31,77.92
12043,23.62,36.2,48.77,38.62,28.46,22.95,17.44,10.84,4.23
12045,38.2,35.59,32.98,30.72,28.46,22.25,16.04,20.47,24.91
12047,71.89,82.2,92.52,90.72,88.92,86.47,84.02,71.8,59.59
12049,81.12,75.81,70.49,62.45,54.41,43.44,32.46,36.83,41.2
12051,77.17,82.66,88.16,86.04,83.92,77.33,70.75,73.24,75.72
12053,38.2,32.25,26.3,25.25,24.2,30.98,37.75,41.14,44.54
12055,67.53,62.77,58.01,50.13,42.25,42.53,42.81,44.62,46.42
12057,67.53,67.8,68.07,66.86,65.65,62.54,59.42,58.85,58.29
12059,51.29,59.17,67.05,69.64,72.24,53.97,35.71,40.12,44.54
12061,34.8,38.33,41.87,43.11,44.35,40.03,35.71,33.16,30.61
12063,75.96,81.58,87.2,84.34,81.47,73.52,65.56,55.99,46.42
12065,80.32,70.08,59.85,41.16,22.48,37.35,52.23,62.13,72.03
12067,49.32,56.14,62.97,68.98,74.98,47.42,19.86,11.49,3.12
12069,44.51,44.04,43.58,42.92,42.25,36.4,30.55,28.82,27.08
12071,36.52,36.39,36.26,36.7,37.15,39.08,41.02,42.78,44.54
12073,61.76,60.8,59.85,60.14,60.43,61.57,62.7,66.72,70.73
12075,62.97,62.26,61.54,50.22,38.9,34.72,30.55,34.03,37.51
12077,42.38,42.98,43.58,45.18,46.77,49.5,52.23,65.85,79.48
12079,92.77,92.2,91.63,93.42,95.22,92.9,90.58,90.42,90.26
12081,38.2,39.03,39.86,37.79,35.72,30.74,25.75,25.33,24.91
12083,51.29,46.58,41.87,41.34,40.82,39.29,37.75,39.48,41.2
12085,24.99,27.19,29.39,34.15,38.9,38.32,37.75,39.48,41.2
12086,93.09,92.93,92.77,92.38,91.98,91.92,91.85,91.38,90.9
12087,74.12,74.44,74.75,72.38,70.01,72.67,75.33,71.93,68.53
12089,9.36,17.83,26.3,23.72,21.14,15.26,9.39,10.63,11.87
12091,29.74,30.52,31.3,35.1,38.9,33.22,27.53,24.1,20.68
12093,22.03,21.2,20.38,21.43,22.48,20.52,18.56,16.34,14.13
12095,57.15,58.5,59.85,57.13,54.41,50.23,46.05,46.24,46.42
12097,51.29,49.32,47.34,44.79,42.25,43.23,44.21,38.95,33.69
12099,60.17,60.85,61.54,59.71,57.88,58.0,58.12,58.86,59.59
12101,47.63,48.98,50.33,48.55,46.77,43.9,41.02,40.2,39.39
12103,85.23,83.59,81.95,80.76,79.56,78.14,76.73,73.73,70.73
12105,64.34,62.1,59.85,54.16,48.46,48.05,47.64,47.03,46.42
12107,75.96,76.28,76.6,74.99,73.38,75.06,76.73,77.32,77.92
12109,17.13,15.58,14.04,10.17,6.3,5.4,4.49,5.22,5.95
12111,58.87,55.4,51.93,44.54,37.15,33.85,30.55,32.12,33.69
12113,15.79,14.92,14.04,12.13,10.22,10.81,11.39,14.86,18.33
12115,49.32,44.59,39.86,39.38,38.9,39.12,39.34,35.76,32.17
12117,13.34,13.69,14.04,14.31,14.58,16.57,18.56,21.0,23.45
12119,18.08,15.34,12.61,11.84,11.08,12.35,13.62,15.98,18.33
12121,64.34,61.18,58.01,54.72,51.42,64.53,77.63,67.96,58.29
12123,55.78,56.9,58.01,62.52,67.02,70.45,73.87,62.82,51.77
12125,60.17,63.02,65.87,53.34,40.82,37.47,34.12,27.4,20.68
12127,62.97,60.49,58.01,56.21,54.41,53.32,52.23,52.9,53.58
12129,14.65,17.52,20.38,15.3,10.22,6.94,3.66,10.3,16.93
12131,31.36,38.36,45.37,47.7,50.02,42.07,34.12,28.78,23.45
12133,47.63,49.78,51.93,49.35,46.77,32.66,18.56,14.72,10.88
13001,77.94,77.27,76.6,80.56,84.53,83.0,81.48,79.04,76.61
13003,87.3,83.51,79.72,78.83,77.94,59.48,41.02,36.6,32.17
13005,60.17,50.02,39.86,39.38,38.9,58.26,77.63,77.12,76.61
13007,83.86,78.35,72.84,77.43,82.01,79.37,76.73,75.67,74.61
13009,75.96,76.68,77.4,78.04,78.67,69.76,60.85,65.17,69.49
13011,31.36,29.49,27.63,33.26,38.9,24.59,10.28,8.62,6.97
13013,14.65,13.63,12.61,12.35,12.1,15.33,18.56,17.74,16.93
13015,27.98,25.69,23.4,23.8,24.2,22.03,19.86,16.43,13.01
13017,97.87,98.36,98.85,98.65,98.44,93.81,89.18,90.62,92.05
13019,82.84,85.91,88.98,89.86,90.74,73.63,56.52,39.3,22.08
13021,94.3,95.0,95.7,95.35,95.0,95.44,95.89,95.76,95.64
13023,52.98,61.74,70.49,64.78,59.06,30.82,2.58,13.74,24.91
13025,27.98,22.11,16.24,16.67,17.1,17.83,18.56,42.3,66.05
13027,62.97,66.73,70.49,64.78,59.06,51.64,44.21,59.41,74.61
13029,7.13,14.6,22.06,29.6,37.15,28.51,19.86,15.87,11.87
13031,52.98,51.66,50.33,46.29,42.25,41.64,41.02,45.66,50.3
13033,84.59,76.33,68.07,76.3,84.53,87.03,89.53,91.02,92.52
13035,19.33,38.67,58.01,60.62,63.23,43.6,23.97,21.15,18.33
13037,98.03,92.06,86.09,89.35,92.61,89.56,86.51,82.99,79.48
13039,34.8,37.33,39.86,35.93,32.0,42.82,53.63,55.96,58.29
13043,84.59,76.33,68.07,78.24,88.41,83.82,79.22,69.4,59.59
13045,44.51,48.95,53.39,47.82,42.25,32.44,22.63,26.62,30.61
13047,18.08,16.06,14.04,14.88,15.73,24.92,34.12,31.46,28.79
13049,91.95,85.84,79.72,83.29,86.85,77.02,67.19,60.38,53.58
13051,77.94,78.83,79.72,80.6,81.47,79.55,77.63,76.68,75.72
13053,13.34,34.15,54.95,53.18,51.42,46.22,41.02,20.78,0.54
13055,58.87,55.4,51.93,51.68,51.42,53.18,54.93,54.26,53.58
13057,6.08,8.42,10.76,9.3,7.83,7.51,7.19,6.17,5.15
13059,69.79,75.87,81.95,85.18,88.41,86.55,84.69,75.96,67.23
13061,99.36,99.32,99.27,98.73,98.19,91.78,85.36,84.66,83.96
13063,71.06,70.78,70.49,70.25,70.01,73.0,76.0,76.31,76.61
13065,94.91,94.16,93.41,88.13,82.84,81.7,80.55,87.35,94.15
13067,19.33,18.44,17.54,17.32,17.1,17.83,18.56,18.44,18.33
13069,84.59,84.42,84.24,86.06,87.87,80.87,73.87,69.42,64.97
13071,91.95,91.79,91.63,89.75,87.87,79.76,71.64,71.18,70.73
13073,4.78,5.14,5.51,5.27,5.03,6.11,7.19,8.04,8.88
13075,67.53,73.62,79.72,80.6,81.47,77.19,72.92,75.42,77.92
13077,14.65,16.1,17.54,21.58,25.63,21.54,17.44,17.89,18.33
13079,40.18,42.78,45.37,49.89,54.41,63.66,72.92,67.58,62.23
13081,88.92,92.0,95.07,95.72,96.37,97.2,98.03,97.72,97.42
13083,23.62,31.74,39.86,53.44,67.02,51.36,35.71,21.34,6.97
13085,4.33,6.1,7.86,5.73,3.6,2.66,1.72,3.83,5.95
13087,91.66,92.54,93.41,89.56,85.71,85.2,84.69,84.02,83.36
13089,86.47,85.6,84.72,84.32,83.92,83.68,83.45,81.46,79.48
13091,88.38,88.92,89.46,87.0,84.53,75.86,67.19,68.96,70.73
13093,80.32,77.1,73.89,82.8,91.72,89.6,87.49,88.43,89.37
13095,96.31,96.35,96.4,96.66,96.91,96.5,96.09,95.39,94.69
13097,19.33,17.78,16.24,20.22,24.2,20.12,16.04,19.06,22.08
13099,96.43,93.33,90.23,87.38,84.53,89.76,95.0,95.16,95.32
13101,27.98,16.74,5.51,5.9,6.3,7.35,8.4,4.76,1.11
13103,8.44,6.98,5.51,6.39,7.26,6.54,5.82,5.88,5.95
13105,69.79,72.83,75.87,80.58,85.29,84.65,84.02,85.28,86.54
13107,88.38,90.18,91.98,91.69,91.4,92.98,94.56,90.55,86.54
13109,73.0,74.8,76.6,67.83,59.06,44.8,30.55,28.82,27.08
13111,38.2,32.25,26.3,27.38,28.46,31.29,34.12,28.1,22.08
13113,3.88,4.7,5.51,5.9,6.3,8.29,10.28,11.08,11.87
13115,79.59,78.5,77.4,80.12,82.84,83.43,84.02,84.26,84.51
13117,4.33,3.47,2.61,2.56,2.52,2.41,2.29,2.7,3.12
13119,79.59,76.74,73.89,68.56,63.23,49.47,35.71,32.25,28.79
13121,94.46,94.28,94.11,93.86,93.6,94.08,94.56,94.36,94.15
13123,42.38,34.34,26.3,34.28,42.25,34.0,25.75,23.22,20.68
13125,9.36,18.5,27.63,42.76,57.88,75.87,93.86,93.59,93.32
13127,62.97,67.4,71.82,66.9,61.99,59.26,56.52,56.07,55.62
13129,34.8,36.47,38.14,50.07,61.99,64.59,67.19,51.35,35.51
13131,88.03,85.38,82.74,66.38,50.02,52.48,54.93,48.94,42.95
13133,73.0,76.36,79.72,78.29,76.85,55.48,34.12,27.4,20.68
13135,8.44,9.6,10.76,12.02,13.28,12.34,11.39,13.38,15.37
13137,36.52,38.19,39.86,42.1,44.35,46.0,47.64,35.54,23.45
13139,49.32,44.59,39.86,40.34,40.82,45.68,50.54,56.38,62.23
13141,95.38,91.93,88.48,91.04,93.6,95.21,96.82,96.65,96.47
13143,42.38,39.32,36.26,34.13,32.0,30.54,29.09,23.01,16.93
13145,6.08,10.06,14.04,11.28,8.53,6.1,3.66,3.39,3.12
13147,36.52,33.91,31.3,36.78,42.25,44.94,47.64,57.44,67.23
13149,34.8,33.89,32.98,39.88,46.77,42.26,37.75,39.48,41.2
13151,7.13,7.08,7.04,5.44,3.85,3.58,3.31,3.94,4.58
13153,17.13,20.26,23.4,26.76,30.12,32.12,34.12,31.46,28.79
13155,36.52,56.96,77.4,78.04,78.67,76.27,73.87,71.68,69.49
13157,24.99,27.19,29.39,29.76,30.12,22.49,14.86,12.87,10.88
13159,19.33,47.6,75.87,62.95,50.02,31.82,13.62,13.32,13.01
13161,78.83,75.32,71.82,78.76,85.71,86.36,87.01,83.24,79.48
13163,98.15,98.38,98.6,97.9,97.2,96.44,95.67,92.11,88.55
13165,73.0,84.76,96.53,95.16,93.79,89.58,85.36,76.3,67.23
13167,90.29,91.7,93.12,93.58,94.05,87.76,81.48,65.08,48.68
13169,19.33,17.78,16.24,25.02,33.81,29.78,25.75,31.63,37.51
13171,52.98,57.26,61.54,59.71,57.88,60.29,62.7,37.29,11.87
13173,77.94,84.29,90.64,88.74,86.85,89.86,92.87,72.32,51.77
13175,77.17,77.28,77.4,77.12,76.85,65.89,54.93,59.95,64.97
13177,10.73,9.3,7.86,10.57,13.28,9.2,5.12,8.49,11.87
13179,49.32,49.04,48.77,53.32,57.88,44.22,30.55,41.16,51.77
13181,82.84,83.54,84.24,64.3,44.35,63.3,82.24,78.98,75.72
13183,44.51,37.9,31.3,25.5,19.71,46.79,73.87,77.55,81.23
13185,71.89,76.3,80.71,78.78,76.85,82.17,87.49,82.71,77.92
13187,14.65,11.26,7.86,9.98,12.1,14.77,17.44,12.78,8.11
13189,81.12,78.86,76.6,84.82,93.03,86.79,80.55,59.97,39.39
13191,40.18,24.45,8.72,17.84,26.97,43.19,59.42,63.32,67.23
13193,97.58,97.85,98.12,98.04,97.96,97.42,96.88,97.39,97.9
13195,15.79,14.2,12.61,11.42,10.22,13.13,16.04,20.47,24.91
13197,88.92,81.4,73.89,67.94,61.99,62.35,62.7,63.28,63.86
13199,88.92,92.0,95.07,94.34,93.6,92.31,91.02,83.37,75.72
13201,82.23,78.49,74.75,75.3,75.84,87.06,98.28,96.88,95.48
13205,96.15,96.28,96.4,95.81,95.22,96.68,98.15,97.9,97.65
13207,55.78,54.58,53.39,44.56,35.72,36.74,37.75,20.99,4.23
13209,54.6,53.27,51.93,59.48,67.02,58.13,49.24,39.92,30.61
13211,6.08,9.35,12.61,22.3,32.0,31.28,30.55,27.73,24.91
13213,24.99,34.28,43.58,33.03,22.48,31.75,41.02,38.27,35.51
13215,91.09,91.68,92.26,92.77,93.28,92.56,91.85,92.36,92.87
13217,24.99,36.88,48.77,46.56,44.35,44.28,44.21,36.5,28.79
13219,3.88,4.7,5.51,4.97,4.43,3.68,2.93,2.02,1.11
13221,8.44,18.04,27.63,21.68,15.73,18.52,21.32,17.73,14.13
13223,7.7,5.71,3.72,4.38,5.03,6.11,7.19,6.17,5.15
13225,77.17,81.36,85.55,88.76,91.98,91.28,90.58,76.4,62.23
13227,14.65,17.52,20.38,25.25,30.12,24.34,18.56,15.78,13.01
13229,29.74,30.52,31.3,29.14,26.97,24.14,21.32,18.34,15.37
13231,10.73,8.89,7.04,10.16,13.28,8.3,3.31,5.14,6.97
13233,62.97,69.79,76.6,76.22,75.84,69.97,64.1,60.5,56.89
13235,62.97,61.41,59.85,69.26,78.67,88.04,97.42,82.98,68.53
13237,15.79,22.59,29.39,28.92,28.46,43.29,58.12,36.12,14.13
13239,82.23,85.6,88.98,89.6,90.23,88.37,86.51,92.43,98.35
13241,10.16,18.9,27.63,34.94,42.25,34.89,27.53,29.07,30.61
13243,99.17,99.18,99.2,99.08,98.95,99.0,99.05,99.11,99.17
13245,88.92,89.19,89.46,88.94,88.41,90.96,93.51,92.78,92.05
13247,24.99,27.19,29.39,25.26,21.14,21.23,21.32,20.46,19.6
13249,93.09,88.16,83.22,76.61,70.01,62.47,54.93,51.8,48.68
13251,90.83,89.66,88.48,90.76,93.03,78.56,64.1,57.2,50.3
13253,40.18,59.26,78.35,79.31,80.26,85.42,90.58,92.36,94.15
13255,71.89,78.07,84.24,86.82,89.4,80.08,70.75,73.24,75.72
13257,45.88,55.06,64.25,68.82,73.38,64.16,54.93,47.16,39.39
13259,98.12,98.66,99.2,98.96,98.73,97.28,95.83,96.34,96.85
13261,96.53,95.86,95.19,93.79,92.39,87.92,83.45,88.66,93.86
13263,93.09,83.49,73.89,78.9,83.92,89.8,95.67,95.72,95.77
13265,98.03,97.28,96.53,95.88,95.22,94.36,93.51,89.6,85.68
13267,90.29,86.76,83.22,75.12,67.02,64.86,62.7,62.46,62.23
13269,77.17,81.36,85.55,82.56,79.56,81.79,84.02,88.18,92.33
13271,91.66,87.2,82.74,75.52,68.29,76.82,85.36,90.2,95.04
13273,97.42,96.3,95.19,95.38,95.57,93.71,91.85,93.9,95.96
13275,88.92,79.7,70.49,70.81,71.12,60.83,50.54,41.36,32.17
13277,90.83,92.72,94.62,94.68,94.75,90.63,86.51,84.94,83.36
13279,89.49,89.86,90.23,87.07,83.92,81.9,79.89,86.38,92.87
13281,32.73,31.06,29.39,21.33,13.28,10.84,8.4,12.66,16.93
13283,40.18,31.79,23.4,54.56,85.71,90.53,95.35,93.49,91.63
13285,91.66,90.79,89.91,89.16,88.41,88.59,88.77,88.86,88.96
13287,54.6,66.7,78.8,76.89,74.98,86.9,98.82,94.54,90.26
13289,87.3,85.53,83.76,85.82,87.87,78.68,69.48,74.99,80.5
13291,57.15,43.27,29.39,31.6,33.81,42.18,50.54,46.74,42.95
13293,91.37,92.39,93.41,92.7,91.98,94.26,96.53,96.39,96.25
13295,38.2,37.23,36.26,32.36,28.46,31.29,34.12,41.4,48.68
13297,26.52,23.45,20.38,15.73,11.08,11.82,12.57,10.34,8.11
13299,92.52,92.52,92.52,87.26,82.01,83.35,84.69,89.69,94.69
13301,96.15,97.17,98.19,98.36,98.54,98.03,97.52,85.49,73.46
13303,91.95,89.02,86.09,82.38,78.67,81.06,83.45,84.23,85.01
13305,85.86,86.78,87.71,86.12,84.53,82.54,80.55,75.02,69.49
13307,85.86,85.29,84.72,79.05,73.38,49.57,25.75,33.48,41.2
13309,75.96,81.03,86.09,91.04,95.99,96.44,96.88,85.17,73.46
13311,57.15,36.17,15.19,10.11,5.03,5.73,6.43,18.52,30.61
13313,52.98,54.72,56.45,57.16,57.88,53.56,49.24,46.89,44.54
13315,68.64,56.11,43.58,39.65,35.72,35.71,35.71,50.88,66.05
13317,90.29,93.41,96.53,96.6,96.66,94.62,92.58,64.04,35.51
13319,57.15,67.27,77.4,78.04,78.67,76.27,73.87,58.41,42.95
13321,73.0,70.54,68.07,64.25,60.43,63.81,67.19,73.84,80.5
15001,27.98,27.14,26.3,31.72,37.15,39.08,41.02,41.98,42.95
15003,90.13,90.02,89.91,89.66,89.4,89.29,89.18,89.93,90.68
15005,98.79,98.56,98.34,98.79,99.24,50.48,1.72,45.8,89.88
15007,20.73,23.52,26.3,26.64,26.97,31.34,35.71,33.16,30.61
15009,52.98,45.56,38.14,39.48,40.82,37.47,34.12,33.15,32.17
16001,26.52,24.96,23.4,21.0,18.59,19.23,19.86,19.1,18.33
16003,15.79,12.26,8.72,10.41,12.1,6.96,1.81,1.46,1.11
16005,52.98,51.66,50.33,49.4,48.46,46.34,44.21,43.58,42.95
16007,2.32,7.46,12.61,15.6,18.59,25.52,32.46,26.57,20.68
16009,49.32,49.04,48.77,44.8,40.82,24.01,7.19,5.88,4.58
16011,34.8,22.78,10.76,7.6,4.43,11.5,18.56,22.82,27.08
16013,4.33,6.1,7.86,9.47,11.08,8.45,5.82,4.72,3.63
16015,7.13,11.16,15.19,16.89,18.59,10.3,2.01,6.44,10.88
16017,38.2,35.59,32.98,29.97,26.97,29.72,32.46,31.54,30.61
16019,29.74,28.02,26.3,28.21,30.12,37.17,44.21,35.64,27.08
16021,45.88,36.75,27.63,16.96,6.3,11.87,17.44,10.14,2.83
16023,1.46,3.84,6.21,10.4,14.58,18.6,22.63,41.11,59.59
16025,0.7,1.94,3.18,1.99,0.8,0.84,0.89,1.43,1.97
16027,31.36,27.38,23.4,20.25,17.1,17.83,18.56,16.96,15.37
16029,45.88,40.3,34.73,43.08,51.42,33.73,16.04,13.96,11.87
16031,45.88,42.87,39.86,29.78,19.71,14.06,8.4,16.65,24.91
16033,2.8,12.43,22.06,11.76,1.46,0.73,0.0,0.0,0.0
16035,10.73,8.47,6.21,9.15,12.1,25.72,39.34,44.82,50.3
16037,20.73,11.04,1.34,0.86,0.38,3.4,6.43,13.56,20.68
16039,14.65,14.34,14.04,23.92,33.81,39.01,44.21,41.8,39.39
16041,6.08,11.81,17.54,10.7,3.85,4.17,4.49,3.8,3.12
16043,1.46,2.32,3.18,2.75,2.32,2.99,3.66,4.12,4.58
16045,15.79,15.49,15.19,27.04,38.9,44.72,50.54,44.96,39.39
16047,6.08,5.52,4.97,13.06,21.14,31.98,42.81,48.2,53.58
16049,9.36,22.04,34.73,28.61,22.48,14.15,5.82,3.77,1.72
16051,7.13,5.16,3.18,2.32,1.46,1.48,1.5,1.42,1.34
16053,13.34,9.78,6.21,7.37,8.53,7.86,7.19,12.06,16.93
16055,19.33,17.78,16.24,16.67,17.1,16.57,16.04,23.32,30.61
16057,32.73,35.44,38.14,39.48,40.82,40.92,41.02,34.05,27.08
16059,57.15,50.36,43.58,32.36,21.14,45.31,69.48,56.21,42.95
16061,55.78,52.28,48.77,50.1,51.42,50.33,49.24,42.38,35.51
16063,0.64,1.1,1.56,1.3,1.05,1.39,1.72,1.13,0.54
16065,4.78,8.7,12.61,13.6,14.58,16.01,17.44,13.67,9.9
16067,19.33,17.78,16.24,10.34,4.43,10.94,17.44,24.8,32.17
16069,52.98,46.42,39.86,49.46,59.06,62.31,65.56,68.14,70.73
16071,60.17,48.22,36.26,18.53,0.8,1.15,1.5,1.98,2.45
16073,42.38,39.32,36.26,28.7,21.14,18.0,14.86,11.87,8.88
16075,7.13,8.94,10.76,9.3,7.83,14.58,21.32,18.34,15.37
16077,38.2,36.47,34.73,19.16,3.6,2.2,0.8,12.12,23.45
16079,60.17,63.02,65.87,65.76,65.65,59.64,53.63,45.57,37.51
16081,2.8,2.07,1.34,1.24,1.15,1.86,2.58,2.05,1.53
16083,36.52,28.45,20.38,21.43,22.48,19.96,17.44,17.89,18.33
16085,0.64,2.8,4.97,27.49,50.02,26.02,2.01,12.73,23.45
16087,27.98,26.47,24.96,39.68,54.41,59.26,64.1,61.2,58.29
17001,65.97,63.76,61.54,68.26,74.98,74.43,73.87,74.24,74.61
17003,97.29,96.02,94.75,90.02,85.29,89.08,92.87,93.36,93.86
17005,71.89,68.88,65.87,61.87,57.88,65.4,72.92,78.72,84.51
17007,22.03,24.83,27.63,24.38,21.14,18.59,16.04,24.1,32.17
17009,29.74,41.57,53.39,60.84,68.29,60.96,53.63,58.74,63.86
17011,45.88,48.9,51.93,48.14,44.35,48.99,53.63,55.26,56.89
17013,7.7,26.53,45.37,46.07,46.77,30.82,14.86,13.94,13.01
17015,24.99,35.18,45.37,42.14,38.9,36.51,34.12,31.46,28.79
17017,62.97,60.49,58.01,51.18,44.35,49.64,54.93,54.26,53.58
17019,94.05,94.08,94.11,94.43,94.75,95.14,95.54,95.75,95.96
17021,54.6,51.68,48.77,45.51,42.25,40.0,37.75,40.35,42.95
17023,22.03,17.32,12.61,9.46,6.3,17.7,29.09,36.82,44.54
17025,26.52,28.91,31.3,26.89,22.48,25.0,27.53,38.1,48.68
17027,24.99,24.2,23.4,32.82,42.25,36.4,30.55,22.34,14.13
17029,68.64,66.44,64.25,72.26,80.26,80.87,81.48,79.7,77.92
17031,98.82,98.82,98.82,98.87,98.92,98.92,98.92,99.0,99.08
17033,38.2,38.17,38.14,41.24,44.35,49.64,54.93,52.62,50.3
17035,51.29,49.32,47.34,37.9,28.46,21.04,13.62,12.74,11.87
17037,68.64,61.02,53.39,56.91,60.43,62.26,64.1,65.66,67.23
17039,23.62,18.83,14.04,14.31,14.58,15.31,16.04,16.48,16.93
17041,85.23,87.73,90.23,91.42,92.61,94.82,97.04,96.76,96.47
17043,18.08,20.07,22.06,22.27,22.48,23.22,23.97,26.38,28.79
17045,71.89,70.62,69.34,72.59,75.84,82.0,88.16,82.38,76.61
17047,49.32,39.36,29.39,40.4,51.42,47.11,42.81,39.16,35.51
17049,23.62,29.18,34.73,42.37,50.02,57.06,64.1,63.17,62.23
17051,38.2,39.03,39.86,28.48,17.1,22.32,27.53,40.56,53.58
17053,38.2,38.17,38.14,38.52,38.9,49.88,60.85,69.39,77.92
17055,78.83,80.39,81.95,81.1,80.26,79.31,78.36,75.2,72.03
17057,58.87,60.2,61.54,60.3,59.06,50.93,42.81,42.88,42.95
17059,34.8,35.53,36.26,49.12,61.99,66.82,71.64,75.56,79.48
17061,29.74,37.56,45.37,39.59,33.81,24.34,14.86,16.6,18.33
17063,24.99,21.26,17.54,18.07,18.59,22.17,25.75,28.18,30.61
17065,14.65,19.02,23.4,28.61,33.81,43.02,52.23,42.96,33.69
17067,20.73,24.18,27.63,30.72,33.81,39.01,44.21,36.5,28.79
17069,83.86,81.1,78.35,82.6,86.85,81.79,76.73,80.34,83.96
17071,10.73,9.72,8.72,8.96,9.2,9.74,10.28,10.58,10.88
17073,44.51,40.38,36.26,42.36,48.46,51.04,53.63,57.93,62.23
17075,38.2,31.58,24.96,29.38,33.81,34.76,35.71,33.94,32.17
17077,95.64,94.38,93.12,94.42,95.73,95.91,96.09,95.78,95.48
17079,13.34,9.15,4.97,28.19,51.42,49.53,47.64,40.66,33.69
17081,82.23,80.97,79.72,79.99,80.26,74.87,69.48,65.85,62.23
17083,27.98,25.69,23.4,30.28,37.15,23.72,10.28,18.68,27.08
17085,49.32,48.33,47.34,35.77,24.2,35.92,47.64,61.12,74.61
17087,32.73,37.3,41.87,42.06,42.25,36.4,30.55,28.82,27.08
17089,29.74,30.52,31.3,29.14,26.97,28.03,29.09,33.3,37.51
17091,67.53,69.68,71.82,76.04,80.26,76.59,72.92,71.82,70.73
17093,1.78,1.64,1.5,2.36,3.22,4.82,6.43,5.5,4.58
17095,85.23,86.47,87.71,87.01,86.31,88.2,90.1,90.18,90.26
17097,32.73,30.18,27.63,32.39,37.15,39.08,41.02,42.78,44.54
17099,57.15,55.27,53.39,55.64,57.88,53.56,49.24,53.76,58.29
17101,42.38,41.12,39.86,40.34,40.82,31.07,21.32,24.2,27.08
17103,45.88,47.32,48.77,54.6,60.43,74.3,88.16,84.33,80.5
17105,36.52,48.18,59.85,65.48,71.12,65.27,59.42,52.92,46.42
17107,60.17,60.01,59.85,59.46,59.06,54.8,50.54,61.28,72.03
17109,77.17,77.98,78.8,81.14,83.48,87.5,91.53,91.22,90.9
17111,8.44,9.6,10.76,13.24,15.73,18.52,21.32,21.7,22.08
17113,57.15,56.05,54.95,57.69,60.43,61.57,62.7,60.5,58.29
17115,87.71,88.1,88.48,89.16,89.84,89.68,89.53,90.1,90.68
17117,45.88,42.01,38.14,32.56,26.97,27.25,27.53,31.52,35.51
17119,54.6,57.22,59.85,62.05,64.25,56.74,49.24,51.41,53.58
17121,71.06,71.44,71.82,72.6,73.38,65.75,58.12,64.42,70.73
17123,8.44,14.41,20.38,15.73,11.08,16.86,22.63,21.66,20.68
17125,68.64,63.32,58.01,50.13,42.25,37.35,32.46,40.57,48.68
17127,80.32,82.52,84.72,80.78,76.85,68.85,60.85,45.73,30.61
17129,45.88,33.97,22.06,25.26,28.46,27.1,25.75,25.33,24.91
17131,34.8,37.33,39.86,45.64,51.42,45.38,39.34,41.14,42.95
17133,12.0,13.02,14.04,15.57,17.1,13.69,10.28,14.31,18.33
17135,40.18,46.06,51.93,57.58,63.23,65.21,67.19,68.34,69.49
17137,65.97,65.11,64.25,67.68,71.12,73.56,76.0,76.31,76.61
17139,88.38,89.66,90.93,91.16,91.4,94.14,96.88,96.56,96.25
17141,31.36,35.61,39.86,36.84,33.81,50.5,67.19,68.34,69.49
17143,86.47,87.48,88.48,89.94,91.4,90.46,89.53,87.6,85.68
17145,38.2,40.03,41.87,58.17,74.47,75.6,76.73,75.1,73.46
17147,4.78,4.25,3.72,5.49,7.26,5.88,4.49,5.22,5.95
17149,32.73,39.05,45.37,55.51,65.65,64.18,62.7,45.74,28.79
17151,38.2,44.26,50.33,44.62,38.9,60.81,82.72,70.5,58.29
17153,92.52,94.11,95.7,96.04,96.37,94.48,92.58,89.13,85.68
17155,6.08,5.14,4.2,4.61,5.03,12.44,19.86,18.4,16.93
17157,36.52,35.62,34.73,45.5,56.26,60.91,65.56,69.51,73.46
17159,51.29,57.77,64.25,62.34,60.43,62.26,64.1,70.36,76.61
17161,82.23,80.29,78.35,79.31,80.26,81.25,82.24,84.39,86.54
17163,83.86,85.53,87.2,87.54,87.87,86.28,84.69,80.2,75.72
17165,85.23,84.22,83.22,85.04,86.85,88.94,91.02,89.99,88.96
17167,68.64,72.62,76.6,78.43,80.26,79.31,78.36,77.48,76.61
17169,23.62,14.92,6.21,12.96,19.71,23.62,27.53,22.23,16.93
17171,40.18,45.26,50.33,41.16,32.0,25.28,18.56,27.03,35.51
17173,40.18,32.57,24.96,24.58,24.2,18.91,13.62,29.08,44.54
17175,24.99,24.2,23.4,18.34,13.28,14.66,16.04,24.1,32.17
17177,85.86,85.29,84.72,87.06,89.4,87.96,86.51,86.1,85.68
17179,34.8,33.89,32.98,41.5,50.02,53.27,56.52,56.71,56.89
17181,51.29,44.72,38.14,44.78,51.42,64.89,78.36,85.0,91.63
17183,88.38,89.51,90.64,91.31,91.98,90.38,88.77,88.12,87.46
17185,40.18,54.76,69.34,62.8,56.26,74.42,92.58,93.12,93.67
17187,49.32,47.35,45.37,40.54,35.72,43.97,52.23,52.9,53.58
17189,13.34,9.15,4.97,7.6,10.22,13.13,16.04,14.52,13.01
17191,40.18,46.78,53.39,62.82,72.24,79.38,86.51,84.28,82.06
17193,54.6,65.6,76.6,78.08,79.56,73.38,67.19,71.46,75.72
17195,69.79,70.14,70.49,62.45,54.41,48.61,42.81,44.62,46.42
